gratis 	 adjective 	 charge 	 free, without charge
frondoso 	 adjective 	 abundant 	 plentiful; abundant
frondoso 	 adjective 	 plentiful 	 plentiful; abundant
fratricidio 	 noun 	 fratricide 	 fratricide
fulmineo 	 adjective 	 fulmineous 	 fulmineous
rotativo 	 adjective 	 rotating 	 rotating, revolving
rotativo 	 adjective 	 revolving 	 rotating, revolving
rotativo 	 adjective 	 rotary 	 rotary
rotativo 	 noun 	 rotary printing press 	 rotary printing press
rotativo 	 noun 	 paper 	 newspaper; paper
rotativo 	 noun 	 newspaper 	 newspaper; paper
caminante 	 adjective 	 traveling 	 traveling
caminante 	 noun 	 hiker 	 hiker, walker
caminante 	 noun 	 walker 	 hiker, walker
caminante 	 noun 	 traveler 	 traveler
tiña 	 noun 	 ringworm 	 ringworm
tiña 	 noun 	 poverty 	 poverty
tiña 	 noun 	 stinginess 	 stinginess
incisión 	 noun 	 incision 	 incision, cut
incisión 	 noun 	 cut 	 incision, cut
cubito 	 noun 	 ice cube 	 ice cube
mármol 	 noun 	 marble 	 marble
supervisión 	 noun 	 supervision 	 supervision
sofisticado 	 adjective 	 sophisticated 	 sophisticated
gloriosamente 	 adverb 	 gloriously 	 gloriously
guerra civil 	 noun 	 civil war 	 civil war
meritar 	 verb 	 merit 	 to merit, earn, deserve
meritar 	 verb 	 earn 	 to merit, earn, deserve
meritar 	 verb 	 deserve 	 to merit, earn, deserve
anticopia 	 adjective 	 anticopy 	 anticopy
antiterrorismo 	 noun 	 antiterrorism 	 antiterrorism
yacaré 	 noun 	 caiman 	 caiman
intriga 	 noun 	 intrigue 	 intrigue
orín 	 noun 	 rust 	 rust caused by moisture
orín 	 noun 	 urine 	 urine
federativo 	 adjective 	 federative 	 federative
libremente 	 adverb 	 freely 	 freely
amistoso 	 adjective 	 friendly 	 friendly
amistoso 	 noun 	 friendly 	 friendly match
amistoso 	 noun 	 match 	 friendly match
amigable 	 adjective 	 amicable 	 amicable
amigable 	 adjective 	 companionable 	 companionable
insoportable 	 adjective 	 unendurable 	 unbearable, insufferable, insupportable, unendurable, intolerable
insoportable 	 adjective 	 insufferable 	 unbearable, insufferable, insupportable, unendurable, intolerable
insoportable 	 adjective 	 intolerable 	 unbearable, insufferable, insupportable, unendurable, intolerable
insoportable 	 adjective 	 insupportable 	 unbearable, insufferable, insupportable, unendurable, intolerable
insoportable 	 adjective 	 unbearable 	 unbearable, insufferable, insupportable, unendurable, intolerable
mutuamente 	 adverb 	 mutually 	 mutually
diabólico 	 adjective 	 diabolic 	 diabolic
aparentar 	 verb 	 pretend 	 to pretend, feign, front
aparentar 	 verb 	 feign 	 to pretend, feign, front
aparentar 	 verb 	 front 	 to pretend, feign, front
aparentar 	 verb 	 appear 	 to appear, seem
aparentar 	 verb 	 seem 	 to appear, seem
fenicio 	 adjective 	 Phoenician 	 Phoenician
fenicio 	 noun 	 Phoenician 	 Phoenician person
fenicio 	 noun 	 Phoenician 	 Phoenician language
almendral 	 noun 	 orchard 	 almond orchard
almendral 	 noun 	 almond 	 almond orchard
pitbull 	 noun 	 pit bull terrier 	 pit bull terrier
cerote 	 noun 	 turd 	 a turd
cerote 	 noun 	 person 	 asshole, a reprehensible person
cerote 	 noun 	 reprehensible 	 asshole, a reprehensible person
cerote 	 noun 	 asshole 	 asshole, a reprehensible person
chancho 	 noun 	 pig 	 pig
chancho 	 adjective 	 dirty 	 dirty
gallopinto 	 noun 	 garlic 	 A food made of rice and beans mixed together, and fried with onions, garlic, and sometimes other herbs
gallopinto 	 noun 	 bean 	 A food made of rice and beans mixed together, and fried with onions, garlic, and sometimes other herbs
gallopinto 	 noun 	 rice 	 A food made of rice and beans mixed together, and fried with onions, garlic, and sometimes other herbs
gallopinto 	 noun 	 onion 	 A food made of rice and beans mixed together, and fried with onions, garlic, and sometimes other herbs
chaparro 	 noun 	 kermes oak 	 kermes oak
chaparro 	 noun 	 chaparral 	 chaparral
carnicería 	 noun 	 butchershop 	 butchershop
carnicería 	 noun 	 carnage 	 carnage
nardo 	 noun 	 nard 	 nard, spikenard
nardo 	 noun 	 spikenard 	 nard, spikenard
nardo 	 noun 	 penis 	 dick, penis
nardo 	 noun 	 dick 	 dick, penis
perseverante 	 adjective 	 persevering 	 persevering
pretorio 	 adjective 	 praetorian 	 praetorian
rufo 	 adjective 	 rufous 	 rufous
costura 	 noun 	 sewing 	 needlework, sewing
costura 	 noun 	 needlework 	 needlework, sewing
costura 	 noun 	 stitches 	 seam, stitches
costura 	 noun 	 seam 	 seam, stitches
costura 	 noun 	 splice 	 splice
puntada 	 noun 	 stitch 	 stitch
leguminoso 	 adjective 	 leguminous 	 leguminous
estípula 	 noun 	 stipule 	 stipule
embrión 	 noun 	 embryo 	 embryo
anticristo 	 noun 	 antichrist 	 antichrist
mulcer 	 verb 	 soften 	 to soothe, to soften, to comfort, to appease
mulcer 	 verb 	 appease 	 to soothe, to soften, to comfort, to appease
mulcer 	 verb 	 comfort 	 to soothe, to soften, to comfort, to appease
mulcer 	 verb 	 soothe 	 to soothe, to soften, to comfort, to appease
mulcer 	 verb 	 caress 	 to caress, to charm, to flatter, to delight
mulcer 	 verb 	 charm 	 to caress, to charm, to flatter, to delight
mulcer 	 verb 	 delight 	 to caress, to charm, to flatter, to delight
mulcer 	 verb 	 flatter 	 to caress, to charm, to flatter, to delight
mulcer 	 verb 	 alleviate 	 to alleviate, to relieve, to assuage, to mitigate
mulcer 	 verb 	 mitigate 	 to alleviate, to relieve, to assuage, to mitigate
mulcer 	 verb 	 relieve 	 to alleviate, to relieve, to assuage, to mitigate
mulcer 	 verb 	 assuage 	 to alleviate, to relieve, to assuage, to mitigate
mulcer 	 verb 	 graze 	 to graze, to touch, to stroke or move lightly or gently
mulcer 	 verb 	 touch 	 to graze, to touch, to stroke or move lightly or gently
mulcer 	 verb 	 gently 	 to graze, to touch, to stroke or move lightly or gently
mulcer 	 verb 	 stroke 	 to graze, to touch, to stroke or move lightly or gently
mulcer 	 verb 	 lightly 	 to graze, to touch, to stroke or move lightly or gently
mulcer 	 verb 	 move 	 to graze, to touch, to stroke or move lightly or gently
mulcer 	 verb 	 sweet 	 to make sweet or pleasant
mulcer 	 verb 	 pleasant 	 to make sweet or pleasant
mulcer 	 verb 	 make 	 to make sweet or pleasant
cananeo 	 adjective 	 Canaanite 	 Canaanite
cananeo 	 noun 	 Canaanite 	 Canaanite
cilicio 	 noun 	 hairshirt 	 cilice, hairshirt
cilicio 	 noun 	 cilice 	 cilice, hairshirt
agonía 	 noun 	 agonizing 	 agony, throes, agonizing
agonía 	 noun 	 agony 	 agony, throes, agonizing
agonía 	 noun 	 throes 	 agony, throes, agonizing
cornalina 	 noun 	 carnelian 	 carnelian
corporalmente 	 adverb 	 bodily 	 bodily
damasceno 	 adjective 	 Damascene 	 Damascene
damasceno 	 noun 	 Damascene 	 Damascene
diaspro 	 noun 	 jasper 	 jasper
finitamente 	 adverb 	 finitely 	 finitely
garante 	 noun 	 guarantor 	 guarantor
ignominia 	 noun 	 ignominy 	 ignominy
ignominioso 	 adjective 	 ignominious 	 ignominious
impostura 	 noun 	 imposture 	 imposture
impostura 	 noun 	 slander 	 slander
inconsulto 	 adjective 	 impetuous 	 rash, impetuous
inconsulto 	 adjective 	 rash 	 rash, impetuous
indecoroso 	 adjective 	 improper 	 indecorous, improper
indecoroso 	 adjective 	 indecorous 	 indecorous, improper
correctamente 	 adverb 	 correctly 	 correctly
carnaval 	 noun 	 carnival 	 carnival
forfait 	 noun 	 pass 	 ski pass
forfait 	 noun 	 ski 	 ski pass
forfait 	 noun 	 package 	 flat rate, package price
forfait 	 noun 	 flat rate 	 flat rate, package price
interiormente 	 adverb 	 internally 	 internally
interiormente 	 adverb 	 inwardly 	 inwardly
irresoluto 	 adjective 	 indecisive 	 indecisive
libertino 	 adjective 	 rakish 	 libertine, rakish, profligate
libertino 	 adjective 	 libertine 	 libertine, rakish, profligate
libertino 	 adjective 	 profligate 	 libertine, rakish, profligate
libertino 	 noun 	 libertine 	 libertine, rake, profligate
libertino 	 noun 	 profligate 	 libertine, rake, profligate
libertino 	 noun 	 rake 	 libertine, rake, profligate
litigioso 	 adjective 	 litigious 	 litigious
antenado 	 adjective 	 antennae 	 having antennae
politicastro 	 noun 	 politician 	 corrupt politician
parricida 	 adjective 	 parricidal 	 parricidal
parricida 	 noun 	 parricide 	 parricide
parricidio 	 noun 	 parricide 	 parricide
pernicioso 	 adjective 	 pernicious 	 pernicious
exhausto 	 adjective 	 exhausted 	 exhausted
gruñón 	 adjective 	 grouchy 	 grumpy, grouchy
gruñón 	 adjective 	 grumpy 	 grumpy, grouchy
gruñón 	 noun 	 grouch 	 grouch, grump, grumbler
gruñón 	 noun 	 grump 	 grouch, grump, grumbler
gruñón 	 noun 	 grumbler 	 grouch, grump, grumbler
gruñón 	 noun 	 growler 	 growler, grunter
gruñón 	 noun 	 grunter 	 growler, grunter
gruñón 	 noun 	 grunion 	 grunion
neutralmente 	 adverb 	 neutrally 	 neutrally
potentemente 	 adverb 	 powerfully 	 powerfully
potentemente 	 adverb 	 potently 	 potently
presbiterio 	 noun 	 presbytery 	 presbytery
presbiterio 	 noun 	 chancel 	 chancel
prisco 	 noun 	 apricot 	 apricot
silábico 	 adjective 	 syllabic 	 syllabic
aerolínea 	 noun 	 airline 	 airline
nadador 	 noun 	 swimmer 	 swimmer
fandub 	 noun 	 English 	 fandub
snobismo 	 noun 	 snobbery 	 snobbery
gotas 	 noun 	 drops 	 gota; drops
pulcro 	 adjective 	 neat 	 tidy, neat
pulcro 	 adjective 	 tidy 	 tidy, neat
pulcro 	 adjective 	 pretty 	 pretty, beautiful
pulcro 	 adjective 	 beautiful 	 pretty, beautiful
comporte 	 noun 	 behavior 	 comport, behavior
comporte 	 noun 	 comport 	 comport, behavior
samaritano 	 adjective 	 Samaritan 	 Samaritan
samaritano 	 noun 	 Samaritan 	 Samaritan
simulacro 	 noun 	 fire drill 	 drill, fire drill
simulacro 	 noun 	 drill 	 drill, fire drill
simulacro 	 noun 	 imitation 	 simulation, test, imitation
simulacro 	 noun 	 test 	 simulation, test, imitation
simulacro 	 noun 	 simulation 	 simulation, test, imitation
simulacro 	 noun 	 simulacrum 	 image, simulacrum
simulacro 	 noun 	 image 	 image, simulacrum
simulacro 	 noun 	 idea 	 idea, fantasy
simulacro 	 noun 	 fantasy 	 idea, fantasy
sodomita 	 noun 	 Sodomite 	 Sodomite
sodomita 	 noun 	 sodomite 	 sodomite
hesitar 	 verb 	 hesitate 	 to hesitate
derbi 	 noun 	 derby 	 derby
predio 	 noun 	 plot 	 plot of land
subalterno 	 noun 	 subordinate 	 subordinate
subalterno 	 noun 	 subaltern 	 subaltern
sudario 	 noun 	 shroud 	 shroud
sudario 	 noun 	 sudarium 	 sudarium
tarso 	 noun 	 tarsus 	 tarsus
tarso 	 noun 	 tarsal 	 tarsal
tortuoso 	 adjective 	 winding 	 winding, tortuous
tortuoso 	 adjective 	 tortuous 	 winding, tortuous
tribuno 	 noun 	 tribune 	 tribune
apologeta 	 noun 	 apologist 	 apologist
vanagloria 	 noun 	 boastfulness 	 boastfulness, vainglory
vanagloria 	 noun 	 vainglory 	 boastfulness, vainglory
verboso 	 adjective 	 verbose 	 verbose; wordy
verboso 	 adjective 	 wordy 	 verbose; wordy
votivo 	 adjective 	 votive 	 votive
afluencia 	 noun 	 influx 	 inflow, influx
afluencia 	 noun 	 inflow 	 inflow, influx
psicosomático 	 adjective 	 psychosomatic 	 psychosomatic
dogmatismo 	 noun 	 dogmatism 	 dogmatism
papiro 	 noun 	 papyrus 	 papyrus
papiro 	 noun 	 papyrus 	 papyrus
papiro 	 noun 	 papyrus 	 papyrus
puntiforme 	 adjective 	 pointlike 	 pointlike
regadera 	 noun 	 watering can 	 watering can
regadera 	 noun 	 shower 	 shower
regadera 	 noun 	 showerhead 	 shower head, showerhead
regadera 	 noun 	 shower head 	 shower head, showerhead
desahogo 	 noun 	 relief 	 relief
desahogo 	 noun 	 outlet 	 outlet
trola 	 noun 	 lie 	 lie, fib
trola 	 noun 	 fib 	 lie, fib
trola 	 noun 	 prostitute 	 female prostitute
trola 	 noun 	 female 	 female prostitute
grimorio 	 noun 	 grimoire 	 grimoire
cario 	 noun 	 Carian 	 Carian
cario 	 noun 	 Carian 	 Carian
carlinga 	 noun 	 cockpit 	 cabin; cockpit
carlinga 	 noun 	 cabin 	 cabin; cockpit
carlinga 	 noun 	 carling 	 carling
vigía 	 noun 	 watchtower 	 lookout, watchtower
vigía 	 noun 	 lookout 	 lookout, watchtower
vigía 	 noun 	 reef 	 reef
vigía 	 noun 	 lookout 	 lookout
neoplasia 	 noun 	 English 	 neoplasia
neoplasia 	 noun 	 neoplasm 	 neoplasm
anticipado 	 adjective 	 anticipated 	 anticipated
anticipado 	 adjective 	 early 	 early
succión 	 noun 	 suction 	 suction
tartamudeo 	 noun 	 stutter 	 stutter
matula 	 noun 	 wick 	 wick
torcida 	 noun 	 wick 	 wick
retama 	 noun 	 Spartium junceum 	 Spanish broom, Spartium junceum
retama 	 noun 	 Spanish broom 	 Spanish broom, Spartium junceum
raña 	 noun 	 quartzite 	 a sediment of clayey quartzite
raña 	 noun 	 clayey 	 a sediment of clayey quartzite
célula dendrítica folicular 	 noun 	 follicular dendritic cell 	 follicular dendritic cell
dendrítico 	 adjective 	 dendritic 	 dendritic
folicular 	 adjective 	 follicular 	 follicular
brinco 	 noun 	 hop 	 jump, hop
brinco 	 noun 	 jump 	 jump, hop
filisteo 	 adjective 	 philistine 	 philistine
secado 	 noun 	 desiccation 	 desiccation, drying
secado 	 noun 	 drying 	 desiccation, drying
temporariamente 	 adverb 	 temporarily 	 temporarily
situado 	 adjective 	 situated 	 located, situated, sited
situado 	 adjective 	 located 	 located, situated, sited
situado 	 adjective 	 sited 	 located, situated, sited
situado 	 adjective 	 nestled 	 nestled
situado 	 adjective 	 set 	 set
situado 	 adjective 	 positioned 	 placed, positioned
situado 	 adjective 	 placed 	 placed, positioned
devotamente 	 adverb 	 devotedly 	 devotedly
chachalaca 	 noun 	 babbler 	 babbler, yapper
chachalaca 	 noun 	 yapper 	 babbler, yapper
chachalaca 	 noun 	 chatterNoun 	 chatter
chachalaca 	 noun 	 chatty 	 chatty
tocado 	 adjective 	 peeved 	 peeved, ratty
tocado 	 adjective 	 ratty 	 peeved, ratty
tocado 	 adjective 	 off 	 off
tocado 	 adjective 	 out of shape 	 out of shape
tocado 	 adjective 	 tainted 	 tainted
tocado 	 interjection 	 touché 	 touché
tocado 	 noun 	 headdress 	 headdress
toca 	 noun 	 kerchief 	 kerchief, turban cloth
toca 	 noun 	 turban 	 kerchief, turban cloth
toca 	 noun 	 cloth 	 kerchief, turban cloth
insipiente 	 adjective 	 ignorant 	 ignorant
insipiente 	 adjective 	 fool 	 fool
anfipróstilo 	 adjective 	 amphiprostyle 	 amphiprostyle
anfipróstilo 	 noun 	 amphiprostyle 	 An amphiprostyle building
soplo 	 noun 	 sigh 	 a sigh, a puff
soplo 	 noun 	 puff 	 a sigh, a puff
soplo 	 noun 	 exhalation 	 an exhalation
soplo 	 noun 	 news 	 news; word
soplo 	 noun 	 word 	 news; word
soplo 	 noun 	 murmur 	 murmur
soplo 	 noun 	 tipoff 	 tipoff
livonio 	 noun 	 Livonian 	 Livonian
livonio 	 noun 	 Livonian 	 Livonian
moabita 	 noun 	 Moabite 	 Moabite
ruidoso 	 adjective 	 loud 	 loud, noisy
ruidoso 	 adjective 	 noisy 	 loud, noisy
vaqueras 	 noun 	 cowgirls 	 vaquera Cowgirls
rasguño 	 noun 	 scratch 	 scratch
navío 	 noun 	 ship 	 large ship
costero 	 adjective 	 coastal 	 coastal
excesivo 	 adjective 	 excessive 	 excessive
puñalada 	 noun 	 stab 	 stab
horriblemente 	 adverb 	 horribly 	 horribly
cerda 	 noun 	 slob 	 pig, slob
cerda 	 noun 	 pig 	 pig, slob
cerda 	 noun 	 slut 	 bitch, slut
cerda 	 noun 	 bitch 	 bitch, slut
graduar 	 verb 	 graduate 	 to graduate
graduar 	 verb 	 calibrate 	 to calibrate, adjust
graduar 	 verb 	 adjust 	 to calibrate, adjust
lero 	 interjection 	 mockery 	 Used to indicate mockery
seña 	 noun 	 sign 	 sign, indication
seña 	 noun 	 indication 	 sign, indication
seña 	 noun 	 gesture 	 gesture
topar 	 verb 	 come across 	 to come across, encounter
topar 	 verb 	 encounter 	 to come across, encounter
topar 	 verb 	 knock 	 to knock against, hit, strike, touch
topar 	 verb 	 touch 	 to knock against, hit, strike, touch
topar 	 verb 	 hit 	 to knock against, hit, strike, touch
topar 	 verb 	 strike 	 to knock against, hit, strike, touch
topar 	 verb 	 finish 	 to finish
ventilador 	 noun 	 fan 	 fan, ventilator
ventilador 	 noun 	 ventilator 	 fan, ventilator
gravidez 	 noun 	 pregnancy 	 pregnancy, gravidity
gravidez 	 noun 	 gravidity 	 pregnancy, gravidity
gravidez 	 noun 	 heaviness 	 heaviness
indisponer 	 verb 	 indisposed 	 to cause to become indisposed
indisponer 	 verb 	 upset 	 to upset, to alienate
indisponer 	 verb 	 alienate 	 to upset, to alienate
hurra 	 noun 	 cheer 	 cheer
endosoma 	 noun 	 endosome 	 endosome
orgánulo 	 noun 	 organelle 	 organelle
cronología 	 noun 	 chronology 	 chronology
cronología 	 noun 	 timeline 	 timeline
canalizo 	 noun 	 fairway 	 fairway
inmune 	 adjective 	 immune 	 immune
inmune 	 adjective 	 immune 	 immune
inmune 	 adjective 	 immune 	 immune
carné 	 noun 	 identity card 	 identity card
carné 	 noun 	 driver's licence 	 driver's licence
chiva 	 noun 	 coverlet 	 blanket, coverlet
chiva 	 noun 	 blanket 	 blanket, coverlet
chiva 	 noun 	 goatee 	 goatee, beard
chiva 	 noun 	 beard 	 goatee, beard
chiva 	 noun 	 kid 	 young female goat, kid
chiva 	 noun 	 goat 	 young female goat, kid
chiva 	 noun 	 shutout 	 shutout in a game of dominoes
chiva 	 noun 	 dominoes 	 shutout in a game of dominoes
chiva 	 noun 	 pretence 	 pretence, lame excuse
chiva 	 noun 	 lame 	 pretence, lame excuse
chiva 	 noun 	 excuse 	 pretence, lame excuse
chiva 	 noun 	 heroin 	 heroin
olivar 	 adjective 	 olive 	 olive color
olivar 	 noun 	 grove 	 olive grove
olivar 	 noun 	 olive 	 olive grove
sacerdotisa 	 noun 	 priestess 	 priestess
salubre 	 adjective 	 salubrious 	 healthy, healthful, salubrious
salubre 	 adjective 	 healthful 	 healthy, healthful, salubrious
salubre 	 adjective 	 healthy 	 healthy, healthful, salubrious
pulpa 	 noun 	 body 	 the soft part of an animal's body; flesh
pulpa 	 noun 	 soft 	 the soft part of an animal's body; flesh
pulpa 	 noun 	 animal 	 the soft part of an animal's body; flesh
pulpa 	 noun 	 flesh 	 the soft part of an animal's body; flesh
pulpa 	 noun 	 pulp 	 the fleshy part, pulp of fruit
pulpa 	 noun 	 fruit 	 the fleshy part, pulp of fruit
pulpa 	 noun 	 pith 	 the pith of wood
pulpa 	 noun 	 wood 	 the pith of wood
pulpa 	 noun 	 pulp 	 pulp
pulsera 	 noun 	 bracelet 	 bracelet
orante 	 noun 	 prayer 	 prayer; someone who prays
botanista 	 noun 	 botanist 	 botanist
rabioso 	 adjective 	 rabid 	 rabid
rabioso 	 adjective 	 furious 	 enraged, furious
rabioso 	 adjective 	 enraged 	 enraged, furious
rabioso 	 adjective 	 fervent 	 rabid, fervent, mad
rabioso 	 adjective 	 mad 	 rabid, fervent, mad
rabioso 	 adjective 	 rabid 	 rabid, fervent, mad
picnómetro 	 noun 	 pycnometer 	 pycnometer
ligante 	 noun 	 ligand 	 ligand
augural 	 adjective 	 prophetic 	 prophetic
melamina 	 noun 	 melamine 	 melamine
sempiterno 	 adjective 	 sempiternal 	 sempiternal
arteritis 	 noun 	 English 	 arteritis
analgésico 	 adjective 	 analgesic 	 analgesic
analgésico 	 noun 	 painkiller 	 analgesic, painkiller
analgésico 	 noun 	 analgesic 	 analgesic, painkiller
hidrogenar 	 verb 	 hydrogenate 	 to hydrogenate
aprisco 	 noun 	 sheepfold 	 sheepfold
redil 	 noun 	 fold 	 fold, pen, sheepfold
redil 	 noun 	 pen 	 fold, pen, sheepfold
redil 	 noun 	 sheepfold 	 fold, pen, sheepfold
carnero 	 noun 	 sheep 	 a sheep, a ram
carnero 	 noun 	 ram 	 a sheep, a ram
carnero 	 noun 	 sheepskin 	 sheepskin
carnero 	 noun 	 mutton 	 mutton
