gratis 	 adverb 	 free 	 gratis, free
onorato 	 adjective 	 w:Paradiso  	 * year=1321|author=Dante Alighieri|authorlink=Dante Alighieri|title=La divina commedia: Paradiso|publisher=Le Monnier|year_published=2002|section=Canto XVI|page=295|lines=136–141|passage=La casa di che nacque il vostro fleto, ¶ per lo giusto disdegno che v’ha morti ¶ e puose fine al vostro viver lieto, ¶ era onorata, essa e i suoi consorti: ¶ o Buondelmonte, quanto mal fuggisti ¶ le nozze süe per li altrui conforti!|translation=The house from which is born your lamentation, through just disdain that death among you brought and put an end unto your joyous life, was honoured in itself and its companions. O Buondelmonte, how in evil hour thou fled'st the bridal at another's promptings!
onorato 	 adjective 	 honorable 	 honorable
mandorla 	 noun 	 almond 	 almond
rosolio 	 noun 	 fruit 	 Any of several sweet liqueurs containing fruit extract
rosolio 	 noun 	 liqueur 	 Any of several sweet liqueurs containing fruit extract
cannella 	 noun 	 cinnamon 	 cinnamon
cannella 	 noun 	 cinnamon 	 cinnamon
cannella 	 noun 	 water tap 	 faucet, household water tap, spigot
cannella 	 noun 	 spigot 	 faucet, household water tap, spigot
cannella 	 noun 	 faucet 	 faucet, household water tap, spigot
scorza 	 noun 	 bark 	 bark
scorza 	 noun 	 husk 	 husk, peel, skin
scorza 	 noun 	 peel 	 husk, peel, skin
scorza 	 noun 	 skin 	 husk, peel, skin
grato 	 adjective 	 welcome 	 appreciated, welcome
grato 	 adjective 	 appreciated 	 appreciated, welcome
grato 	 adjective 	 pleasant 	 pleasant
grato 	 adjective 	 grateful 	 grateful
situare 	 verb 	 set 	 to situate, place, put, locate, set
situare 	 verb 	 put 	 to situate, place, put, locate, set
situare 	 verb 	 situate 	 to situate, place, put, locate, set
situare 	 verb 	 locate 	 to situate, place, put, locate, set
situare 	 verb 	 place 	 to situate, place, put, locate, set
retrocedere 	 verb 	 demote 	 To degrade or demote
retrocedere 	 verb 	 degrade 	 To degrade or demote
retrocedere 	 verb 	 relegate 	 To relegate
retrocedere 	 verb 	 move back 	 To move back, retreat or back down
retrocedere 	 verb 	 back down 	 To move back, retreat or back down
retrocedere 	 verb 	 retreat 	 To move back, retreat or back down
retrocedere 	 verb 	 backtrack 	 to backtrack
triplicare 	 verb 	 triple 	 to triple, treble, triplicate
triplicare 	 verb 	 triplicate 	 to triple, treble, triplicate
triplicare 	 verb 	 treble 	 to triple, treble, triplicate
armato 	 adjective 	 armed 	 armed
armato 	 adjective 	 reinforced 	 reinforced
armato 	 adjective 	 equipped 	 equipped
armata 	 noun 	 army 	 army
armata 	 noun 	 fleet 	 fleet
flotta 	 noun 	 fleet 	 fleet
armamento 	 noun 	 weapons 	 armament, weaponry, weapons, arms
armamento 	 noun 	 arms 	 armament, weaponry, weapons, arms
armamento 	 noun 	 weaponry 	 armament, weaponry, weapons, arms
armamento 	 noun 	 armament 	 armament, weaponry, weapons, arms
armamento 	 noun 	 arming 	 arming
armamento 	 noun 	 equipment 	 equipment, crew
armamento 	 noun 	 crew 	 equipment, crew
armamento 	 noun 	 superstructure 	 superstructure
varano 	 noun 	 monitor lizard 	 monitor lizard
ununbio 	 noun 	 ununbium 	 ununbium
follia 	 noun 	 insanity 	 madness, insanity, craziness, rampage, spree
follia 	 noun 	 rampage 	 madness, insanity, craziness, rampage, spree
follia 	 noun 	 madness 	 madness, insanity, craziness, rampage, spree
follia 	 noun 	 craziness 	 madness, insanity, craziness, rampage, spree
follia 	 noun 	 spree 	 madness, insanity, craziness, rampage, spree
follia 	 noun 	 w:it:Follia d'amore  	 Follia d'amore
follia 	 noun 	 w:Follia d'amore 	 Madness of love
follia 	 noun 	 folly 	 folly, foolishness, absurdity
follia 	 noun 	 foolishness 	 folly, foolishness, absurdity
follia 	 noun 	 absurdity 	 folly, foolishness, absurdity
follia 	 noun 	 fool's errand 	 fool's errand
spillo 	 noun 	 pin 	 pin
spillo 	 noun 	 hatpin 	 hatpin
spillo 	 noun 	 tiepin 	 tiepin
indagare 	 verb 	 scrutinize 	 to investigate, scrutinize something
indagare 	 verb 	 investigate 	 to investigate, scrutinize something
indagare 	 verb 	 inquire 	 to investigate, to inquire, to carry out an investigation
indagare 	 verb 	 investigate 	 to investigate, to inquire, to carry out an investigation
indagare 	 verb 	 carry out 	 to investigate, to inquire, to carry out an investigation
indagare 	 verb 	 investigation 	 to investigate, to inquire, to carry out an investigation
refrigerante 	 adjective 	 cooling 	 cooling, refrigerating
refrigerante 	 adjective 	 refrigerating 	 cooling, refrigerating
refrigerante 	 adjective 	 refreshing 	 refreshing
refrigerante 	 noun 	 coolant 	 coolant
refrigerante 	 noun 	 refrigerator 	 refrigerator
tumore 	 noun 	 tumor 	 tumour, tumor
tumore 	 noun 	 tumour 	 tumour, tumor
nucleogenico 	 adjective 	 nucleogenic 	 nucleogenic
solidificare 	 verb 	 solidify 	 to solidify
tumorale 	 adjective 	 tumorous 	 tumoral, tumorous
tumorale 	 adjective 	 tumoral 	 tumoral, tumorous
addebito 	 noun 	 charge 	 debit, charge
addebito 	 noun 	 debit 	 debit, charge
addebito 	 noun 	 accusation 	 charge, allegation, imputation, accusation
addebito 	 noun 	 charge 	 charge, allegation, imputation, accusation
addebito 	 noun 	 imputation 	 charge, allegation, imputation, accusation
addebito 	 noun 	 allegation 	 charge, allegation, imputation, accusation
eccelso 	 adjective 	 high 	 high
eccelso 	 adjective 	 exceptional 	 great, exceptional
eccelso 	 adjective 	 great 	 great, exceptional
propellere 	 verb 	 propel 	 to propel
invaso 	 noun 	 potting 	 potting
invaso 	 noun 	 storage 	 storage
invaso 	 noun 	 reservoir 	 reservoir
invaso 	 noun 	 catchment 	 catchment
invaso 	 noun 	 cradle 	 cradle
graffio 	 noun 	 scratch 	 scratch
evocare 	 verb 	 conjure 	 to evoke, conjure, call up, raise
evocare 	 verb 	 raise 	 to evoke, conjure, call up, raise
evocare 	 verb 	 call up 	 to evoke, conjure, call up, raise
evocare 	 verb 	 evoke 	 to evoke, conjure, call up, raise
evocare 	 verb 	 recall 	 to recall, evoke
evocare 	 verb 	 evoke 	 to recall, evoke
evocare 	 verb 	 evocate 	 to evocate
grammaticale 	 adjective 	 grammatical 	 grammatical
mordente 	 adjective 	 biting 	 biting
mordente 	 noun 	 mordant 	 mordant, base
mordente 	 noun 	 base 	 mordant, base
mordente 	 noun 	 bite 	 bite
mordente 	 noun 	 drive 	 drive
comprendente 	 adjective 	 including 	 including
violetta 	 noun 	 violet 	 violet
manipolo 	 noun 	 handful 	 handful
manipolo 	 noun 	 maniple 	 maniple
anodo 	 noun 	 anode 	 anode
solvente 	 noun 	 solvent 	 solvent
solvente 	 adjective 	 solvent 	 solvent
candeggio 	 noun 	 bleaching 	 bleaching
tenore 	 noun 	 tone 	 tone
tenore 	 noun 	 tenor 	 tenor
tenore 	 noun 	 standard 	 standard
reperto 	 noun 	 find 	 find
reperto 	 noun 	 exhibit 	 exhibit
reperto 	 noun 	 report 	 report
perclorico 	 adjective 	 perchloric 	 perchloric
sbianco 	 adjective 	 bleached 	 bleached
reso 	 noun 	 return 	 return, the restitution of products to the seller
collaterale 	 adjective 	 collateral 	 collateral
collaterale 	 adjective 	 side 	 side
collaterale 	 noun 	 aisle 	 aisle
corroso 	 adjective 	 corroded 	 corroded
trascendere 	 verb 	 surpass 	 To transcend or surpass
trascendere 	 verb 	 transcend 	 To transcend or surpass
ascendente 	 adjective 	 upward 	 ascending, upward
ascendente 	 adjective 	 ascending 	 ascending, upward
ascendente 	 noun 	 ancestor 	 ancestor
ascendente 	 noun 	 ascendancy 	 ascendancy
metalloide 	 noun 	 metalloid 	 metalloid, semimetal
metalloide 	 noun 	 semimetal 	 metalloid, semimetal
pirite 	 noun 	 pyrite 	 pyrite
argenteo 	 adjective 	 silver 	 silver, silvery
argenteo 	 adjective 	 silvery 	 silver, silvery
equivalente 	 adjective 	 equivalent 	 equivalent
equivalente 	 noun 	 equivalent 	 equivalent
umidità 	 noun 	 humidity 	 humidity
ammonio 	 noun 	 ammonium 	 ammonium
rombico 	 adjective 	 rhombic 	 rhombic, rhomboid
rombico 	 adjective 	 rhomboid 	 rhombic, rhomboid
rombico 	 adjective 	 orthorhombic 	 orthorhombic
rocco 	 noun 	 castle 	 rook; castle
rocco 	 noun 	 rook 	 rook; castle
rocco 	 noun 	 drum 	 drum of a column
rocco 	 noun 	 column 	 drum of a column
rocco 	 noun 	 tower 	 A type of crook, used by archbishops in Ravenna, with a small tower on its top
rocco 	 noun 	 crook 	 A type of crook, used by archbishops in Ravenna, with a small tower on its top
rocco 	 noun 	 Ravenna 	 A type of crook, used by archbishops in Ravenna, with a small tower on its top
rocco 	 noun 	 archbishop 	 A type of crook, used by archbishops in Ravenna, with a small tower on its top
mallo 	 noun 	 cupule 	 cupule
mallo 	 noun 	 husk 	 husk, hull, shell
mallo 	 noun 	 hull 	 husk, hull, shell
mallo 	 noun 	 shell 	 husk, hull, shell
quasimodo 	 noun 	 Sunday 	 The first Sunday after Easter; Quasimodo
quasimodo 	 noun 	 Easter 	 The first Sunday after Easter; Quasimodo
quasimodo 	 noun 	 Quasimodo 	 The first Sunday after Easter; Quasimodo
badia 	 noun 	 abbey 	 abbey
badia 	 noun 	 w:Paradiso  	 * year=1321|author=Dante Alighieri|authorlink=Dante Alighieri|title=La divina commedia: Paradiso|publisher=Le Monnier|year_published=2002|section=Canto XXII|page=405–406|lines=73–78|passage=Ma, per salirla, mo nessun diparte ¶ da terra i piedi, e la regola mia ¶ rimasa è per danno de le carte. ¶ Le mura che solieno esser badia ¶ fatte sono spelonche, e le cocolle ¶ sacca son piene di farina ria.|translation=But to ascend it now no one uplifts his feet from off the earth, and now my Rule below remaines for mere waste of paper. The walls that used of old to be an Abbey are changed to dens of robbers, and the cowls are sacks filled full of miserable flour
badia 	 noun 	 well-being 	 abundance; well-being
badia 	 noun 	 abundance 	 abundance; well-being
smalto 	 noun 	 enamel 	 enamel
smalto 	 noun 	 glaze 	 glaze
smalto 	 noun 	 tincture 	 tincture
iridescente 	 adjective 	 iridescent 	 iridescent
teoricamente 	 adverb 	 theoretically 	 theoretically
letale 	 adjective 	 deadly 	 lethal, deadly
letale 	 adjective 	 lethal 	 lethal, deadly
luminescente 	 adjective 	 luminescent 	 luminescent
aleatorio 	 adjective 	 random 	 random, aleatory
aleatorio 	 adjective 	 aleatory 	 random, aleatory
aleatorio 	 adjective 	 uncertain 	 uncertain
lavina 	 noun 	 snowslide 	 snowslide
artificialmente 	 adverb 	 artificially 	 artificially
artificialmente 	 adverb 	 unnaturally 	 unnaturally
diatomico 	 adjective 	 diatomic 	 diatomic
metallurgia 	 noun 	 metallurgy 	 metallurgy
interferire 	 verb 	 interfere 	 To interfere
interferente 	 adjective 	 interfering 	 interfering
mena 	 noun 	 plot 	 plot, conspiracy
mena 	 noun 	 conspiracy 	 plot, conspiracy
glicemia 	 noun 	 glycæmia 	 glycemia, glycæmia
glicemia 	 noun 	 glycemia 	 glycemia, glycæmia
infinitivo 	 adjective 	 infinitive 	 infinitive
participio 	 noun 	 participle 	 participle
distendere 	 verb 	 stretch out 	 to stretch out a limb, etc
distendere 	 verb 	 relax 	 to relax a muscle, etc
distendere 	 verb 	 extend 	 to extend
distendere 	 verb 	 spread 	 to spread a tablecloth, etc
distendere 	 verb 	 hang out 	 to hang out washing
estendere 	 verb 	 extend 	 to extend
pretendere 	 verb 	 expect 	 to claim on the basis of a right; to feel entitled ; to expect; to demand
pretendere 	 verb 	 demand 	 to claim on the basis of a right; to feel entitled ; to expect; to demand
pretendere 	 verb 	 entitled 	 to claim on the basis of a right; to feel entitled ; to expect; to demand
pretendere 	 verb 	 claim 	 to claim on the basis of a right; to feel entitled ; to expect; to demand
pretendere 	 verb 	 right 	 to claim on the basis of a right; to feel entitled ; to expect; to demand
pretendere 	 verb 	 unreasonable 	 to expect or demand an excessive or unreasonable performance, price, etc
pretendere 	 verb 	 expect 	 to expect or demand an excessive or unreasonable performance, price, etc
pretendere 	 verb 	 excessive 	 to expect or demand an excessive or unreasonable performance, price, etc
pretendere 	 verb 	 demand 	 to expect or demand an excessive or unreasonable performance, price, etc
pretendere 	 verb 	 performance 	 to expect or demand an excessive or unreasonable performance, price, etc
pretendere 	 verb 	 price 	 to expect or demand an excessive or unreasonable performance, price, etc
pretendere 	 verb 	 assert 	 to assert mistakenly
pretendere 	 verb 	 mistakenly 	 to assert mistakenly
pretendere 	 verb 	 skill 	 to claim a skill that one does not possess
pretendere 	 verb 	 aspire 	 a to aspire
teso 	 adjective 	 tense 	 taut, tight, tense, stretched
teso 	 adjective 	 stretched 	 taut, tight, tense, stretched
teso 	 adjective 	 taut 	 taut, tight, tense, stretched
teso 	 adjective 	 tight 	 taut, tight, tense, stretched
teso 	 adjective 	 outstretched 	 outstretched
teso 	 adjective 	 strained 	 tense, nervous, fraught, strained
teso 	 adjective 	 fraught 	 tense, nervous, fraught, strained
teso 	 adjective 	 nervous 	 tense, nervous, fraught, strained
teso 	 adjective 	 aimed 	 aimed, intended
teso 	 adjective 	 intended 	 aimed, intended
tesa 	 noun 	 brim 	 brim
pretesa 	 noun 	 claim 	 claim
pretesa 	 noun 	 pretension 	 pretension
termometro 	 noun 	 thermometer 	 thermometer
frammento 	 noun 	 fragment 	 fragment, snippet, bit
frammento 	 noun 	 bit 	 fragment, snippet, bit
frammento 	 noun 	 snippet 	 fragment, snippet, bit
frammento 	 noun 	 extract 	 passage, extract
frammento 	 noun 	 passage 	 passage, extract
nodulo 	 noun 	 nodule 	 nodule
associare 	 verb 	 associate 	 to associate
associare 	 verb 	 member 	 to take someone into partnership, or make them a member
associare 	 verb 	 partnership 	 to take someone into partnership, or make them a member
radiante 	 adjective 	 radiant 	 beaming, radiant
radiante 	 adjective 	 beaming 	 beaming, radiant
radiante 	 adjective 	 w:Canticle of the Sun 	 * year=c. 1226|author=Francis of Assisi|authorlink=Francis of Assisi|title=Cantico delle creature|trans-title=Canticle of the Creatures|url=https://it.wikisource.org/wiki/Indice:Cantico_delle_Creature.djvu|page=2|pageurl=https://it.wikisource.org/wiki/Pagina:Cantico_delle_Creature.djvu/2|publisher=printed by the Biblioteca del Sacro Convento di San Francesco|passage=Laudato ſie mi ſignore cũ tucte le tue creature, ſpetialm̃te meſſoꝛ lo fr̃e ſole, lo qual e ioꝛno ⁊ allumini noi ᵱ loi. Et ellu e bellu e radiante cũ grande ſplendore.|translation=Praised be You, my Lord, with all Your creatures, especially to my worshipful brother sun, which is the day, and through him you give us brightness; and beautiful is he and radiant with splendor great
radiante 	 noun 	 radiant 	 radiant
radiante 	 noun 	 radian 	 radian
radiante 	 noun 	 ring 	 trammel, ring, grid
radiante 	 noun 	 grid 	 trammel, ring, grid
radiante 	 noun 	 trammel 	 trammel, ring, grid
artificio 	 noun 	 artifice 	 artifice
artificio 	 noun 	 device 	 device
estinto 	 adjective 	 extinguished 	 extinguished
estinto 	 adjective 	 extinct 	 extinct
estinto 	 adjective 	 paid off 	 paid off debt
estinto 	 adjective 	 closed 	 closed account
distinto 	 adjective 	 distinct 	 different, distinct
distinto 	 adjective 	 different 	 different, distinct
distinto 	 adjective 	 clear 	 clear
distinto 	 adjective 	 distinguished 	 distinguished, refined
distinto 	 adjective 	 refined 	 distinguished, refined
distinta 	 noun 	 note 	 note
svolto 	 adjective 	 unwound 	 unwound
prefisso 	 noun 	 prefix 	 prefix
prefisso 	 noun 	 code 	 dialling code
prefisso 	 noun 	 dialling 	 dialling code
suffisso 	 noun 	 suffix 	 suffix
pigmento 	 noun 	 pigment 	 pigment
osseo 	 adjective 	 bone 	 bone , bony
osseo 	 adjective 	 bony 	 bone , bony
ferroso 	 adjective 	 ferrous 	 ferrous
cosmogenico 	 adjective 	 cosmogenic 	 cosmogenic
dimensionale 	 adjective 	 dimensional 	 dimensional
igneo 	 adjective 	 fire 	 of fire; fiery
igneo 	 adjective 	 fiery 	 of fire; fiery
igneo 	 adjective 	 hot 	 very hot; scorching
igneo 	 adjective 	 scorching 	 very hot; scorching
igneo 	 adjective 	 passionate 	 fervid, passionate, impetuous
igneo 	 adjective 	 impetuous 	 fervid, passionate, impetuous
igneo 	 adjective 	 fervid 	 fervid, passionate, impetuous
caustico 	 adjective 	 caustic 	 caustic
caustico 	 adjective 	 scathing 	 figuratively scathing
tecnicamente 	 adverb 	 technically 	 technically
tecnicamente 	 adverb 	 technologically 	 technologically
caustica 	 noun 	 caustic 	 caustic
soffritto 	 adjective 	 boiling 	 Having been slowly cooked in oil or boiling fat
soffritto 	 adjective 	 fat 	 Having been slowly cooked in oil or boiling fat
soffritto 	 adjective 	 cook 	 Having been slowly cooked in oil or boiling fat
soffritto 	 adjective 	 oil 	 Having been slowly cooked in oil or boiling fat
fungere 	 verb 	 act 	 to act  or  of another
giunto 	 noun 	 connection 	 joint, link, connection
giunto 	 noun 	 joint 	 joint, link, connection
giunto 	 noun 	 link 	 joint, link, connection
giunta 	 noun 	 council 	 council, committee, assembly
giunta 	 noun 	 assembly 	 council, committee, assembly
giunta 	 noun 	 committee 	 council, committee, assembly
giunta 	 noun 	 junta 	 junta all senses
giunta 	 noun 	 addition 	 addition
indulto 	 noun 	 pardon 	 pardon
indulto 	 noun 	 indult 	 indult
ottone 	 noun 	 brass 	 brass
ottone 	 noun 	 orchestra 	 The brass section of an orchestra
ghisa 	 noun 	 cast iron 	 cast iron
ferrico 	 adjective 	 ferric 	 ferric
nastro 	 noun 	 ribbon 	 ribbon
nastro 	 noun 	 tape 	 tape
rutilo 	 noun 	 rutile 	 rutile
rutilo 	 noun 	 roach 	 roach
metastabile 	 adjective 	 metastable 	 metastable
pulce 	 noun 	 flea 	 flea
loppa 	 noun 	 husk 	 chaff, husk
loppa 	 noun 	 chaff 	 chaff, husk
loppa 	 noun 	 junk 	 rubbish, junk
loppa 	 noun 	 rubbish 	 rubbish, junk
loppa 	 noun 	 slag 	 slag of cast iron
loppa 	 noun 	 cast iron 	 slag of cast iron
extraterrestre 	 adjective 	 extraterrestrial 	 extraterrestrial
extraterrestre 	 noun 	 extraterrestrial 	 extraterrestrial, alien
extraterrestre 	 noun 	 alien 	 extraterrestrial, alien
ferromagnetico 	 adjective 	 ferromagnetic 	 ferromagnetic
trivalente 	 adjective 	 trivalent 	 trivalent
timpano 	 noun 	 eardrum 	 eardrum, tympanum
timpano 	 noun 	 tympanum 	 eardrum, tympanum
timpano 	 noun 	 drum 	 drum
timpano 	 noun 	 gable 	 gable, tympanum
timpano 	 noun 	 tympanum 	 gable, tympanum
lena 	 noun 	 vigour 	 force, energy, vigour
lena 	 noun 	 force 	 force, energy, vigour
lena 	 noun 	 energy 	 force, energy, vigour
lena 	 noun 	 breath 	 breath
guelfo 	 noun 	 Florence 	 A coin minted in Florence in 1314
guelfo 	 noun 	 coin 	 A coin minted in Florence in 1314
permeabilità 	 noun 	 permeability 	 permeability
meteorico 	 adjective 	 meteoric 	 meteoric
letta 	 noun 	 reading 	 A brief reading of a text; a glance
letta 	 noun 	 glance 	 A brief reading of a text; a glance
altoforno 	 noun 	 blast furnace 	 blast furnace
