犬 	 noun 	 canine 	 dog; canine
真摯 	 noun 	 sincerity 	 sincerity; earnestness
真摯 	 noun 	 earnestness 	 sincerity; earnestness
砂礫 	 noun 	 pebbles 	 pebbles
空襲 	 noun 	 air raid 	 air raid
虚心 	 noun 	 impartiality 	 impartiality
行間 	 noun 	 line-spacing 	 line-spacing in text; between the lines
翩翩 	 adjective 	 frivolous 	 fluttering; frivolous
翩翩 	 adjective 	 fluttering 	 fluttering; frivolous
考量 	 noun 	 consideration 	 consideration; deliberation
考量 	 noun 	 deliberation 	 consideration; deliberation
聖職 	 noun 	 ministry 	 sacred profession; holy orders; vocation; ministry
聖職 	 noun 	 vocation 	 sacred profession; holy orders; vocation; ministry
聖職 	 noun 	 sacred 	 sacred profession; holy orders; vocation; ministry
聖職 	 noun 	 profession 	 sacred profession; holy orders; vocation; ministry
胸腔 	 noun 	 thoracic cavity 	 thoracic cavity
脾臟 	 noun 	 spleen 	 spleen
臨海 	 noun 	 oceanfront 	 seaside; oceanfront
臨海 	 noun 	 seaside 	 seaside; oceanfront
臨海 	 noun 	 coastal 	 coastal; maritime
臨海 	 noun 	 maritime 	 coastal; maritime
船籍 	 noun 	 ship 	 ship's nationality; ship's country of registration
船籍 	 noun 	 nationality 	 ship's nationality; ship's country of registration
苗圃 	 noun 	 seedbed 	 seedbed
苗圃 	 noun 	 plant 	 plant nursery
苗圃 	 noun 	 nursery 	 plant nursery
菜園 	 noun 	 vegetable patch 	 vegetable garden, vegetable patch
菜園 	 noun 	 vegetable garden 	 vegetable garden, vegetable patch
蕁麻 	 noun 	 nettle 	 nettle
視界 	 noun 	 vision 	 field of vision
視界 	 noun 	 field 	 field of vision
視界 	 noun 	 visibility 	 visibility
計量 	 noun 	 measurement 	 measurement; computation
計量 	 noun 	 computation 	 measurement; computation
計量 	 noun 	 metric 	 metric
計量 	 verb 	 measure 	 measure, gauge, weigh
計量 	 verb 	 weigh 	 measure, gauge, weigh
計量 	 verb 	 gauge 	 measure, gauge, weigh
誘導 	 noun 	 leading 	 guidance; leading
誘導 	 noun 	 guidance 	 guidance; leading
誘導 	 noun 	 induction 	 induction
誘導 	 verb 	 guide 	 guide, lead, coax
誘導 	 verb 	 coax 	 guide, lead, coax
誘導 	 verb 	 lead 	 guide, lead, coax
誘導 	 verb 	 induce 	 induce
講評 	 noun 	 review 	 criticism; review
講評 	 noun 	 criticism 	 criticism; review
議席 	 noun 	 diet 	 parliamentary seat or seat in a diet
議席 	 noun 	 seat 	 parliamentary seat or seat in a diet
議席 	 noun 	 parliamentary 	 parliamentary seat or seat in a diet
議席 	 noun 	 sense 	 such a seat in a figurative sense
議席 	 noun 	 such 	 such a seat in a figurative sense
議席 	 noun 	 figurative 	 such a seat in a figurative sense
貧賤 	 adjective 	 poor 	 poor, lowly, inferior
貧賤 	 adjective 	 inferior 	 poor, lowly, inferior
貧賤 	 adjective 	 lowly 	 poor, lowly, inferior
貧賤 	 noun 	 inferiority 	 poverty and inferiority
貧賤 	 noun 	 poverty 	 poverty and inferiority
近海 	 noun 	 coastal 	 coastal waters; adjacent seas
近海 	 noun 	 waters 	 coastal waters; adjacent seas
逗留 	 noun 	 staying 	 staying; sojourn
逗留 	 noun 	 sojourn 	 staying; sojourn
逸事 	 noun 	 anecdote 	 anecdote; unknown fact
逸事 	 noun 	 fact 	 anecdote; unknown fact
逸事 	 noun 	 unknown 	 anecdote; unknown fact
野人 	 noun 	 wild man 	 savage; barbarian; wild man; uncivilized human, ruffian; unrefined person
野人 	 noun 	 barbarian 	 savage; barbarian; wild man; uncivilized human, ruffian; unrefined person
野人 	 noun 	 unrefined 	 savage; barbarian; wild man; uncivilized human, ruffian; unrefined person
野人 	 noun 	 human 	 savage; barbarian; wild man; uncivilized human, ruffian; unrefined person
野人 	 noun 	 savageNoun 	 savage; barbarian; wild man; uncivilized human, ruffian; unrefined person
野人 	 noun 	 uncivilized 	 savage; barbarian; wild man; uncivilized human, ruffian; unrefined person
野人 	 noun 	 person 	 savage; barbarian; wild man; uncivilized human, ruffian; unrefined person
野人 	 noun 	 ruffian 	 savage; barbarian; wild man; uncivilized human, ruffian; unrefined person
野人 	 noun 	 rusticNoun 	 a person from the countryside; a rustic
野人 	 noun 	 countryside 	 a person from the countryside; a rustic
野人 	 noun 	 common 	 common person/people, non-politician; non-government person; civilian
野人 	 noun 	 government 	 common person/people, non-politician; non-government person; civilian
野人 	 noun 	 civilian 	 common person/people, non-politician; non-government person; civilian
野人 	 noun 	 politician 	 common person/people, non-politician; non-government person; civilian
野人 	 noun 	 rusticNoun 	 rustic, country bumpkin; countryfolk
野人 	 noun 	 countryfolk 	 rustic, country bumpkin; countryfolk
野人 	 noun 	 country bumpkin 	 rustic, country bumpkin; countryfolk
野人 	 noun 	 hominid 	 yeti; abominable snowman; legendary mountain-dwelling hominid
野人 	 noun 	 yeti 	 yeti; abominable snowman; legendary mountain-dwelling hominid
野人 	 noun 	 legendary 	 yeti; abominable snowman; legendary mountain-dwelling hominid
野人 	 noun 	 snowman 	 yeti; abominable snowman; legendary mountain-dwelling hominid
野人 	 noun 	 abominable 	 yeti; abominable snowman; legendary mountain-dwelling hominid
銅牌 	 noun 	 bronze 	 bronze or copper medal
銅牌 	 noun 	 copper 	 bronze or copper medal
銅牌 	 noun 	 medal 	 bronze or copper medal
閉幕 	 noun 	 curtain 	 falling of the curtain; coming to an end
閉幕 	 noun 	 falling 	 falling of the curtain; coming to an end
防護 	 noun 	 protection 	 protection
防護 	 verb 	 protect 	 to insulate, to protect
防護 	 verb 	 insulate 	 to insulate, to protect
隔離 	 noun 	 separation 	 isolation, separation
隔離 	 noun 	 isolation 	 isolation, separation
隔離 	 noun 	 quarantine 	 segregation; quarantine of someone such as a sick person or of something such as a file infected with a virus
隔離 	 noun 	 segregation 	 segregation; quarantine of someone such as a sick person or of something such as a file infected with a virus
隔離 	 verb 	 shut out 	 box off, shut out, isolate
隔離 	 verb 	 isolate 	 box off, shut out, isolate
隔離 	 verb 	 box off 	 box off, shut out, isolate
隔離 	 verb 	 quarantine 	 quarantine
校長 	 noun 	 school 	 id=school or headteacher of a school
校長 	 noun 	 headteacher 	 id=school or headteacher of a school
落花生 	 noun 	 peanut 	 peanut
列国 	 noun 	 states 	 nations; states
列国 	 noun 	 nations 	 nations; states
加温 	 noun 	 heat 	 heating; heat
加温 	 noun 	 heating 	 heating; heat
北国 	 noun 	 provinces 	 northern provinces; northern countries
北国 	 noun 	 northern 	 northern provinces; northern countries
卓識 	 noun 	 penetration 	 clearsightedness; penetration; farsightedness; excellent idea
卓識 	 noun 	 idea 	 clearsightedness; penetration; farsightedness; excellent idea
卓識 	 noun 	 clearsightedness 	 clearsightedness; penetration; farsightedness; excellent idea
卓識 	 noun 	 excellent 	 clearsightedness; penetration; farsightedness; excellent idea
卓識 	 noun 	 farsightedness 	 clearsightedness; penetration; farsightedness; excellent idea
印璽 	 noun 	 seal 	 imperial seal
印璽 	 noun 	 imperial 	 imperial seal
反感 	 noun 	 revolt 	 antipathy; revolt; animosity
反感 	 noun 	 animosity 	 antipathy; revolt; animosity
反感 	 noun 	 antipathy 	 antipathy; revolt; animosity
可燃 	 noun 	 inflammable 	 being inflammable, combustible
可燃 	 noun 	 combustible 	 being inflammable, combustible
国事 	 noun 	 national 	 national affairs
国事 	 noun 	 affairs 	 national affairs
坩堝 	 noun 	 pot 	 crucible;  pot
坩堝 	 noun 	 crucible 	 crucible;  pot
外勤 	 noun 	 working 	 working away from the office
外勤 	 noun 	 office 	 working away from the office
多彩 	 noun 	 diversity 	 variegation, diversity
多彩 	 noun 	 variegation 	 variegation, diversity
大山 	 noun 	 mountain 	 great mountain
大山 	 noun 	 great 	 great mountain
大綱 	 noun 	 outline 	 fundamental principles; outline; general features
大綱 	 noun 	 principles 	 fundamental principles; outline; general features
大綱 	 noun 	 features 	 fundamental principles; outline; general features
大綱 	 noun 	 fundamental 	 fundamental principles; outline; general features
大綱 	 noun 	 general 	 fundamental principles; outline; general features
失策 	 noun 	 slip 	 blunder; slip; error
失策 	 noun 	 error 	 blunder; slip; error
失策 	 noun 	 blunder 	 blunder; slip; error
失策 	 verb 	 slip up 	 make a blunder, slip up
孤島 	 noun 	 island 	 solitary island
孤島 	 noun 	 solitary 	 solitary island
家蠅 	 noun 	 housefly 	 housefly
容積 	 noun 	 volume 	 capacity; volume
容積 	 noun 	 capacity 	 capacity; volume
密雲 	 noun 	 clouds 	 dense clouds; overcast
密雲 	 noun 	 overcast 	 dense clouds; overcast
密雲 	 noun 	 dense 	 dense clouds; overcast
壁龕 	 noun 	 niche 	 niche, alcove
壁龕 	 noun 	 alcove 	 niche, alcove
燈火 	 noun 	 light 	 light; lamp
燈火 	 noun 	 lamp 	 light; lamp
狡猾 	 noun 	 craftiness 	 craftiness
上肢 	 noun 	 upper 	 upper limbs; arms
上肢 	 noun 	 arms 	 upper limbs; arms
上肢 	 noun 	 limbs 	 upper limbs; arms
七曜 	 noun 	 seven 	 the seven luminaries
七曜 	 noun 	 luminaries 	 the seven luminaries
七曜 	 noun 	 Appendix:Days of the week 	 the seven days of the week
上覆 	 noun 	 cover 	 cover; covering
上覆 	 noun 	 covering 	 cover; covering
上半 	 noun 	 first 	 first half; upper half
上半 	 noun 	 upper 	 first half; upper half
上半 	 noun 	 half 	 first half; upper half
三国 	 noun 	 countries 	 three countries
三国 	 noun 	 Japan 	 Japan, China &amp; India
三国 	 noun 	 India 	 Japan, China &amp; India
三国 	 noun 	 China 	 Japan, China &amp; India
三国 	 noun 	 Korea 	 Japan, Korea &amp; China
三国 	 noun 	 Japan 	 Japan, Korea &amp; China
三国 	 noun 	 China 	 Japan, Korea &amp; China
三国 	 noun 	 world 	 all the world
三門 	 noun 	 triple 	 large triple gate to temple
三門 	 noun 	 gate 	 large triple gate to temple
上書 	 noun 	 letter 	 giving a letter to the government, lord or noble to express one's opinion; or the letter of them
上書 	 noun 	 overwrite 	 上書き: superscription; overwrite
上書 	 noun 	 superscription 	 上書き: superscription; overwrite
一口 	 noun 	 mouthful 	 mouthful; bite; sip; draft; draught
一口 	 noun 	 draught 	 mouthful; bite; sip; draft; draught
一口 	 noun 	 sip 	 mouthful; bite; sip; draft; draught
一口 	 noun 	 bite 	 mouthful; bite; sip; draft; draught
一口 	 noun 	 draft 	 mouthful; bite; sip; draft; draught
一口 	 noun 	 one 	 one word
一口 	 noun 	 word 	 one word
一味 	 noun 	 gang 	 clan; partisans; conspirators; gang; crew
一味 	 noun 	 partisans 	 clan; partisans; conspirators; gang; crew
一味 	 noun 	 clan 	 clan; partisans; conspirators; gang; crew
一味 	 noun 	 conspirators 	 clan; partisans; conspirators; gang; crew
一味 	 noun 	 crew 	 clan; partisans; conspirators; gang; crew
北洋軍閥 	 noun 	 w:Beiyang Army 	 Beiyang Army
一天 	 noun 	 sky 	 the whole sky; firmament
一審 	 noun 	 instance 	 first instance; first trial
一審 	 noun 	 first 	 first instance; first trial
一審 	 noun 	 trial 	 first instance; first trial
一層 	 adverb 	 more 	 much more; still more; all the more
一層 	 adverb 	 much 	 much more; still more; all the more
一層 	 adverb 	 might as well 	 rather; sooner; might as well
一層 	 adverb 	 rather 	 rather; sooner; might as well
一層 	 adverb 	 sooner 	 rather; sooner; might as well
一層 	 adverb 	 might as well 	 tr=issō|| rather; sooner; might as well
一層 	 adverb 	 rather 	 tr=issō|| rather; sooner; might as well
一層 	 adverb 	 sooner 	 tr=issō|| rather; sooner; might as well
一層 	 noun 	 layer 	 one layer; the bottom floor of a multi-storied building
一律 	 noun 	 equality 	 evenness; uniformity; monotony; equality
一律 	 noun 	 uniformity 	 evenness; uniformity; monotony; equality
一律 	 noun 	 monotony 	 evenness; uniformity; monotony; equality
一律 	 noun 	 evenness 	 evenness; uniformity; monotony; equality
一打 	 noun 	 blow 	 a  stroke, blow
一打 	 noun 	 stroke 	 a  stroke, blow
七星 	 noun 	 Big Dipper 	 the Big Dipper; Ursa Major
七星 	 noun 	 Ursa Major 	 the Big Dipper; Ursa Major
中庸 	 noun 	 neutrality 	 moderation; neutrality; middle way; middle path
中庸 	 noun 	 middle 	 moderation; neutrality; middle way; middle path
中庸 	 noun 	 middle way 	 moderation; neutrality; middle way; middle path
中庸 	 noun 	 path 	 moderation; neutrality; middle way; middle path
中庸 	 noun 	 moderation 	 moderation; neutrality; middle way; middle path
中庸 	 noun 	 golden mean 	 golden mean
開幕 	 noun 	 curtain 	 rising of the curtain of a stage, the beginning of a performance
開幕 	 noun 	 rising 	 rising of the curtain of a stage, the beginning of a performance
開幕 	 verb 	 begin 	 for a performance to begin
開幕 	 verb 	 performance 	 for a performance to begin
開幕 	 verb 	 open 	 for some event to open, begin
器物 	 noun 	 fixture 	 container; receptacle; utensil; furniture; fixture; personal property
器物 	 noun 	 utensil 	 container; receptacle; utensil; furniture; fixture; personal property
器物 	 noun 	 receptacle 	 container; receptacle; utensil; furniture; fixture; personal property
器物 	 noun 	 container 	 container; receptacle; utensil; furniture; fixture; personal property
器物 	 noun 	 furniture 	 container; receptacle; utensil; furniture; fixture; personal property
器物 	 noun 	 personal 	 container; receptacle; utensil; furniture; fixture; personal property
器物 	 noun 	 property 	 container; receptacle; utensil; furniture; fixture; personal property
因果 	 adjective 	 unlucky 	 fateful, unlucky
因果 	 adjective 	 fateful 	 fateful, unlucky
因果 	 noun 	 cause 	 cause and effect; karma; fate
因果 	 noun 	 karma 	 cause and effect; karma; fate
因果 	 noun 	 fate 	 cause and effect; karma; fate
因果 	 noun 	 effect 	 cause and effect; karma; fate
園丁 	 noun 	 gardener 	 gardener
地盤 	 noun 	 ground 	 stronghold; base;  ground
地盤 	 noun 	 base 	 stronghold; base;  ground
地盤 	 noun 	 stronghold 	 stronghold; base;  ground
坑口 	 noun 	 minehead 	 pithead; minehead, entrance to a coal mine
坑口 	 noun 	 pithead 	 pithead; minehead, entrance to a coal mine
基因 	 noun 	 cause 	 cause; origin
基因 	 noun 	 origin 	 cause; origin
報恩 	 noun 	 kindness 	 repaying a kindness; gratitude
報恩 	 noun 	 repaying 	 repaying a kindness; gratitude
報恩 	 noun 	 gratitude 	 repaying a kindness; gratitude
外患 	 noun 	 external 	 external pressure; foreign threat
外患 	 noun 	 foreign 	 external pressure; foreign threat
外患 	 noun 	 threat 	 external pressure; foreign threat
外患 	 noun 	 pressure 	 external pressure; foreign threat
夜曲 	 noun 	 serenade 	 serenade
大幅 	 adjective 	 broad 	 wide, broad especially more so than normal
大幅 	 adjective 	 wide 	 wide, broad especially more so than normal
大幅 	 adjective 	 scale 	 large scale, drastic, major, substantial
大幅 	 adjective 	 large 	 large scale, drastic, major, substantial
大幅 	 adjective 	 substantial 	 large scale, drastic, major, substantial
大幅 	 adjective 	 drastic 	 large scale, drastic, major, substantial
大幅 	 adjective 	 major 	 large scale, drastic, major, substantial
大幅 	 noun 	 cloth 	 a specific measure used for traditional Japanese textiles: full-breadth cloth, roughly 72 cm wide, twice the width of a tr=kohaba measure
大幅 	 noun 	 measure 	 a specific measure used for traditional Japanese textiles: full-breadth cloth, roughly 72 cm wide, twice the width of a tr=kohaba measure
大幅 	 noun 	 textile 	 a specific measure used for traditional Japanese textiles: full-breadth cloth, roughly 72 cm wide, twice the width of a tr=kohaba measure
大略 	 adverb 	 approximately 	 approximately
