a 	 interjection 	 hah 	 hah!
vớ 	 verb 	 snatch 	 to seize ; to grasp; to grip; to snatch
vớ 	 verb 	 seize 	 to seize ; to grasp; to grip; to snatch
vớ 	 verb 	 grip 	 to seize ; to grasp; to grip; to snatch
vớ 	 verb 	 grasp 	 to seize ; to grasp; to grip; to snatch
vớ 	 verb 	 light 	 to come upon; to light upon
vớ 	 verb 	 come upon 	 to come upon; to light upon
vớ 	 verb 	 upon 	 to come upon; to light upon
xử 	 verb 	 deal with 	 to treat; to deal with
xử 	 verb 	 treat 	 to treat; to deal with
xử 	 verb 	 judge 	 to judge
cư 	 verb 	 dwell 	 to dwell, to live
cư 	 verb 	 live 	 to dwell, to live
châm 	 verb 	 prick 	 to sting; to prick
châm 	 verb 	 sting 	 to sting; to prick
châm 	 verb 	 light 	 to light; to kindle; to ignite
châm 	 verb 	 kindle 	 to light; to kindle; to ignite
châm 	 verb 	 ignite 	 to light; to kindle; to ignite
chậm 	 adjective 	 slow 	 slow
viêm 	 noun 	 inflammation 	 inflammation
viêm 	 noun 	 sore throat 	 sore throat
viền 	 noun 	 edge 	 hem, edge
viền 	 noun 	 hem 	 hem, edge
vườn 	 noun 	 garden 	 garden
mưu 	 noun 	 scheme 	 scheme, plot, conspiracy
mưu 	 noun 	 conspiracy 	 scheme, plot, conspiracy
mưu 	 noun 	 plot 	 scheme, plot, conspiracy
lựu 	 noun 	 pomegranate 	 pomegranate
lưu 	 verb 	 detain 	 to detain; to keep
lưu 	 verb 	 keep 	 to detain; to keep
lưu 	 verb 	 save 	 to save
mượn 	 verb 	 borrow 	 to borrow
mướn 	 verb 	 hire 	 to hire, to rent
mướn 	 verb 	 rent 	 to hire, to rent
muộn 	 adjective 	 tardy 	 late; tardy
muộn 	 adjective 	 late 	 late; tardy
muôn 	 numeral 	 myriad 	 cardinal numbers  ten thousand; myriad
muôn 	 numeral 	 ten thousand 	 cardinal numbers  ten thousand; myriad
muôn 	 determiner 	 all 	 all
muôn 	 determiner 	 many 	 many
ráp 	 verb 	 together 	 to fit, to assemble, to join together
ráp 	 verb 	 assemble 	 to fit, to assemble, to join together
ráp 	 verb 	 join 	 to fit, to assemble, to join together
ráp 	 verb 	 fit 	 to fit, to assemble, to join together
rắp 	 verb 	 point 	 to be about to, to be on the point of
rắp 	 verb 	 about to 	 to be about to, to be on the point of
rấp 	 verb 	 block up 	 to block up with thorny branches
rấp 	 verb 	 branches 	 to block up with thorny branches
rấp 	 verb 	 thorny 	 to block up with thorny branches
rấp 	 verb 	 cover up 	 to cover up
rợp 	 verb 	 overshadow 	 to overshadow
rập 	 verb 	 closely 	 to copy closely
rập 	 verb 	 copy 	 to copy closely
rệp 	 noun 	 bug 	 bug; bedbug
rệp 	 noun 	 bedbug 	 bug; bedbug
mụp 	 noun 	 shoot 	 tender cabbage shoot
mụp 	 noun 	 cabbage 	 tender cabbage shoot
mụp 	 noun 	 tender 	 tender cabbage shoot
ngó 	 verb 	 see 	 to see, to look at
ngó 	 verb 	 look at 	 to see, to look at
ngó 	 noun 	 root 	 lotus root
ngó 	 noun 	 lotus 	 lotus root
rích 	 adjective 	 very 	 as hell, very
rích 	 adjective 	 as hell 	 as hell, very
lịch 	 noun 	 calendar 	 calendar
lịch 	 noun 	 timetable 	 timetable; schedule
lịch 	 noun 	 schedule 	 timetable; schedule
lịch 	 noun 	 genus 	 |eel of the genus genus
lịch 	 noun 	 eel 	 |eel of the genus genus
lịch 	 adjective 	 uneven 	 |inclined; uneven; aberrant
lịch 	 adjective 	 inclined 	 |inclined; uneven; aberrant
lịch 	 adjective 	 aberrant 	 |inclined; uneven; aberrant
oai 	 adjective 	 stately 	 stately, majestic
oai 	 adjective 	 majestic 	 stately, majestic
oải 	 adjective 	 fatigued 	 tired, fatigued
oải 	 adjective 	 tired 	 tired, fatigued
yểm 	 verb 	 hide 	 to hide
ảo 	 adjective 	 visually 	 visually cool
ảo 	 adjective 	 cool 	 visually cool
cảng 	 noun 	 port 	 port, harbor
cảng 	 noun 	 harbor 	 port, harbor
dộng 	 verb 	 bump 	 to bang, to bump, to batter
dộng 	 verb 	 bang 	 to bang, to bump, to batter
dộng 	 verb 	 batter 	 to bang, to bump, to batter
đọng 	 adjective 	 stagnant 	 stagnant
đọng 	 verb 	 stagnate 	 to stagnate
đại 	 adjective 	 great 	 big; great
đại 	 adjective 	 big 	 big; great
đại 	 adjective 	 representative 	 representative
đại 	 adverb 	 irresponsible 	 randomly, or in a irresponsible way
đại 	 adverb 	 randomly 	 randomly, or in a irresponsible way
đức 	 noun 	 virtue 	 virtue; righteousness
đức 	 noun 	 righteousness 	 virtue; righteousness
ngai 	 noun 	 throne 	 a throne ornate seat
ngãi 	 noun 	 faithfulness 	 righteousness, faithfulness
ngãi 	 noun 	 righteousness 	 righteousness, faithfulness
ngại 	 adjective 	 fearful 	 worried, hesitant, fearful
ngại 	 adjective 	 worried 	 worried, hesitant, fearful
ngại 	 adjective 	 hesitant 	 worried, hesitant, fearful
ngại 	 verb 	 fear 	 to fear, to be afraid
ngại 	 verb 	 afraid 	 to fear, to be afraid
rốn 	 noun 	 navel 	 a navel; a belly button
rốn 	 noun 	 belly button 	 a navel; a belly button
ngầm 	 adjective 	 underground 	 underground; subterranean
ngầm 	 adjective 	 subterranean 	 underground; subterranean
ngầm 	 adjective 	 covert 	 secret; covert; unspoken
ngầm 	 adjective 	 secret 	 secret; covert; unspoken
ngầm 	 adjective 	 unspoken 	 secret; covert; unspoken
sửa 	 verb 	 put 	 to repair, to correct, to put right
sửa 	 verb 	 correct 	 to repair, to correct, to put right
sửa 	 verb 	 repair 	 to repair, to correct, to put right
sửa 	 verb 	 right 	 to repair, to correct, to put right
tỉa 	 verb 	 prune 	 to trim, to prune
tỉa 	 verb 	 trim 	 to trim, to prune
phá 	 verb 	 destroy 	 destroy, demolish
phá 	 verb 	 demolish 	 destroy, demolish
phá 	 noun 	 lagoon 	 lagoon
đua 	 verb 	 vie 	 to compete; to vie
đua 	 verb 	 compete 	 to compete; to vie
đốc 	 noun 	 chief 	 headmaster, chief, doctor
đốc 	 noun 	 headmaster 	 headmaster, chief, doctor
đốc 	 noun 	 doctor 	 headmaster, chief, doctor
đốc 	 verb 	 urge 	 prod, urge
đốc 	 verb 	 prod 	 prod, urge
khai 	 verb 	 state 	 to declare, to state, to testify
khai 	 verb 	 declare 	 to declare, to state, to testify
khai 	 verb 	 testify 	 to declare, to state, to testify
khai 	 verb 	 open 	 to open
khai 	 verb 	 dredge up 	 to dredge up
khai 	 adjective 	 smell 	 having the smell of urine
khai 	 adjective 	 urine 	 having the smell of urine
phục hưng 	 adjective 	 Renaissance 	 of the Renaissance
phục 	 verb 	 admire 	 to admire, to esteem
phục 	 verb 	 esteem 	 to admire, to esteem
phục hưng 	 verb 	 prosperity 	 to restore to former prosperity
phục hưng 	 verb 	 former 	 to restore to former prosperity
phục hưng 	 verb 	 restore 	 to restore to former prosperity
sư tử 	 noun 	 lion 	 lion
nến 	 noun 	 wax 	 wax
tranh 	 noun 	 painting 	 painting, picture
tranh 	 noun 	 picture 	 painting, picture
tranh 	 verb 	 compete 	 to compete, to fight for
tranh 	 verb 	 fight 	 to compete, to fight for
chồn 	 noun 	 weasel 	 weasel
chồn 	 noun 	 fox 	 fox
quang 	 noun 	 light 	 light
quang 	 noun 	 optics 	 |optics
quang 	 adjective 	 clear 	 clear ; bright
quang 	 adjective 	 bright 	 clear ; bright
quang 	 noun 	 hanger 	 hanger
quàng 	 adjective 	 absurd 	 nonsensical, absurd
quàng 	 adjective 	 nonsensical 	 nonsensical, absurd
quàng 	 adjective 	 indiscriminate 	 indiscriminate
quàng 	 verb 	 put on 	 to put on, to throw on
quàng 	 verb 	 throw 	 to put on, to throw on
nhiễu 	 verb 	 pester 	 to pester, to trouble
nhiễu 	 verb 	 trouble 	 to pester, to trouble
đả 	 verb 	 hit 	 to hit, to strike
đả 	 verb 	 strike 	 to hit, to strike
tuyến 	 noun 	 gland 	 gland
tuyến 	 noun 	 line 	 line
chặn 	 verb 	 stop 	 to block; to stop; to intercept
chặn 	 verb 	 intercept 	 to block; to stop; to intercept
chặn 	 verb 	 block 	 to block; to stop; to intercept
chẵn 	 adjective 	 even 	 even
đè 	 verb 	 press 	 to press
cạnh 	 noun 	 edge 	 a defining edge
cạnh 	 noun 	 defining 	 a defining edge
cạnh 	 noun 	 side 	 a side
thuốc 	 noun 	 drug 	 medicine; medicament; drug
thuốc 	 noun 	 medicine 	 medicine; medicament; drug
thuốc 	 noun 	 medicament 	 medicine; medicament; drug
thuốc 	 noun 	 cigarette 	 |cigarette
thuốc 	 verb 	 poison 	 to poison
thuốc 	 verb 	 entice 	 to entice
phấn 	 verb 	 stimulated 	 to be excited; to be stimulated
phấn 	 verb 	 excited 	 to be excited; to be stimulated
bọt 	 noun 	 foam 	 foam, froth
bọt 	 noun 	 froth 	 foam, froth
núm 	 noun 	 teat 	 teat
mãi dâm 	 verb 	 prostitute 	 to use the service of prostitutes
tâm 	 noun 	 devotion 	 commitment; devotion
tâm 	 noun 	 commitment 	 commitment; devotion
giã 	 verb 	 crush 	 to grind, to crush
giã 	 verb 	 grind 	 to grind, to crush
giã 	 verb 	 neutralize 	 to neutralize
giã 	 verb 	 say 	 to say goodbye ; to bid farewell
giã 	 verb 	 goodbye 	 to say goodbye ; to bid farewell
giã 	 verb 	 bid 	 to say goodbye ; to bid farewell
giã 	 verb 	 farewell 	 to say goodbye ; to bid farewell
giả 	 adjective 	 fake 	 fake; false
giả 	 adjective 	 false 	 fake; false
giả 	 adjective 	 false 	 artificial; false
giả 	 adjective 	 artificial 	 artificial; false
trả 	 verb 	 give back 	 to return, to give back
trả 	 verb 	 return 	 to return, to give back
trả 	 verb 	 pay 	 to pay
dừng 	 verb 	 stop 	 to stop; to halt
dừng 	 verb 	 halt 	 to stop; to halt
nhíp 	 noun 	 tweezers 	 tweezers
nhíp 	 verb 	 sew 	 to sew
trực 	 verb 	 task 	 on continuous duty doing tasks on demand
trực 	 verb 	 on demand 	 on continuous duty doing tasks on demand
trực 	 verb 	 operate 	 operate phones
trực 	 verb 	 phone 	 operate phones
điếu 	 noun 	 pipe 	 pipe
điếu 	 noun 	 hookah 	 hookah
điếu 	 verb 	 condole 	 to condole on someone's death
điếu 	 verb 	 death 	 to condole on someone's death
chức 	 noun 	 rank 	 office , rank
chức 	 noun 	 office 	 office , rank
giải 	 noun 	 giant tortoise 	 giant tortoise living in deep freshwater pools
giải 	 noun 	 deep 	 giant tortoise living in deep freshwater pools
giải 	 noun 	 freshwater 	 giant tortoise living in deep freshwater pools
giải 	 noun 	 pool 	 giant tortoise living in deep freshwater pools
giải 	 noun 	 prize 	 an accolade; a prize or an award
giải 	 noun 	 award 	 an accolade; a prize or an award
giải 	 noun 	 accolade 	 an accolade; a prize or an award
giải 	 noun 	 grant 	 an event where accolades are granted
giải 	 noun 	 event 	 an event where accolades are granted
giải 	 noun 	 accolade 	 an event where accolades are granted
giải 	 noun 	 tournament 	 a tournament
giải 	 verb 	 spread out 	 |to spread out; to lay out
giải 	 verb 	 lay out 	 |to spread out; to lay out
giải 	 verb 	 alleviate 	 to relieve; to alleviate; to break down; to release; to liberate; to free; to raise
giải 	 verb 	 liberate 	 to relieve; to alleviate; to break down; to release; to liberate; to free; to raise
giải 	 verb 	 raise 	 to relieve; to alleviate; to break down; to release; to liberate; to free; to raise
giải 	 verb 	 relieve 	 to relieve; to alleviate; to break down; to release; to liberate; to free; to raise
giải 	 verb 	 release 	 to relieve; to alleviate; to break down; to release; to liberate; to free; to raise
giải 	 verb 	 break down 	 to relieve; to alleviate; to break down; to release; to liberate; to free; to raise
giải 	 verb 	 free 	 to relieve; to alleviate; to break down; to release; to liberate; to free; to raise
giải 	 verb 	 solve 	 to solve ; to answer
giải 	 verb 	 answer 	 to solve ; to answer
giải 	 verb 	 pass water 	 |to relieve oneself; to pass water
giải 	 verb 	 relieve oneself 	 |to relieve oneself; to pass water
giải 	 verb 	 escort 	 to deliver ; to conduct under escort; to transport under guard
giải 	 verb 	 guard 	 to deliver ; to conduct under escort; to transport under guard
giải 	 verb 	 deliver 	 to deliver ; to conduct under escort; to transport under guard
giải 	 verb 	 conduct 	 to deliver ; to conduct under escort; to transport under guard
giải 	 verb 	 transport 	 to deliver ; to conduct under escort; to transport under guard
dối 	 adjective 	 done 	 carelessly done
dối 	 adjective 	 carelessly 	 carelessly done
dối 	 verb 	 lie 	 to lie, deceive
dối 	 verb 	 deceive 	 to lie, deceive
đẫy 	 adjective 	 fat 	 fat; full
đẫy 	 adjective 	 full 	 fat; full
đợi 	 verb 	 await 	 to wait for, to await
đợi 	 verb 	 wait for 	 to wait for, to await
dõi 	 verb 	 closely 	 to follow closely; to pursue
dõi 	 verb 	 pursue 	 to follow closely; to pursue
dõi 	 verb 	 follow 	 to follow closely; to pursue
giọi 	 verb 	 flash 	 to shine, to flash
giọi 	 verb 	 shine 	 to shine, to flash
đội 	 noun 	 team 	 team
đội 	 verb 	 carry 	 to carry on one's head
đội 	 verb 	 head 	 to carry on one's head
đội 	 verb 	 wear 	 to wear, to put on only used with pieces of headwear
đội 	 verb 	 put on 	 to wear, to put on only used with pieces of headwear
đỗi 	 noun 	 space 	 distance, space
đỗi 	 noun 	 distance 	 distance, space
đòi 	 noun 	 abigail 	 maid; maidservant; abigail
đòi 	 noun 	 maidservant 	 maid; maidservant; abigail
đòi 	 noun 	 maid 	 maid; maidservant; abigail
đòi 	 adjective 	 all 	 many, all
đòi 	 adjective 	 many 	 many, all
đòi 	 verb 	 back 	 to claim back, to demand, to ask, to require
đòi 	 verb 	 require 	 to claim back, to demand, to ask, to require
đòi 	 verb 	 ask 	 to claim back, to demand, to ask, to require
đòi 	 verb 	 demand 	 to claim back, to demand, to ask, to require
đòi 	 verb 	 claim 	 to claim back, to demand, to ask, to require
đòi 	 verb 	 subpoena 	 to summon, to subpoena
đòi 	 verb 	 summon 	 to summon, to subpoena
đổi mới 	 verb 	 innovate 	 to innovate
đổi mới 	 verb 	 renovate 	 to renovate
đổi 	 verb 	 change 	 to change
đổi 	 verb 	 barter 	 to exchange; to barter
đổi 	 verb 	 exchange 	 to exchange; to barter
bớp 	 verb 	 box 	 to slap lightly, to box lightly
bớp 	 verb 	 lightly 	 to slap lightly, to box lightly
bớp 	 verb 	 slap 	 to slap lightly, to box lightly
lầu 	 noun 	 multistory 	 a multistory building
lầu 	 noun 	 building 	 a multistory building
lầu 	 noun 	 floor 	 a floor
thế 	 noun 	 position 	 position; posture
thế 	 noun 	 posture 	 position; posture
thế 	 noun 	 condition 	 condition; situation
thế 	 noun 	 situation 	 condition; situation
thế 	 noun 	 power 	 power; authority
thế 	 noun 	 authority 	 power; authority
thế 	 adverb 	 thus 	 thus; so; like that
thế 	 adverb 	 like that 	 thus; so; like that
thế 	 adverb 	 so 	 thus; so; like that
thế 	 adverb 	 sentence 	 final particle used in an interrogative sentence
thế 	 adverb 	 interrogative 	 final particle used in an interrogative sentence
thế 	 adverb 	 final 	 final particle used in an interrogative sentence
thế 	 adverb 	 particle 	 final particle used in an interrogative sentence
thế 	 verb 	 substitute 	 to replace; to substitute
thế 	 verb 	 replace 	 to replace; to substitute
thế 	 noun 	 time 	 era; time; generation
thế 	 noun 	 generation 	 era; time; generation
thế 	 noun 	 era 	 era; time; generation
thế 	 noun 	 world 	 world
thạch 	 noun 	 agar 	 agar
thạch 	 noun 	 isinglass 	 isinglass
thạch 	 noun 	 jelly 	 jelly
đanh 	 adjective 	 hard 	 hard, hard and dry
đanh 	 adjective 	 dry 	 hard, hard and dry
đanh 	 adjective 	 sharp 	 sharp
hữu 	 noun 	 right 	 right
hữu 	 noun 	 friend 	 friend
bây 	 pronoun 	 you 	 you
giò 	 noun 	 leg 	 leg
giò 	 noun 	 paste 	 meat paste
giò 	 noun 	 meat 	 meat paste
giò 	 noun 	 sausage 	 pork sausage
giò 	 noun 	 pork 	 pork sausage
cốt 	 noun 	 skeleton 	 bone, skeleton
cốt 	 noun 	 bone 	 bone, skeleton
cốt 	 noun 	 extract 	 extract
cốt 	 noun 	 concentrated 	 concentrated
cốt 	 noun 	 condensed 	 condensed
mại dâm 	 verb 	 oneself 	 to prostitute oneself
mại dâm 	 verb 	 prostitute 	 to prostitute oneself
đỏm 	 adjective 	 neatly 	 neatly dressed
đỏm 	 adjective 	 dressed 	 neatly dressed
đòm 	 noun 	 gun 	 the sound made by a gun
phân 	 noun 	 faeces 	 stool; faeces; excrement
phân 	 noun 	 excrement 	 stool; faeces; excrement
phân 	 noun 	 stool 	 stool; faeces; excrement
phân 	 noun 	 fertiliser 	 fertiliser; manure
phân 	 noun 	 manure 	 fertiliser; manure
phân 	 noun 	 length 	 an ancient unit of length, equal to
phân 	 noun 	 equal 	 an ancient unit of length, equal to
phân 	 noun 	 ancient 	 an ancient unit of length, equal to
phân 	 noun 	 unit 	 an ancient unit of length, equal to
phân 	 noun 	 equal 	 an ancient unit of weight, equal to
phân 	 noun 	 ancient 	 an ancient unit of weight, equal to
phân 	 noun 	 unit 	 an ancient unit of weight, equal to
phân 	 noun 	 weight 	 an ancient unit of weight, equal to
phân 	 noun 	 hundredth 	 hundredth-level  unit, such as centimetre and centigram
phân 	 noun 	 centigram 	 hundredth-level  unit, such as centimetre and centigram
phân 	 noun 	 unit 	 hundredth-level  unit, such as centimetre and centigram
phân 	 noun 	 centimetre 	 hundredth-level  unit, such as centimetre and centigram
phân 	 noun 	 percent 	 |percent
phân 	 verb 	 divide 	 to divide
phân 	 verb 	 allocate 	 to distribute; to allocate
phân 	 verb 	 distribute 	 to distribute; to allocate
phân 	 verb 	 share 	 |to share
phân 	 verb 	 distinguish 	 |to distinguish
đùng 	 noun 	 boom 	 boom, bang
đùng 	 noun 	 bang 	 boom, bang
đùng 	 noun 	 body of water 	 a kind of field , or its body of water
đùng 	 noun 	 field 	 a kind of field , or its body of water
phóng 	 verb 	 let out 	 to throw; to launch; to let out
phóng 	 verb 	 launch 	 to throw; to launch; to let out
phóng 	 verb 	 throw 	 to throw; to launch; to let out
phóng 	 verb 	 rush 	 to rush along
phóng 	 verb 	 along 	 to rush along
phóng 	 verb 	 copy 	 to write after a model; to draw after a model; to copy; to enlarge; to blow up
phóng 	 verb 	 draw 	 to write after a model; to draw after a model; to copy; to enlarge; to blow up
