δύο 	 numeral 	 two 	 cardinal numbers : two
ῥεῦμα 	 noun 	 stream 	 stream, flow, current
ἐποχή 	 noun 	 cessation 	 check, cessation
ἐποχή 	 noun 	 check 	 check, cessation
ἐποχή 	 noun 	 retention 	 retention
ἐποχή 	 noun 	 payment 	 suspense of payment
ἐποχή 	 noun 	 suspense 	 suspense of payment
ἐποχή 	 noun 	 stoppage 	 stoppage, pause
ἐποχή 	 noun 	 pause 	 stoppage, pause
ἐποχή 	 noun 	 epoch 	 the epoch of a star
ἐποχή 	 noun 	 period 	 period of vibration
ἐποχή 	 noun 	 vibration 	 period of vibration
παρῳδία 	 noun 	 parody 	 parody
εὐφορία 	 noun 	 bearing 	 power of bearing/enduring easily
εὐφορία 	 noun 	 enduring 	 power of bearing/enduring easily
εὐφορία 	 noun 	 fertility 	 fertility
πολύ 	 adverb 	 much 	 much, very
πολύ 	 adverb 	 very 	 much, very
πολύ 	 adverb 	 too 	 too, much too
ἐργάτης 	 noun 	 workman 	 worker, workman, labourer
ἐργάτης 	 noun 	 worker 	 worker, workman, labourer
ἐργάτης 	 noun 	 labourer 	 worker, workman, labourer
ἐργάτης 	 noun 	 capstan 	 capstan, windlass, winch
ἐργάτης 	 noun 	 winch 	 capstan, windlass, winch
ἐργάτης 	 noun 	 windlass 	 capstan, windlass, winch
χῶρος 	 noun 	 space 	 space, room, place
χῶρος 	 noun 	 place 	 space, room, place
χῶρος 	 noun 	 room 	 space, room, place
χῶρος 	 noun 	 dwelling 	 dwelling place
χῶρος 	 noun 	 locality 	 locality
χῶρος 	 noun 	 station 	 station
χῶρος 	 noun 	 region 	 district, region, territory, country, land
χῶρος 	 noun 	 land 	 district, region, territory, country, land
χῶρος 	 noun 	 country 	 district, region, territory, country, land
χῶρος 	 noun 	 district 	 district, region, territory, country, land
χῶρος 	 noun 	 territory 	 district, region, territory, country, land
χῶρος 	 noun 	 farm 	 field, farm, estate
χῶρος 	 noun 	 estate 	 field, farm, estate
χῶρος 	 noun 	 field 	 field, farm, estate
χῶρος 	 noun 	 northeast 	 northeast wind
χῶρος 	 noun 	 wind 	 northeast wind
λειτουργία 	 noun 	 service 	 public service
λειτουργία 	 noun 	 public 	 public service
λειτουργία 	 noun 	 ministration 	 religion ministration
ψῆφος 	 noun 	 pebble 	 a pebble
ψῆφος 	 noun 	 gem 	 a precious stone, gem
ψῆφος 	 noun 	 precious stone 	 a precious stone, gem
ψῆφος 	 noun 	 counter 	 a pebble used for reckoning, a counter
ψῆφος 	 noun 	 chessman 	 a pebble used for a draught or chessman
ψῆφος 	 noun 	 draught 	 a pebble used for a draught or chessman
ψῆφος 	 noun 	 divination 	 a pebble used for divination
ψῆφος 	 noun 	 vote 	 that which is carried by vote, a vote
ψῆφος 	 noun 	 decree 	 resolve, decree, judgment
ψῆφος 	 noun 	 judgment 	 resolve, decree, judgment
ψῆφος 	 noun 	 resolve 	 resolve, decree, judgment
ψῆφος 	 noun 	 poll 	 a place of voting, poll
πολιτικός 	 adjective 	 civic 	 civic, constitutional, public
πολιτικός 	 adjective 	 public 	 civic, constitutional, public
πολιτικός 	 adjective 	 constitutional 	 civic, constitutional, public
πολιτικός 	 adjective 	 social 	 social
ἕκαστος 	 determiner 	 every 	 each, every
ἕκαστος 	 determiner 	 each 	 each, every
γυρῖνος 	 noun 	 tadpole 	 tadpole
σφαῖρα 	 noun 	 globe 	 ball, globe, sphere
σφαῖρα 	 noun 	 ball 	 ball, globe, sphere
σφαῖρα 	 noun 	 sphere 	 ball, globe, sphere
κυρία 	 noun 	 power 	 authority, power
κυρία 	 noun 	 authority 	 authority, power
κυρία 	 noun 	 lady 	 lady, mistress
κυρία 	 noun 	 mistress 	 lady, mistress
κυρία 	 noun 	 madam 	 ma'am, madam
κυρία 	 noun 	 ma'am 	 ma'am, madam
λῆμμα 	 noun 	 gain 	 gain, income
λῆμμα 	 noun 	 income 	 gain, income
λῆμμα 	 noun 	 premise 	 premise, assumption
λῆμμα 	 noun 	 assumption 	 premise, assumption
ἐγκέφαλος 	 adjective 	 head 	 inside the head
ἐγκέφαλος 	 noun 	 brain 	 brain
ἐγκέφαλος 	 noun 	 date palm 	 heart of the date palm
ἐγκέφαλος 	 noun 	 heart 	 heart of the date palm
χλιαρός 	 adjective 	 tepid 	 lukewarm, tepid
χλιαρός 	 adjective 	 lukewarm 	 lukewarm, tepid
ὀπτικός 	 adjective 	 visual 	 of or relating to seeing, sight or vision: optic, optical, visual
ὀπτικός 	 adjective 	 sight 	 of or relating to seeing, sight or vision: optic, optical, visual
ὀπτικός 	 adjective 	 seeing 	 of or relating to seeing, sight or vision: optic, optical, visual
ὀπτικός 	 adjective 	 vision 	 of or relating to seeing, sight or vision: optic, optical, visual
ὀπτικός 	 adjective 	 optic 	 of or relating to seeing, sight or vision: optic, optical, visual
ὀπτικός 	 adjective 	 optical 	 of or relating to seeing, sight or vision: optic, optical, visual
ἀξία 	 noun 	 value 	 worth, value
ἀξία 	 noun 	 worth 	 worth, value
ἐνθουσιασμός 	 noun 	 inspiration 	 inspiration, enthusiasm
ἐνθουσιασμός 	 noun 	 enthusiasm 	 inspiration, enthusiasm
αὐστηρός 	 adjective 	 bitter 	 bitter, harsh
αὐστηρός 	 adjective 	 harsh 	 bitter, harsh
ἐρωτικός 	 adjective 	 related 	 related to love, erotic
ἐρωτικός 	 adjective 	 erotic 	 related to love, erotic
ἐρωτικός 	 adjective 	 love 	 related to love, erotic
ἐρωτικός 	 adjective 	 amorous 	 amorous
θολός 	 noun 	 mud 	 mud, dirt, especially in water
θολός 	 noun 	 dirt 	 mud, dirt, especially in water
θολός 	 noun 	 water 	 mud, dirt, especially in water
θολός 	 noun 	 flow 	 menses, menstrual flow
θολός 	 noun 	 menses 	 menses, menstrual flow
θολός 	 noun 	 cuttlefish 	 ink of the cuttlefish
θολός 	 noun 	 ink 	 ink of the cuttlefish
δρᾶμα 	 noun 	 deed 	 a deed, act
δρᾶμα 	 noun 	 poetry 	 one of the three types of ancient Greek poetry
δρᾶμα 	 noun 	 play 	 a play, an action represented on the stage
φημί 	 verb 	 say 	 I speak, say
φημί 	 verb 	 speak 	 I speak, say
λύσις 	 noun 	 release 	 loosing, releasing, release, ransoming
λύσις 	 noun 	 loosing 	 loosing, releasing, release, ransoming
λύσις 	 noun 	 ransoming 	 loosing, releasing, release, ransoming
λύσις 	 noun 	 releasing 	 loosing, releasing, release, ransoming
λύσις 	 noun 	 deliverance 	 deliverance from guilt by expiatory rites
λύσις 	 noun 	 redemption 	 redemption of mortgage or pledge
λύσις 	 noun 	 parting 	 parting
λύσις 	 noun 	 evacuation 	 emptying, evacuation
λύσις 	 noun 	 emptying 	 emptying, evacuation
λύσις 	 noun 	 solution 	 solution
πόσος 	 adjective 	 big 	 interrogative adjective of quantity: how much?, how many?, how big?, how great?, how far?, how long?
πόσος 	 adjective 	 great 	 interrogative adjective of quantity: how much?, how many?, how big?, how great?, how far?, how long?
πόσος 	 adjective 	 how many 	 interrogative adjective of quantity: how much?, how many?, how big?, how great?, how far?, how long?
πόσος 	 adjective 	 far 	 interrogative adjective of quantity: how much?, how many?, how big?, how great?, how far?, how long?
πόσος 	 adjective 	 how much 	 interrogative adjective of quantity: how much?, how many?, how big?, how great?, how far?, how long?
πόσος 	 adjective 	 long 	 interrogative adjective of quantity: how much?, how many?, how big?, how great?, how far?, how long?
αἴλουρος 	 noun 	 cat 	 cat; domestic cat
αἴλουρος 	 noun 	 weasel 	 weasel
ἀλόη 	 noun 	 aloe 	 aloe
ἀνοικτός 	 adjective 	 closed 	 opened, open, not closed
ἀνοικτός 	 adjective 	 opened 	 opened, open, not closed
ἀνοικτός 	 adjective 	 open 	 opened, open, not closed
ἄνοικτος 	 adjective 	 pitiless 	 pitiless, ruthless
ἄνοικτος 	 adjective 	 ruthless 	 pitiless, ruthless
ἀστρολογία 	 noun 	 astronomy 	 astronomy
ἀστρολογία 	 noun 	 astrology 	 astrology
ἀδάμας 	 noun 	 adamant 	 adamant, the hardest metal
ἀδάμας 	 noun 	 gold 	 a hard metal resembling gold
ἀδάμας 	 noun 	 diamond 	 diamond
ἀδάμας 	 adjective 	 unalterable 	 fixed, unalterable
ἀδάμας 	 adjective 	 fixed 	 fixed, unalterable
ἀδάμας 	 adjective 	 inflexible 	 not to be broken, inflexible
ἀκμή 	 noun 	 point 	 point, edge
ἀκμή 	 noun 	 edge 	 point, edge
ἀκμή 	 noun 	 bloom 	 the highest or culminating point of something, bloom, flower, prime, zenith, especially of a person's age
ἀκμή 	 noun 	 prime 	 the highest or culminating point of something, bloom, flower, prime, zenith, especially of a person's age
ἀκμή 	 noun 	 flower 	 the highest or culminating point of something, bloom, flower, prime, zenith, especially of a person's age
ἀκμή 	 noun 	 zenith 	 the highest or culminating point of something, bloom, flower, prime, zenith, especially of a person's age
ἀκμή 	 noun 	 time 	 time, the best or most fitting time
σιωπή 	 noun 	 silence 	 silence
σιωπή 	 noun 	 calm 	 hush, calm
σιωπή 	 noun 	 hush 	 hush, calm
γέννα 	 noun 	 descent 	 descent, lineage
γέννα 	 noun 	 lineage 	 descent, lineage
γέννα 	 noun 	 origin 	 origin
γέννα 	 noun 	 w:Secundus the Silent 	 * 2nd century CE, w:Secundus the Silent, Sententiae. 15
γέννα 	 noun 	 generation 	 offspring, generation
γέννα 	 noun 	 offspring 	 offspring, generation
γέννα 	 noun 	 childbirth 	 childbirth process of childbearing
γέννα 	 noun 	 family 	 family
γέννα 	 noun 	 moonrise 	 of the Moon, expression “γέννα τῆς σελήνης”: moonrise
γέννα 	 noun 	 Christmas 	 also see second :  Christmas
γέννα 	 noun 	 Χριστούγεννα 	 τὰ Χριστούγεννα
διψάς 	 noun 	 serpent 	 venomous serpent, whose bite caused intense thirst
διψάς 	 noun 	 thirst 	 venomous serpent, whose bite caused intense thirst
διψάς 	 noun 	 bite 	 venomous serpent, whose bite caused intense thirst
ἄθλημα 	 noun 	 sport 	 sport
ὑλικός 	 adjective 	 material 	 of matter, material
-ισσα 	 noun 	 femininize 	 femininizes masculine nouns in the first declension
ἅμαξα 	 noun 	 wagon 	 wagon
φώς 	 noun 	 man 	 man, mortal
φώς 	 noun 	 mortal 	 man, mortal
πού 	 adverb 	 anywhere 	 anywhere, somewhere
πού 	 adverb 	 somewhere 	 anywhere, somewhere
ἀράχνη 	 noun 	 spider 	 spider
ἀράχνη 	 noun 	 web 	 a spider's web
σταφυλή 	 noun 	 grapes 	 bunch of grapes
σταφυλή 	 noun 	 bunch 	 bunch of grapes
σταφυλή 	 noun 	 uvula 	 uvula
φάσις 	 noun 	 appearance 	 appearance
φάσις 	 noun 	 expression 	 utterance, statement, expression
φάσις 	 noun 	 utterance 	 utterance, statement, expression
φάσις 	 noun 	 statement 	 utterance, statement, expression
ἑτοιμάζω 	 verb 	 prepare 	 I get ready, prepare
ἑτοιμάζω 	 verb 	 get ready 	 I get ready, prepare
ἁμαρτωλός 	 adjective 	 erroneous 	 erroneous
ἁμαρτωλός 	 noun 	 sinner 	 sinner
ὅπερ ἔδει δεῖξαι 	 phrase 	 quod erat demonstrandum 	 quod erat demonstrandum
πάλη 	 noun 	 fight 	 wrestling, fight
πάλη 	 noun 	 wrestling 	 wrestling, fight
πάλη 	 noun 	 flour 	 finest meal, flour
πάλη 	 noun 	 meal 	 finest meal, flour
πάλη 	 noun 	 dust 	 any fine dust
ξένη 	 noun 	 foreigner 	 female stranger, foreigner
ξένη 	 noun 	 stranger 	 female stranger, foreigner
ὑγρός 	 adjective 	 wet 	 wet, moist
ὑγρός 	 adjective 	 moist 	 wet, moist
ὑγρός 	 adjective 	 fluid 	 fluid
μῆνις 	 noun 	 rage 	 rage, wrath, mostly of the wrath of the gods
μῆνις 	 noun 	 wrath 	 rage, wrath, mostly of the wrath of the gods
ἐντολή 	 noun 	 order 	 injunction, order, command
ἐντολή 	 noun 	 command 	 injunction, order, command
ἐντολή 	 noun 	 injunction 	 injunction, order, command
ἐντολή 	 noun 	 ordinance 	 commandment, ordinance
ἐντολή 	 noun 	 commandment 	 commandment, ordinance
ἀδικία 	 noun 	 iniquity 	 injustice, iniquity
ἀδικία 	 noun 	 injustice 	 injustice, iniquity
χαρά 	 noun 	 exultation 	 joy, exultation
χαρά 	 noun 	 joy 	 joy, exultation
φόρος 	 noun 	 tribute 	 tribute
ἔρις 	 noun 	 quarrel 	 strife, quarrel
ἔρις 	 noun 	 strife 	 strife, quarrel
ἔρις 	 noun 	 rivalry 	 contention, rivalry
ἔρις 	 noun 	 contention 	 contention, rivalry
ἔρις 	 noun 	 discord 	 political or domestic strife, discord, quarrel
ἔρις 	 noun 	 quarrel 	 political or domestic strife, discord, quarrel
ἔρις 	 noun 	 contention 	 wordy wrangling, disputation, contention
ἔρις 	 noun 	 disputation 	 wordy wrangling, disputation, contention
ὦ 	 interjection 	 oh 	 expresses surprise, joy, or pain: oh!; ah!
ὦ 	 interjection 	 ah 	 expresses surprise, joy, or pain: oh!; ah!
ὦ 	 interjection 	 vocative 	 Very commonly used before a noun in the vocative or nominative case when addressing someone or something: O
ὦ 	 interjection 	 OInterjection 	 Very commonly used before a noun in the vocative or nominative case when addressing someone or something: O
ὦ 	 interjection 	 nominative 	 Very commonly used before a noun in the vocative or nominative case when addressing someone or something: O
βάτος 	 noun 	 blackberry 	 blackberry
βάτος 	 noun 	 skate 	 fish, a kind of skate
βάτος 	 noun 	 liquid 	 bath, a Hebrew liquid measure
βάτος 	 noun 	 bath 	 bath, a Hebrew liquid measure
καταρρέω 	 verb 	 flow 	 flow down
καταρρέω 	 verb 	 stream 	 stream, rush of men
καταρρέω 	 verb 	 rush 	 stream, rush of men
καταρρέω 	 verb 	 drip 	 drip
ἐχθρός 	 adjective 	 hateful 	 hated, hateful
ἐχθρός 	 adjective 	 hated 	 hated, hateful
ἐχθρός 	 adjective 	 hostile 	 hating, hostile means=to someone or something
ἐχθρός 	 adjective 	 hating 	 hating, hostile means=to someone or something
ἐχθρός 	 adjective 	 enemy 	 enemy
ἐχθρός 	 adjective 	 displeasing 	 |impersonal it is displeasing, distasteful, unpleasant means=for someone, means=to do
ἐχθρός 	 adjective 	 distasteful 	 |impersonal it is displeasing, distasteful, unpleasant means=for someone, means=to do
ἐχθρός 	 adjective 	 unpleasant 	 |impersonal it is displeasing, distasteful, unpleasant means=for someone, means=to do
πρόξενος 	 noun 	 protector 	 a patron, protector
πρόξενος 	 noun 	 patron 	 a patron, protector
πρόξενος 	 noun 	 relieving 	 assisting, relieving
πρόξενος 	 noun 	 assisting 	 assisting, relieving
εὔξεινος 	 adjective 	 friendly 	 welcoming, friendly, hospitable
εὔξεινος 	 adjective 	 hospitable 	 welcoming, friendly, hospitable
εὔξεινος 	 adjective 	 welcoming 	 welcoming, friendly, hospitable
τί 	 pronoun 	 what 	 |n|nom//acc|s, what?
τί 	 adverb 	 why 	 why?
αἶσχος 	 noun 	 disgrace 	 shame, disgrace
αἶσχος 	 noun 	 shame 	 shame, disgrace
αἶσχος 	 noun 	 disgraceful 	 disgraceful deeds
αἶσχος 	 noun 	 deed 	 disgraceful deeds
αἶσχος 	 noun 	 deformity 	 ugliness, deformity
αἶσχος 	 noun 	 ugliness 	 ugliness, deformity
λήθη 	 noun 	 forgetfulness 	 oblivion; forgetfulness
λήθη 	 noun 	 oblivion 	 oblivion; forgetfulness
οὗ 	 pronoun 	 her 	 of him, her, it
οὗ 	 pronoun 	 him 	 of him, her, it
οὗ 	 pronoun 	 it 	 of him, her, it
οὗ 	 adverb 	 when 	 where, when
οὗ 	 adverb 	 where 	 where, when
ἀστεῖος 	 adjective 	 cosmopolitan 	 of the city, cosmopolitan
ἀστεῖος 	 adjective 	 city 	 of the city, cosmopolitan
ἀστεῖος 	 adjective 	 refined 	 having polished manners; urbane, refined
ἀστεῖος 	 adjective 	 polished 	 having polished manners; urbane, refined
ἀστεῖος 	 adjective 	 manners 	 having polished manners; urbane, refined
ἀστεῖος 	 adjective 	 urbane 	 having polished manners; urbane, refined
ἀστεῖος 	 adjective 	 elegant 	 elegant, witty, handsome, fair
ἀστεῖος 	 adjective 	 handsome 	 elegant, witty, handsome, fair
ἀστεῖος 	 adjective 	 fair 	 elegant, witty, handsome, fair
ἀστεῖος 	 adjective 	 witty 	 elegant, witty, handsome, fair
σπουδή 	 noun 	 speed 	 haste, speed
σπουδή 	 noun 	 haste 	 haste, speed
περίοικος 	 adjective 	 neighboring 	 neighboring
περίοικος 	 noun 	 neighbor 	 neighbor
γλαυκός 	 adjective 	 blue-gray 	 blue-green or blue-gray
γλαυκός 	 adjective 	 blue-green 	 blue-green or blue-gray
βλῆμα 	 noun 	 cast 	 a throw, cast of dice
βλῆμα 	 noun 	 missile 	 a missile
βλῆμα 	 noun 	 coverlet 	 coverlet
ἄρακος 	 noun 	 chickling vetch 	 wild chickling vetch, noshow=1|ver=170109
θόλος 	 noun 	 roof 	 A round building with conical roof, a rotunda
θόλος 	 noun 	 building 	 A round building with conical roof, a rotunda
θόλος 	 noun 	 rotunda 	 A round building with conical roof, a rotunda
θόλος 	 noun 	 steam bath 	 A vaulted steam bath
θόλος 	 noun 	 Diocles 	 A bandage for the head invented by Diocles
θόλος 	 noun 	 bandage 	 A bandage for the head invented by Diocles
θόλος 	 noun 	 head 	 A bandage for the head invented by Diocles
ἄγνος 	 noun 	 chaste tree 	 chaste tree
ἄγνος 	 noun 	 bird 	 type of bird
ἆθλος 	 noun 	 contest 	 contest for a prize
ἆθλος 	 noun 	 struggle 	 conflict, struggle
