gratis 	 adverb 	 free 	 free, without charge
ledning 	 noun 	 pipe 	 pipe, pipeline, used to transport liquids or gases
ledning 	 noun 	 clue 	 hint, clue; recommendation for how to solve a problem; information which may lead one to a certain point or conclusion
ledning 	 noun 	 hint 	 hint, clue; recommendation for how to solve a problem; information which may lead one to a certain point or conclusion
förhand 	 noun 	 lead 	 lead
bränna 	 verb 	 fire 	 fire )
bränna 	 verb 	 burn 	 burn
bränna 	 verb 	 nettle 	 to get stung by nettles or similar
bränna 	 verb 	 sunburn 	 to hurt; as of a sunburn
bränna 	 verb 	 hurt 	 to hurt; as of a sunburn
bränna 	 verb 	 liquor 	 to produce liquor
bränna 	 verb 	 calcium carbonate 	 to produce calcium oxide  from calcium carbonate through heating
bränna 	 verb 	 calcium oxide 	 to produce calcium oxide  from calcium carbonate through heating
perfektparticip 	 noun 	 past participle 	 past participle
märke 	 noun 	 make 	 mark, brand, make
märke 	 noun 	 brand 	 mark, brand, make
märke 	 noun 	 mark 	 mark, brand, make
märke 	 noun 	 stigma 	 stigma
baksida 	 noun 	 back 	 back
baksida 	 noun 	 drawback 	 drawback
bakre 	 adjective 	 rear 	 rear; located at the end of something, or at the back of something
smyga 	 verb 	 steal 	 to sneak, to creep, to steal
smyga 	 verb 	 sneak 	 to sneak, to creep, to steal
smyga 	 verb 	 creep 	 to sneak, to creep, to steal
punkt 	 noun 	 period 	 a period, a full stop
punkt 	 noun 	 full stop 	 a period, a full stop
punkt 	 noun 	 item 	 an item
punkt 	 noun 	 font 	 a point; size of a font
punkt 	 noun 	 point 	 a point; size of a font
punkt 	 noun 	 point 	 a point
punkt 	 noun 	 dot 	 a dot; one of the two symbols used in Morse code
punkt 	 interjection 	 period 	 period
metafor 	 noun 	 metaphor 	 metaphor
idé 	 noun 	 idea 	 idea, theory
idé 	 noun 	 point 	 point; sense usually in questions and negated phrases
leukocyt 	 noun 	 leukocyte 	 leukocyte
sömn 	 noun 	 sleep 	 sleep
ställa 	 verb 	 set 	 to set; to put something down in an upright position
ställa 	 verb 	 adjust 	 to set; adjust
ställa 	 verb 	 confusion 	 to make someone speechless with confusion
ställa 	 verb 	 speechless 	 to make someone speechless with confusion
sänka 	 verb 	 lower 	 to lower; move downwards
sänka 	 verb 	 sink 	 to cause to sink below the surface of a liquid
sänka 	 verb 	 set 	 to set
sänka 	 verb 	 reduce 	 to reduce in intensity; turn down
sänka 	 verb 	 turn down 	 to reduce in intensity; turn down
sänka 	 verb 	 pocket 	 pocket
sänka 	 verb 	 drink 	 to down; to drink
sänka 	 verb 	 down 	 to down; to drink
sänka 	 noun 	 depression 	 depression; area of ground which is lower than the surroundings; a long but shallow valley
sänka 	 noun 	 sink 	 sink; a point where the divergence of a vector field is negative
sänka 	 noun 	 divergence 	 sink; a point where the divergence of a vector field is negative
sänka 	 noun 	 ESR 	 ESR; erythrocyte sedimentation rate
sänka 	 noun 	 erythrocyte sedimentation rate 	 ESR; erythrocyte sedimentation rate
duka 	 verb 	 set 	 to set
presentera 	 verb 	 present 	 present, reveal, show
presentera 	 verb 	 set 	 set
gå ner 	 verb 	 set 	 to set
gå ner 	 verb 	 descend 	 to descend
krets 	 noun 	 set 	 set
krets 	 noun 	 circuit 	 circuit
krets 	 noun 	 integrated circuit 	 integrated circuit
krets 	 noun 	 circle 	 a circle of hell
krets 	 noun 	 hell 	 a circle of hell
apparat 	 noun 	 apparatus 	 apparatus; complex machine or instrument, often run by electricity
apparat 	 noun 	 TV-apparat 	 short for TV-apparat or radioapparat: TV set or radio receiver
apparat 	 noun 	 radioapparat 	 short for TV-apparat or radioapparat: TV set or radio receiver
apparat 	 noun 	 receiver 	 short for TV-apparat or radioapparat: TV set or radio receiver
apparat 	 noun 	 TV set 	 short for TV-apparat or radioapparat: TV set or radio receiver
färdig 	 adjective 	 prepared 	 set, ready, prepared
färdig 	 adjective 	 ready 	 set, ready, prepared
färdig 	 adjective 	 set 	 set, ready, prepared
färdig 	 adjective 	 finished 	 finished
blänka 	 verb 	 shine 	 to shine
glänsa 	 verb 	 shine 	 to shine
polera 	 verb 	 shine 	 to shine, to polish
polera 	 verb 	 polish 	 to shine, to polish
hagel 	 noun 	 hail 	 a hail; a grain of the precipitation
hagel 	 noun 	 shot 	 a shot
skrot 	 noun 	 shot 	 shot
skrot 	 noun 	 scrap 	 scrap  n
skrot 	 noun 	 scrapyard 	 a scrapyard, a junkyard c
skrot 	 noun 	 junkyard 	 a scrapyard, a junkyard c
kvist 	 noun 	 stick 	 a stick
fuktig 	 adjective 	 humid 	 humid, moist, damp
fuktig 	 adjective 	 moist 	 humid, moist, damp
fuktig 	 adjective 	 damp 	 humid, moist, damp
falk 	 noun 	 falcon 	 falcon
plattform 	 noun 	 platform 	 platform, a particular type of operating system or environment
postulera 	 verb 	 postulate 	 to postulate
fastetid 	 noun 	 fast 	 fast
rask 	 adjective 	 fast 	 fast
rask 	 adjective 	 healthy 	 healthy
rask 	 noun 	 garbage 	 rubbish, garbage
rask 	 noun 	 rubbish 	 rubbish, garbage
fäst 	 adjective 	 fast 	 fast
djupt 	 adverb 	 deeply 	 deeply
djupt 	 adverb 	 profoundly 	 profoundly
djupt 	 adverb 	 fast 	 fast
länk 	 noun 	 link 	 a link
länka 	 verb 	 link 	 to link
fält 	 noun 	 landscape 	 a field, a  area, an open space in a landscape
fält 	 noun 	 field 	 a field, a  area, an open space in a landscape
fält 	 noun 	 area 	 a field, a  area, an open space in a landscape
fält 	 noun 	 sphere 	 a field , an area, a topic, a sphere
fält 	 noun 	 topic 	 a field , an area, a topic, a sphere
klass 	 noun 	 class 	 class
område 	 noun 	 sphere 	 a sphere
område 	 noun 	 area 	 an area
en gång 	 adverb 	 once 	 once
melodi 	 noun 	 melody 	 a melody
humla 	 noun 	 bumblebee 	 bumblebee
pjäs 	 noun 	 performance 	 a piece, a play; theatrical performance
pjäs 	 noun 	 piece 	 a piece, a play; theatrical performance
pjäs 	 noun 	 play 	 a piece, a play; theatrical performance
pjäs 	 noun 	 theatrical 	 a piece, a play; theatrical performance
pjäs 	 noun 	 canon 	 a piece, a canon
pjäs 	 noun 	 man 	 a man
gryta 	 noun 	 pot 	 pot; a cooking-vessel
gryta 	 noun 	 stew 	 stew; a kind of dish
redskap 	 noun 	 instrument 	 a tool , an instrument
redskap 	 noun 	 tool 	 a tool , an instrument
redskap 	 noun 	 means 	 a means, a helper, an abstract tool
redskap 	 noun 	 helper 	 a means, a helper, an abstract tool
kontanter 	 noun 	 cash 	 cash
foga 	 verb 	 join 	 to join
blåsinstrument 	 noun 	 wind instrument 	 wind instrument
spika 	 verb 	 nail 	 to nail
spika 	 verb 	 tentative 	 to fix a formerly tentative decision
spika 	 verb 	 dissertation 	 to publicize a dissertation or PhD thesis
spika 	 verb 	 thesis 	 to publicize a dissertation or PhD thesis
spika 	 verb 	 publicize 	 to publicize a dissertation or PhD thesis
slaveri 	 noun 	 slavery 	 slavery
analogi 	 noun 	 analogy 	 an analogy
armbandsur 	 noun 	 wristwatch 	 wristwatch
observera 	 verb 	 watch 	 to watch
betrakta 	 verb 	 watch 	 watch; to consider, to look at attentively
betrakta 	 verb 	 consider 	 consider; to think about seriously
iaktta 	 verb 	 watch 	 to watch, to observe
iaktta 	 verb 	 observe 	 to watch, to observe
besluta 	 verb 	 decide 	 to decide, to make a decision
klaff 	 noun 	 leaf 	 a leaf
klaff 	 noun 	 leaf 	 a leaf
klaff 	 noun 	 key 	 a key
klaff 	 noun 	 valve 	 a valve
klaff 	 noun 	 mouth 	 a mouth
skiva 	 noun 	 leaf 	 a leaf
skiva 	 noun 	 slice 	 a slice; a thin, broad piece cut off
skiva 	 noun 	 disc 	 a disc; a thin, flat, circular plate or something resembling this
skiva 	 noun 	 record 	 a record, such as a CD or a LP
skiva 	 noun 	 CD 	 a record, such as a CD or a LP
skiva 	 noun 	 LP 	 a record, such as a CD or a LP
skiva 	 noun 	 party 	 party a party; social gathering sv
skiva 	 verb 	 slice 	 to slice; to cut into slices
svit 	 noun 	 suite 	 suite; a kind of room
svit 	 noun 	 succession 	 succession, sequence, series; a number of things that follow on one after the other
svit 	 noun 	 sequence 	 succession, sequence, series; a number of things that follow on one after the other
svit 	 noun 	 series 	 succession, sequence, series; a number of things that follow on one after the other
svit 	 noun 	 after-effect 	 complication, after-effect
svit 	 noun 	 complication 	 complication, after-effect
kuvert 	 noun 	 envelope 	 envelope
kuvert 	 noun 	 table setting 	 place setting, table setting, the set of goods  which is meant for one person's use during a meal
kuvert 	 noun 	 place setting 	 place setting, table setting, the set of goods  which is meant for one person's use during a meal
omslag 	 noun 	 envelope 	 an envelope
hylle 	 noun 	 perianth 	 perianth
hylle 	 noun 	 elder 	 elder
défense 	 noun 	 guarding 	 guarding
uppåt 	 adverb 	 up 	 up
uppåt 	 adverb 	 upper bound 	 upwards; denoting an upper bound of a size or of a number
uppåt 	 adverb 	 upwards 	 upwards; denoting an upper bound of a size or of a number
isär 	 adverb 	 asunder 	 apart, asunder; into two or more pieces
isär 	 adverb 	 apart 	 apart, asunder; into two or more pieces
uppe 	 adverb 	 up 	 up
uppe 	 adverb 	 awake 	 up, awake
uppe 	 adverb 	 up 	 up, awake
citera 	 verb 	 quote 	 to cite, to quote
citera 	 verb 	 cite 	 to cite, to quote
enzym 	 noun 	 enzyme 	 enzyme
klaustrofobi 	 noun 	 claustrophobia 	 claustrophobia
teist 	 noun 	 theist 	 theist
samtida 	 adjective 	 contemporary 	 contemporary; relating to something which happened at  the same time at which someone particular lived
frukost 	 noun 	 breakfast 	 a breakfast
inf. 	 noun 	 infinitive 	 nodot=1; infinitive
lös 	 adjective 	 loose 	 loose; not tightened, able to move
lös 	 adjective 	 promiscuous 	 loose; promiscuous
lös 	 adjective 	 free 	 free; released, without constraints or leashes
encyklopedi 	 noun 	 encyclopedia 	 encyclopedia
detektiv 	 noun 	 detective 	 detective
germansk 	 adjective 	 Germanic 	 Germanic
stillhet 	 noun 	 tranquillity 	 calm, calmness, tranquillity
stillhet 	 noun 	 calm 	 calm, calmness, tranquillity
stillhet 	 noun 	 calmness 	 calm, calmness, tranquillity
jobba 	 verb 	 work 	 to work
falsk 	 adjective 	 false 	 false
falsk 	 adjective 	 untrustworthy 	 untrustworthy
osann 	 adjective 	 false 	 false, untrue
osann 	 adjective 	 untrue 	 false, untrue
baronessa 	 noun 	 baroness 	 a baroness
hektar 	 noun 	 hectare 	 hectare
bluffare 	 noun 	 bluff 	 someone who  bluffs
bluffa 	 verb 	 bluff 	 to bluff
orma 	 verb 	 move 	 to move in a way that reminds the movement of a snake; to slither, to snake
orma 	 verb 	 snake 	 to move in a way that reminds the movement of a snake; to slither, to snake
orma 	 verb 	 slither 	 to move in a way that reminds the movement of a snake; to slither, to snake
sarkofag 	 noun 	 sarcophagus 	 sarcophagus
skriven 	 adjective 	 written 	 written, signed
skriven 	 adjective 	 signed 	 written, signed
skriven 	 adjective 	 registered 	 registered
kryptonit 	 noun 	 kryptonite 	 kryptonite
skrika 	 verb 	 yell 	 to scream, to yell, to shout
skrika 	 verb 	 scream 	 to scream, to yell, to shout
skrika 	 verb 	 shout 	 to scream, to yell, to shout
bh 	 noun 	 bra 	 bra; brösthållare, bysthållare
paradis 	 noun 	 paradise 	 paradise
bröd 	 noun 	 bread 	 bread
pentanol 	 noun 	 English 	 pentanol
azer 	 noun 	 Azeri 	 Azeri; a person from Azerbaijan or of Azerbaijani descent
vektor 	 noun 	 vector 	 vector
damm 	 noun 	 dust 	 dust
damm 	 noun 	 dam 	 dam; pond, pool
damm 	 noun 	 pool 	 dam; pond, pool
damm 	 noun 	 pond 	 dam; pond, pool
loj 	 adjective 	 relaxed 	 tired and relaxed
loj 	 adjective 	 tired 	 tired and relaxed
testosteron 	 noun 	 testosterone 	 testosterone
dien 	 noun 	 diene 	 diene
tunna 	 verb 	 thin 	 to make or become thin or sparse, to disperse, to fade av, ur, ut
tunna 	 verb 	 fade 	 to make or become thin or sparse, to disperse, to fade av, ur, ut
tunna 	 verb 	 sparse 	 to make or become thin or sparse, to disperse, to fade av, ur, ut
tunna 	 verb 	 disperse 	 to make or become thin or sparse, to disperse, to fade av, ur, ut
tunna 	 noun 	 barrel 	 a barrel
tunna 	 noun 	 bushel 	 a barrel, an historic measure of dry volume, four-bushel measure
lymfocyt 	 noun 	 lymphocyte 	 lymphocyte
ombud 	 noun 	 proxy 	 a proxy, a representative, a delegate
ombud 	 noun 	 representative 	 a proxy, a representative, a delegate
ombud 	 noun 	 delegate 	 a proxy, a representative, a delegate
ombud 	 noun 	 agent 	 agent
ombud 	 noun 	 attorney 	 legal representative, attorney
ombud 	 noun 	 legal representative 	 legal representative, attorney
sparsam 	 adjective 	 frugal 	 frugal
sparsam 	 adjective 	 lacking 	 limited, lacking
sparsam 	 adjective 	 limited 	 limited, lacking
besserwisser 	 noun 	 know-it-all 	 a know-it-all
rannsakan 	 noun 	 investigation 	 an investigation, a questioning
rannsakan 	 noun 	 questioning 	 an investigation, a questioning
greve 	 noun 	 count 	 count
formel 	 noun 	 formula 	 formula; an expression formulated by the use of symbols
amnesti 	 noun 	 amnesty 	 amnesty
bigami 	 noun 	 bigamy 	 bigamy
biskop 	 noun 	 bishop 	 a bishop
dansös 	 noun 	 female 	 a female dancer
dansös 	 noun 	 dancer 	 a female dancer
behå 	 noun 	 brassiere 	 a bra; brassiere
behå 	 noun 	 bra 	 a bra; brassiere
stege 	 noun 	 ladder 	 ladder
stege 	 noun 	 straight 	 straight; five cards in sequence
ångström 	 noun 	 angstrom 	 angstrom (a very small unit of length, 10
ex. 	 noun 	 example 	 example; exempel
duns 	 noun 	 thump 	 a thump, a thud, a sound of something falling to the ground
duns 	 noun 	 thud 	 a thump, a thud, a sound of something falling to the ground
toalett 	 noun 	 toilet 	 toilet
toalett 	 noun 	 bathroom 	 bathroom, a room containing a toilet, but most often not a shower or bath tub
vektorrum 	 noun 	 vector space 	 vector space
topolog 	 noun 	 topologist 	 topologist
gena 	 verb 	 short cut 	 to take a short cut
sambo 	 noun 	 partner 	 partner with whom one lives, usually not in a common law marriage relationship; cohabitant
sambo 	 noun 	 cohabitant 	 partner with whom one lives, usually not in a common law marriage relationship; cohabitant
sambo 	 noun 	 marriage 	 partner with whom one lives, usually not in a common law marriage relationship; cohabitant
sambo 	 noun 	 relationship 	 partner with whom one lives, usually not in a common law marriage relationship; cohabitant
sambo 	 verb 	 cohabit 	 to cohabit
sambo 	 noun 	 African 	 Sambo; the offspring of a Native American and a person of African descent
sambo 	 noun 	 Native American 	 Sambo; the offspring of a Native American and a person of African descent
sambo 	 noun 	 descent 	 Sambo; the offspring of a Native American and a person of African descent
sambo 	 noun 	 Sambo 	 Sambo; the offspring of a Native American and a person of African descent
sambo 	 noun 	 offspring 	 Sambo; the offspring of a Native American and a person of African descent
nysa 	 verb 	 sneeze 	 to sneeze
räd 	 noun 	 raid 	 raid; a hostile or predatory incursion; an inroad or incursion of mounted men; a sudden and rapid invasion by a cavalry force; a foray
räd 	 noun 	 plunder 	 raid; an attack or invasion for the purpose of making arrests, seizing property, or plundering
driva 	 noun 	 snow 	 a drift of snow
driva 	 noun 	 drift 	 a drift of snow
driva 	 verb 	 drift 	 to drift; wander about
driva 	 verb 	 run 	 to operate, run
driva 	 verb 	 operate 	 to operate, run
driva 	 verb 	 joke 	 to make fun of, tease; joke with
driva 	 verb 	 tease 	 to make fun of, tease; joke with
driva 	 verb 	 make fun of 	 to make fun of, tease; joke with
breda 	 verb 	 spread 	 to spread
bruka 	 verb 	 used to 	 used to; be in the habit of
bruka 	 verb 	 habit 	 used to; be in the habit of
bruka 	 verb 	 till 	 to cultivate, till, farm
bruka 	 verb 	 cultivate 	 to cultivate, till, farm
bruka 	 verb 	 farm 	 to cultivate, till, farm
ekvilibrist 	 noun 	 equilibrist 	 equilibrist
larma 	 verb 	 alarm 	 To alarm, to alert, give a danger signal
larma 	 verb 	 alert 	 To alarm, to alert, give a danger signal
larma 	 verb 	 sleep 	 to wake someone from sleep
larma 	 verb 	 noise 	 To make noise, make a din, make a racket
larma 	 verb 	 make 	 To make noise, make a din, make a racket
larma 	 verb 	 racket 	 To make noise, make a din, make a racket
larma 	 verb 	 din 	 To make noise, make a din, make a racket
faktum 	 noun 	 fact 	 a fact
fettsyra 	 noun 	 fatty acid 	 fatty acid
näs 	 noun 	 spit 	 spit , isthmus
näs 	 noun 	 isthmus 	 spit , isthmus
modul 	 noun 	 module 	 a module
förgifta 	 verb 	 poison 	 to poison
anständig 	 adjective 	 decent 	 decent
pakt 	 noun 	 pact 	 pact, covenant
pakt 	 noun 	 covenant 	 pact, covenant
ås 	 noun 	 esker 	 an esker, a ridge
ås 	 noun 	 ridge 	 an esker, a ridge
mops 	 noun 	 pug 	 pug
pärm 	 noun 	 folder 	 binder, folder, file
pärm 	 noun 	 binder 	 binder, folder, file
pärm 	 noun 	 file 	 binder, folder, file
kristen 	 adjective 	 Christian 	 Christian; relating to Christianity or Christians
kristen 	 adjective 	 Christianity 	 Christian; relating to Christianity or Christians
jama 	 verb 	 meow 	 meow
åb 	 noun 	 visit 	 |follow-up visit
åb 	 noun 	 follow-up 	 |follow-up visit
