SortOrder,Egyptian,Transliteration,Translation,SignCodes,GroupWritingScore,Error
12356,𓋴𓆣𓏲𓏛𓏥,sḫprw,increment,S29-L1-Z7-Y1-Z2,0,0
12357,𓊃𓐍𓅓𓂜𓉐,sḫm,fane,O34-Aa1-G17-D35-O1,0,0
12358,𓌂𓏤,sḫm,"sceptre, sistrum",S42-Z1,0,0
12359,𓋴𓐍𓅓𓆱,sḫm,"sceptre, sistrum",S29-Aa1-G17-M3,0,0
12360,𓌂𓐍𓏯𓏯𓀭,sḫmyt,sistrum player,S42-Aa1-Z5-Z5-A40,0,0
12361,𓌂𓇋𓇋𓏥,sḫmyt,musician,S42-M17-M17-Z2,0,0
12362,𓌂𓀭,sḫm,"mighty one, power",S42-A40,0,0
12363,𓌂𓅓𓅴𓏪,sḫmw,"mighty ones, power",S42-G17-G45-Z3,0,0
12364,𓌂𓏤𓏥,sḫmw,"mighty ones, power",S42-Z1-Z2,0,0
12365,𓋴𓌂𓅓𓐍𓅱𓂡𓏥,sḫmw,"mighty ones, power",S29-S42-G17-Aa1-G43-D40-Z2,0,0
12366,𓌂𓅓𓂡,sḫm,powerful,S42-G17-D40,0,0
12367,𓌂𓅓𓂡,sḫm,"have power (over),  give power (to), prevail (over), be grim (of face)",S42-G17-D40,0,0
12368,𓌂𓐝𓏏𓏭𓂡,sḫm,to be stout,S42-Aa15-X1-Z4-D40,0,0
12370,𓌂𓐍𓏏𓂡,sḫm,to be terrible,S42-Aa1-X1-D40,0,0
12372,𓌂𓋴𓐍𓅓𓏲𓇋𓇋𓏛𓀜𓀀𓏥,sḫmwy,to be terrible,S42-S29-Aa1-G17-Z7-M17-M17-Y1-A24-A1-Z2,0,0
12373,𓌂𓅓𓂡,sḫm,"might, fury",S42-G17-D40,0,0
12374,𓌂,sḫm,"power, grimness",S42,0,0
12375,𓌂𓀜,sḫm,"power, grimness",S42-A24,0,0
12376,𓌂𓐍𓂡,sḫm,"power, grimness",S42-Aa1-D40,0,0
12377,𓋴𓌂𓐍𓅓𓂡,sḫm,"power, grimness",S29-S42-Aa1-G17-D40,0,0
12378,𓌂𓅓𓂡𓄣𓏤,sḫm jb,"stout hearted, violent, violence",S42-G17-D40-F34-Z1,0,0
12379,𓌂𓄣𓏤𓂡,sḫm jb,courageous,S42-F34-Z1-D40,0,0
12380,𓌂𓀭𓁹𓆑,sḫm jr.f,potentate,S42-A40-D4-I9,0,0
12381,𓏣𓅓𓀜𓁹𓆑𓀴,sḫm jr.f,potentate,Y8-G17-A24-D4-I9-A44,0,0
12382,𓌂𓅓𓂻,sḫm,founder ? (of ship),S42-G17-D54,0,0
12383,𓌂𓏤𓅆,sḫm,image,S42-Z1-G7,0,0
12384,𓋴𓐍𓅓𓂜,sḫm,to forget,S29-Aa1-G17-D35,0,0
12385,𓌂𓅓𓏏𓏥,sḫmt,power,S42-G17-X1-Z2,0,0
12386,𓌂𓅓𓏏𓆗,sḫmt,Sekhmet (goddess),S42-G17-X1-I12,0,0
12387,𓌂𓐍𓏏𓆗,sḫmt,Sekhmet (goddess),S42-Aa1-X1-I12,0,0
12388,𓌂𓐍𓏏𓏯𓅆,sḫmt,Sekhmet (goddess),S42-Aa1-X1-Z5-G7,0,0
12391,𓌂𓐍𓏏𓏭𓋗,sḫmty,the double crown,S42-Aa1-X1-Z4-S6,0,0
12392,𓋗,sḫmty,the double crown,S6,0,0
12393,𓌂𓏏𓋗,sḫmty,the double crown,S42-X1-S6,0,0
12394,𓌂𓐍𓏏𓋗,sḫmty,the double crown,S42-Aa1-X1-S6,0,0
12395,𓌂𓏏𓏭𓋗,sḫmty,the double crown,S42-X1-Z4-S6,0,0
12396,𓌂𓐍𓏏𓏭𓋑𓋔,sḫmty,the double crown,S42-Aa1-X1-Z4-S1-S3,0,0
12397,𓋴𓐍𓅓𓅓,sḫmm,make warm,S29-Aa1-G17-G17,0,0
12398,𓋴𓐍𓅓𓐍𓄣𓏤,sḫmḫ jb,"distract the heart (of someone), take recreation, enjoyment",S29-Aa1-G17-Aa1-F34-Z1,0,0
12399,𓋴𓐍𓅓𓐍𓏛𓄣𓏤,sḫmḫ jb,to entertain,S29-Aa1-G17-Aa1-Y1-F34-Z1,0,0
12400,𓋴𓐍𓅓𓐍𓄣𓏤𓀀𓏥,sḫmḫ jb,entertainment,S29-Aa1-G17-Aa1-F34-Z1-A1-Z2,0,0
12401,𓋴𓐍𓅓𓐍𓄣𓏤𓏫,sḫmḫ jb,sport,S29-Aa1-G17-Aa1-F34-Z1-Z3A,0,0
12402,𓋴𓅓𓐍𓄣𓏤𓀁,sḫmḫ jb,pleasure,S29-G17-Aa1-F34-Z1-A2,0,0
12403,𓋴𓐍𓅓𓐍𓏏𓄣𓏤𓀁𓏫,sḫmḫ jb,entertainer,S29-Aa1-G17-Aa1-X1-F34-Z1-A2-Z3A,0,0
12404,𓊃𓐍𓈖𓂘,sḫn,"embrace, seek out, meet, occupy (a place)",O34-Aa1-N35-D32,0,0
12405,𓊃𓐍𓈖𓂻,sḫn,meet,O34-Aa1-N35-D54,0,0
12406,𓋴𓐍𓈖𓏌𓏲𓅯𓂻𓀁,sḫn,to contend,S29-Aa1-N35-W24-Z7-G41-D54-A2,0,0
12407,𓋴𓐍𓈖𓏌𓏲𓅯𓂻,sḫn,to go to law,S29-Aa1-N35-W24-Z7-G41-D54,0,0
12408,𓋴𓐍𓈖𓏌𓏲𓅯𓂻𓀁,sḫn,to meet,S29-Aa1-N35-W24-Z7-G41-D54-A2,0,0
12409,𓋴𓐍𓈖𓏌𓏲𓂾𓂻,sḫn,to dispute,S29-Aa1-N35-W24-Z7-D56-D54,0,0
12410,𓋴𓐍𓈖𓏙,sḫn,"cake, loaf",S29-Aa1-N35-X8,0,0
12411,𓋴𓐍𓈖𓏌𓏲𓇭𓄹,sḫn,"thymus (?), pancreas (?)",S29-Aa1-N35-W24-Z7-M43-F51,0,0
12412,𓊃𓐍𓈖𓄻,sḫn,kidney fat ?,O34-Aa1-N35-F51B,0,0
12413,𓊃𓐍𓈖𓂘𓏌𓄹,sḫn,kidney fat ?,O34-Aa1-N35-D32-W24-F51,0,0
12414,𓊃𓐍𓈖𓐎,sḫn,"swelling ?, gathering ?",O34-Aa1-N35-Aa2,0,0
12415,𓋴𓐍𓈖𓄻,sḫn,"swelling ?, gathering ?",S29-Aa1-N35-F51B,0,0
12416,𓋴𓐍𓏏𓈖𓅯𓂻,sḫny,to swell,S29-Aa1-X1-N35-G41-D54,0,0
12417,𓊃𓐍𓈖𓍈,sḫn,bind together ?,O34-Aa1-N35-U20,0,0
12419,𓋴𓐍𓈖𓏏𓉽𓏪,sḫnt,(the four) posts (of the sky),S29-Aa1-N35-X1-O30-Z3,0,0
12420,𓉽𓉽𓉽𓉽,sḫnt,(the four) posts (of the sky),O30-O30-O30-O30,0,0
12421,𓋴𓐍𓈖𓂾,sḫnj,"to avert, to ensnare",S29-Aa1-N35-D56,0,0
12422,𓋴𓐍𓈖𓅯,sḫn,"alight, rest, dwell",S29-Aa1-N35-G41,0,0
12423,𓋴𓐍𓈖𓅯𓏛,sḫn,"alight, rest, dwell",S29-Aa1-N35-G41-Y1,0,0
12424,𓋴𓐍𓏭𓈖𓅯,sḫn,"alight, rest, dwell",S29-Aa1-Z4-N35-G41,0,0
12425,𓋴𓐍𓈖𓅯𓂻,sḫn,"alight, rest, dwell",S29-Aa1-N35-G41-D54,0,0
12426,𓊃𓐍𓈖𓅯,sḫn,resting place,O34-Aa1-N35-G41,0,0
12427,𓋴𓐍𓈖𓏌𓏲𓂘𓀁𓏪,sḫnw,a class of incantations ?,S29-Aa1-N35-W24-Z7-D32-A2-Z3,0,0
12428,𓊃𓐍𓈖𓈙𓆛,sḫnš,make to stink,O34-Aa1-N35-N37-K1,0,0
12429,𓋴𓐍𓏭𓈖𓄿𓆷𓏴𓂡,sḫnš,"to stir up, to provoke",S29-Aa1-Z4-N35-G1-M8-Z9-D40,0,0
12430,𓏃,sḫnty,to advance,W17,0,0
12431,𓋴𓏃𓈖𓏏𓂉,sḫntj,"advance, promote",S29-W17-N35-X1-D19,0,0
12432,𓋴𓏃𓈖𓏏𓂉𓏛,sḫntj,"advance, promote",S29-W17-N35-X1-D19-Y1,0,0
12433,𓋴𓏃𓈖𓏏𓊛,sḫntj,"advance, promote",S29-W17-N35-X1-P1,0,0
12434,𓋴𓏃𓈖𓏏𓊛,sḫntj,take southward,S29-W17-N35-X1-P1,0,0
12435,𓋴𓐍𓂋𓀒,sḫr,"overthrow, throw down, force into place (dislocated bone)",S29-Aa1-D21-A15,0,0
12436,𓀒𓏏,sḫr,"overthrow, throw down, force into place (dislocated bone)",A15-X1,0,0
12437,𓋴𓀒,sḫr,"overthrow, throw down, force into place (dislocated bone)",S29-A15,0,0
12438,𓋴𓐍𓀒,sḫr,"overthrow, throw down, force into place (dislocated bone)",S29-Aa1-A15,0,0
12439,𓊃𓐍𓂋𓀒𓂝,sḫr,"overthrow, throw down, force into place (dislocated bone)",O34-Aa1-D21-A15-D36,0,0
12441,𓋴𓐍𓂋𓇋𓇋𓀁,sḫr,to reproach,S29-Aa1-D21-M17-M17-A2,0,0
12443,𓋴𓐍𓂋𓏲𓀒𓏌𓏥,sḫrw,overflowing bowls ?,S29-Aa1-D21-Z7-A15-W24-Z2,0,0
12444,𓊃𓐍𓂋𓌕𓀜,sḫr,sweep,O34-Aa1-D21-T11-A24,0,0
12445,𓋴𓐍𓂋𓏛,sḫr,"conduct, condition, fortune, affair, fashion, nature, custom",S29-Aa1-D21-Y1V,0,0
12446,𓋴𓐍𓂋𓏲𓏛𓏥,sḫrw,"dispositions, mood, attitude, advice, arguments",S29-Aa1-D21-Z7-Y1-Z2,0,0
12447,𓋴𓐍𓂋𓀁,sḫr,"conduct, condition, fortune, affair, fashion, nature, custom",S29-Aa1-D21-A2,0,0
12448,𓋴𓐍𓂋𓀁,sḫr,"plan, counsel, determination, governance",S29-Aa1-D21-A2,0,0
12449,𓋴𓐍𓂋𓏛,sḫr,"plan, counsel, determination, governance",S29-Aa1-D21-Y1V,0,0
12450,𓋴𓐍𓂋𓏏𓍼𓏤,sḫrt,roll (of papyrus),S29-Aa1-D21-X1-V12-Z1,0,0
12451,𓋴𓐍𓂋𓇋𓇋𓏛𓀀,sḫry,captain (of ship),S29-Aa1-D21-M17-M17-Y1V-A1,0,0
12452,𓋴𓐍𓂋𓇋𓇋𓀁,sḫry,plan maker,S29-Aa1-D21-M17-M17-A2,0,0
12453,𓋴𓐍𓂋𓇋𓇋𓏛𓏥,sḫryw,those who govern,S29-Aa1-D21-M17-M17-Y1-Z2,0,0
12454,𓋴𓐍𓂋𓅱𓇋𓇋𓀀𓏪,sḫryw,those who govern,S29-Aa1-D21-G43-M17-M17-A1-Z3,0,0
12455,𓋴𓐍𓂋𓐍𓂋𓂽,sḫrḫr,to drive back,S29-Aa1-D21-Aa1-D21-D55,0,0
12456,𓋴𓐍𓂋𓂧𓀁,sḫrd,"rebuke, criticise",S29-Aa1-D21-D46-A2,0,0
12457,𓋴𓐍𓐍𓏭𓐍𓏭𓂽,sḫḫ,to drag,S29-Aa1-Aa1-Z4-Aa1-Z4-D55,0,0
12458,𓋴𓐍𓐍𓏏𓏭𓂿𓏛𓀜𓀀𓏥,sḫḫtyw,couriers,S29-Aa1-Aa1-X1-Z4-D57-Y1-A24-A1-Z2,0,0
12459,𓋴𓐍𓊃𓂾𓂻,sḫs,courier,S29-Aa1-O34-D56-D54,0,0
12460,𓊃𓐍𓊃𓂻,sḫs,"run, hurry, flee",O34-Aa1-O34-D54,0,0
12461,𓋴𓐍𓋴𓂻,sḫs,"run, hurry, flee",S29-Aa1-S29-D54,0,0
12462,𓊃𓐍𓊃𓀟,sḫs,"run, hurry, flee",O34-Aa1-O34-A27,0,0
12463,𓋴𓐍𓋴𓂻𓅓𓐠𓏤,sḫs m sꜣ,"pursue, persecute",S29-Aa1-S29-D54-G17-Aa18-Z1,0,0
12464,𓋴𓐍𓋴𓏲𓂻𓏥,sḫsw,runners,S29-Aa1-S29-Z7-D54-Z2,0,0
12465,𓋴𓍚𓀁,sḫsf,create opposition (against),S29-U35-A2,0,0
12466,𓋴𓐍𓋴𓐍𓂻,sḫsḫ,run,S29-Aa1-S29-Aa1-D54,0,0
12468,𓋴𓐍𓏏𓌦,sḫt,"weave, mould (bricks)",S29-Aa1-X1-T26,0,0
12469,𓋴𓐍𓏏𓍢,sḫt,"weave, mould (bricks)",S29-Aa1-X1-V1,0,0
12470,𓋴𓐍𓏏𓏴𓀜,sḫt,to weave,S29-Aa1-X1-Z9-A24,0,0
12471,𓌦𓐍𓏏𓏴𓀜,sḫt,"weave, mould (bricks)",T26-Aa1-X1-Z9-A24,0,0
12472,𓌦𓐍𓏏𓏯𓀜,sḫt,woven (clothes),T26-Aa1-X1-Z5-A24,0,0
12473,𓌦𓐍𓏏𓏴𓀜,sḫty,weaver,T26-Aa1-X1-Z9-A24,0,0
12474,𓋴𓐍𓏏𓌦𓂡,sḫt,"trap, snare, close (net), acquire ? (wealth)",S29-Aa1-X1-T26-D40,0,0
12475,𓌦𓐍𓏏𓀜,sḫt,to ensnare,T26-Aa1-X1-A24,0,0
12476,𓌦𓂝,sḫt,close (net),T26-D36,0,0
12477,𓌦𓐍𓏏𓏛𓀜,sḫt,to gather,T26-Aa1-X1-Y1-A24,0,0
12478,𓌦𓐍𓏏𓏴𓀜,sḫt,to make bricks,T26-Aa1-X1-Z9-A24,0,0
12479,𓌧𓏏𓏏𓁷𓏤,sḫtt ḥr,spider,T27-X1-X1-D2-Z1,0,0
12480,𓌦𓐍𓏏𓊌,sḫt,stone for patching ?,T26-Aa1-X1-O39,0,0
12481,𓋴𓐍𓏏𓌦𓂻,sḫt,ambushing ?,S29-Aa1-X1-T26-D54,0,0
12482,𓋴𓐍𓏏𓏭𓂻,sḫty,run,S29-Aa1-X1-Z4-D54,0,0
12483,𓋴𓆱𓐍𓏏𓇋𓇋𓂽,sḫty,to repel,S29-M3-Aa1-X1-M17-M17-D55,0,0
12484,𓋴𓆱𓐍𓏏𓆱𓐍𓏏𓂽,sḫtḫt,"to hold back, to entrap, to ensnare",S29-M3-Aa1-X1-M3-Aa1-X1-D55,0,0
12485,𓋴𓐍𓂧𓀡,sḫd,"be upside down, be disordered (of dress)",S29-Aa1-D46-A29,0,0
12486,𓅓𓋴𓐍𓂧𓀡,m sḫd,head downwards,G17-S29-Aa1-D46-A29,0,0
12487,𓋴𓐍𓂧𓐍𓂧𓀡,sḫdḫd,"be upside down, hang down (of breasts)",S29-Aa1-D46-Aa1-D46-A29,0,0
12488,𓋴𓐍𓂧𓐍𓂧𓂡,sḫdḫd,be upside down,S29-Aa1-D46-Aa1-D46-D40,0,0
12489,𓋴𓐍𓂧𓐍𓂧𓀡,sḫdḫd,"hang up, suspend",S29-Aa1-D46-Aa1-D46-A29,0,0
12490,𓊃𓄡𓄔,sẖj,be deaf,O34-F32-F21,0,0
12491,𓊃𓄡𓏭𓄔,sẖj,be deaf,O34-F32-Z4-F21,0,0
12492,𓋴𓄡𓂻,sẖj,to be neglectful,S29-F32-D54,0,0
12493,𓊃𓄡𓄔𓁷𓏤,sẖj ḥr,be neglectful,O34-F32-F21-D2-Z1,0,0
12494,𓋴𓆞𓄿𓏲𓏛𓀜,sẖꜣ,to pull,S29-K4-G1-Z7-Y1-A24,0,0
12495,𓋴𓆞𓄿𓎡𓋳𓀜,sẖꜣk,"strain, squeeze out",S29-K4-G1-V31-S28-A24,0,0
12496,𓋴𓆞𓄿𓎡𓋳𓂡,sẖꜣk,"strain, squeeze out",S29-K4-G1-V31-S28-D40,0,0
12497,𓋴𓄡𓈖𓎡𓍱𓀜,sẖꜣk,"strain, squeeze out",S29-F32-N35-V31-V6-A24,0,0
12498,𓋴𓄡𓂝𓏏𓃹,sẖꜥt,hare,S29-F32-D36-X1-E34,0,0
12499,𓋴𓄡𓃀𓀁,sẖb,swallow,S29-F32-D58-A2,0,0
12500,𓋴𓄡𓃀𓏲𓈗,sẖbw,draught (of medicine),S29-F32-D58-Z7-N35A,0,0
12501,𓋴𓄡𓊪𓀁,sẖp,swallow,S29-F32-Q3-A2,0,0
12502,𓊃𓄡𓅓𓂻,sẖm,"be hasty, impetuous",O34-F32-G17-D54,0,0
12503,𓊃𓄡𓅓𓀜,sẖm,"be hasty, impetuous",O34-F32-G17-A24,0,0
12504,𓊃𓄡𓅓𓂷𓂡,sẖm,comb (flax),O34-F32-G17-D51-D40,0,0
12505,𓋴𓄡𓈖𓊊𓀜,sẖn,demolish,S29-F32-N35-O37-A24,0,0
12506,𓋴𓂙𓏌𓏲𓁢𓀜𓏥,sẖnw,"to arouse, to stir up, to divert from duty",S29-D33-W24-Z7-C6-A24-Z2,0,0
12507,𓋴𓄡𓈖𓈖𓊊𓂡,sẖnn,"to overthrow, to demolish",S29-F32-N35-N35-O37-D40,0,0
12508,𓊊,sẖnn,"to overthrow, to demolish",O37,0,0
12509,𓋴𓄡𓈖𓎡𓏏𓏊,sẖnkt,sifting vessel,S29-F32-N35-V31-X1-W22,0,0
12510,𓋴𓄡𓂋𓌕𓂝,sẖr,"sweep, brush over, overlay (with), stroke",S29-F32-D21-T11-D36,0,0
12511,𓋴𓄡𓂋𓏤,sẖr,"sweep, brush over, overlay (with), stroke",S29-F32-D21-Z1,0,0
12512,𓋴𓄡𓂋𓂡,sẖr,"sweep, brush over, overlay (with), stroke",S29-F32-D21-D40,0,0
12513,𓊃𓐍𓂋𓌕𓀜,sẖr,"sweep, brush over, overlay (with), stroke",O34-Aa1-D21-T11-A24,0,0
12514,𓊃𓄡𓂋𓂒,sẖr,milk,O34-F32-D21-D27A,0,0
12515,𓊃𓄡𓂋𓂑𓂡,sẖr,milk,O34-F32-D21-D27A-D40,0,0
12516,𓋳𓌨,sẖr,"fashion, mode",S28-T28,0,0
12517,𓊃𓄡𓂋𓅱𓋳𓏪,sẖrw,a linen fabric,O34-F32-D21-G43-S28-Z3,0,0
12518,𓋴𓄡𓂋𓏲𓆱,sẖrw,ship's  planks,S29-F32-D21-Z7-M3,0,0
12519,𓊃𓄡𓂋𓏲𓆱𓏥,sẖrw,timber,O34-F32-D21-Z7-M3-Z2,0,0
12520,𓋴𓌨𓂋𓏭𓂝𓏤𓀜,sẖry ꜥ,"to underestimate, to deem insignificant, to undervalue",S29-T28-D21-Z4-D36-Z1-A24,0,0
12521,𓋴𓌨𓂋𓏭𓂝𓏤𓅪,sẖry ꜥ,to despise,S29-T28-D21-Z4-D36-Z1-G37,0,0
12522,𓊃𓄡𓂋𓂋𓏏𓈒,sẖrrt,bulbs (?),O34-F32-D21-D21-X1-N33,0,0
12523,𓋴𓄡𓎡𓂋𓐬,sẖkr,"decorate, adorn, burnish",S29-F32-V31-D21-Aa30,0,0
12524,𓋴𓄡𓎡𓂋𓏲𓍱,sẖkr,"decorate, adorn",S29-F32-V31-D21-Z7-V6,0,0
12525,𓋴𓐬𓏛,sẖkr,"decorate, adorn, burnish",S29-Aa30-Y1V,0,0
12526,𓋴𓄡𓎡𓐬,sẖkr,"decorate, adorn, burnish",S29-F32-V31-Aa30,0,0
12527,𓋴𓄡𓎡𓂋𓏯𓏛,sẖkr,"decorate, adorn, burnish",S29-F32-V31-D21-Z5-Y1,0,0
12528,𓊃𓄡𓂋,sẖkr,to plaster,O34-F32-D21,0,0
12529,𓋴𓄡𓂋𓏯𓏛,sẖkr,to protect (with armour),S29-F32-D21-Z5-Y1,0,0
12531,𓊃𓊃𓊮,ss,ashes,O34-O34-Q7,0,0
12532,𓋴𓋴𓊮,ss,ashes,S29-S29-Q7,0,0
12533,𓋴𓋴𓂻,ss,hurry,S29-S29-D54,0,0
12534,𓋴𓇋𓋴𓇋𓂻,sysy,hurry,S29-M17-S29-M17-D54,0,0
12535,𓅭𓊄,ss,hurry,G39-O35,0,0
12536,𓋴𓋴𓐠𓄿𓄿𓀁,ssꜣꜣ,"to satisfy, to sate",S29-S29-Aa18-G1-G1-A2,0,0
12537,𓋴𓋴𓐟𓄿𓀁,ssꜣj,"satisfy, make wise",S29-S29-Aa17-G1-A2,0,0
12538,𓋴𓋴𓐟𓄿𓏲𓀁,ssꜣw,"provisions, sustenance",S29-S29-Aa17-G1-Z7-A2,0,0
12539,𓋴𓏛𓐟𓄿𓏊𓏐𓏳,ssꜣw,"provisions, sustenance",S29-Y1V-Aa17-G1-W22-X2-Z8,0,0
12540,𓋴𓋴𓐟𓅱𓀁,ssꜣw,satisfaction,S29-S29-Aa17-G43-A2,0,0
12541,𓊃𓐠𓈎𓆌𓏛,ssꜣq,to reassemble,O34-Aa18-N29-I5-Y1,0,0
12542,𓋴𓋴𓏲𓉐,ssw,"stockade, enclosure",S29-S29-Z7-O1,0,0
12543,𓋴𓋴𓏏𓅱𓈔𓏥,sswt,a metallic inlay ?,S29-S29-X1-G43-N34-Z2,0,0
12544,𓊃𓊃𓇋𓅱𓏏𓆱𓏥,sswt,"metal inlays, bolts",O34-O34-M17-G43-X1-M3-Z2,0,0
12545,𓋴𓋴𓃹𓈖𓊮,sswn,destroy,S29-S29-E34-N35-Q7,0,0
12546,𓋴𓋴𓃹𓈖𓌕𓅪,sswn,destroy,S29-S29-E34-N35-T11-G37,0,0
12547,𓋴𓋴𓃹𓈖𓊮,sswn,destruction,S29-S29-E34-N35-Q7,0,0
12548,𓋴𓋴𓇬𓈖𓌕𓅪,sswn,"destroy, destruction",S29-S29-M42-N35-T11-G37,0,0
12549,𓊃𓊃𓃹𓈖,sswn,"to punish, to blot out",O34-O34-E34-N35,0,0
12550,𓋴𓋴𓃹𓈖𓀁,sswn,to be parched,S29-S29-E34-N35-A2,0,0
12551,𓊃𓊄𓃀𓂻,ssbj,despatch (army),O34-O35-D58-D54,0,0
12552,𓋴𓋴𓃀𓈎𓏛,ssbq,honour (someone),S29-S29-D58-N29-Y1,0,0
12553,𓋴𓋴𓃀𓏏𓄑𓀁,ssbt,make to laugh,S29-S29-D58-X1-F18-A2,0,0
12554,𓋴𓊃𓊪𓂋𓂻,sspr,"drag, tow (boat)",S29-O34-Q3-D21-D54,0,0
12555,𓋴𓋴𓊪𓂧𓇮𓏛,sspd,"make ready, supply (with), prepare (food)",S29-S29-Q3-D46-M44-Y1V,0,0
12556,𓋴𓋴𓊪𓂧𓇮𓏛,sspd,"enliven (the downcast), penetrate (into)",S29-S29-Q3-D46-M44-Y1V,0,0
12557,𓋴𓋴𓇮𓏛,sspd,"enliven (the downcast), penetrate (into)",S29-S29-M44-Y1V,0,0
12558,𓋴𓋴𓇮𓏛,sspd,"make ready, supply (with), prepare (food)",S29-S29-M44-Y1V,0,0
12559,𓋴𓋴𓊪𓂧𓏛,sspd,"enliven (the downcast), penetrate (into)",S29-S29-Q3-D46-Y1V,0,0
12560,𓋴𓋴𓊪𓂧𓏛,sspd,"make ready, supply (with), prepare (food)",S29-S29-Q3-D46-Y1V,0,0
12561,𓊃𓊃𓆑𓂉,ssf,soothe,O34-O34-I9-D19,0,0
12562,𓊃𓊃𓆑𓅱𓋳𓏥,ssfw,garments,O34-O34-I9-G43-S28-Z2,0,0
12563,𓊃𓊃𓆑𓏭𓊮,ssfy,ashes,O34-O34-I9-Z4-Q7,0,0
12564,𓊃𓊃𓅓𓃗,ssm,horse,O34-O34-G17-E6,0,0
12565,𓋴𓋴𓅓𓏏𓃗,ssmt,"horse, mare",S29-S29-G17-X1-E6,0,0
12566,𓋴𓋴𓅓𓏏𓄛,ssmt,"horse, mare",S29-S29-G17-X1-F27,0,0
12567,𓊃𓊃𓅐𓏏𓃗,ssmt,"horse, mare",O34-O34-G14-X1-E6,0,0
12569,𓊃𓊃𓐝𓏏𓁻,ssmt,(unknown meaning),O34-O34-Aa15-X1-D6,0,0
12570,𓊃𓊃𓈖𓈀,ssn,cause to pass,O34-O34-N35-N18,0,0
12571,𓋴𓋴𓈖𓂉,ssn,"breathe, smell",S29-S29-N35-D19,0,0
12572,𓋴𓋴𓂉,ssn,"breathe, smell",S29-S29-D19,0,0
12574,𓋴𓋴𓈖𓏭𓂉,ssny,to take a breath,S29-S29-N35-Z4-D19,0,0
12575,𓊃𓊃𓈖𓏭𓏲,ssny,to take a breath,O34-O34-N35-Z4-Z7,0,0
12576,𓋴𓋴𓈖𓃀𓏛,ssnb,"preserve, heal",S29-S29-N35-D58-Y1V,0,0
12577,𓋴𓋴𓇛𓅓𓆭,ssnḏm,a costly wood,S29-S29-M29-G17-M1,0,0
12578,𓋴𓋴𓇛𓆭,ssnḏm,a costly wood,S29-S29-M29-M1,0,0
12579,𓋴𓋴𓈖𓇛𓆱,ssnḏm,a costly wood,S29-S29-N35-M29-M3,0,0
12580,𓋴𓋴𓂋𓂧𓇝,ssrd,plant (garden),S29-S29-D21-D46-M31,0,0
12581,𓋴𓋴𓎛𓂡,ssḥ,"destroy (enemies), shatter (heads)",S29-S29-V28-D40,0,0
12582,𓋴𓋴𓎛𓅪,ssḥ,destroy (enemies),S29-S29-V28-G37,0,0
12583,𓋴𓋴𓎛𓌪,ssḥ,shatter (heads),S29-S29-V28-T30,0,0
12584,𓋴𓋴𓌂𓅓,ssḫm,strengthen,S29-S29-S42-G17,0,0
12585,𓋴𓋴𓏏𓂾,sst,calf (of leg),S29-S29-X1-D56,0,0
12586,𓋴𓋴𓏏𓂉,sst,"breathe, smell",S29-S29-X1-D19,0,0
12587,𓋴𓂧𓏏𓏯𓇓𓏲𓆰,ssd,(a plant),S29-D46-X1-Z5-M23-Z7-M2,0,0
12588,𓐠𓇓𓏲𓍘𓇋𓆰𓏫,ssdw,(a plant),Aa18-M23-Z7-U33-M17-M2-Z3A,0,0
12589,𓊃𓈙𓉿,sš,open,O34-N37-O31,0,0
12590,𓊃𓈙𓏴𓂻,sš,open,O34-N37-Z9-D54,0,0
12591,𓊃𓈙𓏴𓏛,sš,open,O34-N37-Z9-Y1,0,0
12592,𓊃𓈙𓏴𓂻,sš,"pass, spread, spread out, strew, post (sentries)",O34-N37-Z9-D54,0,0
12593,𓊃𓈙𓂻,sš,"pass, spread, spread out, strew, post (sentries)",O34-N37-D54,0,0
12594,𓊃𓈙𓇶,sš,"pass, spread, spread out, strew, post (sentries)",O34-N37-N8,0,0
12595,𓊃𓈙𓂡,sš,"pass, spread, spread out, strew, post (sentries)",O34-N37-D40,0,0
12596,𓊃𓈙𓁀𓀜,sš,to spread out,O34-N37-A55-A24,0,0
12597,𓊃𓈙𓐠𓄿𓏲𓏯𓂻,sš,"to stretch, to expand",O34-N37-Aa18-G1-Z7-Z5-D54,0,0
12598,𓊃𓈙𓏲𓏴𓂻,sšw,to give fair passage,O34-N37-Z7-Z9-D54,0,0
12599,𓊃𓈙𓌪,sš,cut (linen),O34-N37-T30,0,0
12600,𓊃𓈙𓏳𓏥𓏯,sš,cakes,O34-N37-Z8-Z2-Z5,0,0
12601,𓊃𓈙𓏴𓉐,sš,threshold,O34-N37-Z9-O1,0,0
12602,𓊃𓈙𓏴𓂻,sš,threshold,O34-N37-Z9-D54,0,0
12603,𓅹𓈇,sš,marsh,G49-N23,0,0
12604,𓅹𓏥,sšyw,trapping marshes,G49-Z2,0,0
12605,𓏞𓏛,sš,"write, inscribe, paint, draw, enrol (troops)",Y3-Y1V,0,0
12606,𓏞𓏛,sš,"writing, depiction, record, papyrus roll, letter, document",Y3-Y1V,0,0
12607,𓏞𓏲𓍼𓏥,sš,"writing, documents",Y3-Z7-V12-Z2,0,0
12608,𓊃𓈙𓏝,sš,"writing, depiction, record, papyrus roll, letter, document",O34-N37-Y2,0,0
12610,𓋴𓈙𓏟𓏛,sš,"write, inscribe, paint, draw, enrol (troops)",S29-N37-Y4-Y1V,0,0
