pie 	 adverb 	 piously 	 piously
oferi 	 verb 	 sacrifice 	 to offer up, sacrifice
oferi 	 verb 	 up 	 to offer up, sacrifice
mangano 	 noun 	 manganese 	 manganese
bastono 	 noun 	 stick 	 stick, staff
bastono 	 noun 	 staff 	 stick, staff
bastono 	 noun 	 cane 	 cane
bendo 	 noun 	 tape 	 tape
atento 	 noun 	 attention 	 attention
fresko 	 noun 	 fresco 	 fresco
diplomata 	 adjective 	 diplomatic 	 diplomatic
pornografo 	 noun 	 pornographer 	 a pornographer
pornografa 	 adjective 	 pornographic 	 pornographic
taktika 	 adjective 	 tactical 	 tactical
fugo 	 noun 	 fugue 	 fugue
metronomo 	 noun 	 metronome 	 metronome
astra 	 adjective 	 astral 	 astral
bakteria 	 adjective 	 bacterial 	 bacterial
unio 	 noun 	 union 	 A union
prosperi 	 verb 	 prosper 	 to prosper
prosperi 	 verb 	 succeed 	 for someone to succeed
blinde 	 adverb 	 blindly 	 blindly
blinde 	 adverb 	 blindly 	 blindly
segmento 	 noun 	 segment 	 segment
tritono 	 noun 	 tritium 	 triton, tritium nucleus
tritono 	 noun 	 triton 	 triton, tritium nucleus
tritono 	 noun 	 nucleus 	 triton, tritium nucleus
vibrafono 	 noun 	 vibraphone 	 vibraphone, a musical instrument similar to the xylophone
vibrafono 	 noun 	 xylophone 	 vibraphone, a musical instrument similar to the xylophone
frivolo 	 noun 	 frivolity 	 frivolity
ceceo 	 noun 	 tsetse 	 tsetse fly
ceceo 	 noun 	 fly 	 tsetse fly
alterne 	 adverb 	 alternately 	 alternately
soula 	 adjective 	 soul music 	 relating or pertaining to soul music
ovario 	 noun 	 ovary 	 ovary
abono 	 noun 	 subscription 	 subscription
abstemio 	 noun 	 abstemiousness 	 abstemiousness
trie 	 adverb 	 thirdly 	 thirdly
eko 	 noun 	 start 	 start, beginning
eko 	 noun 	 beginning 	 start, beginning
supo 	 noun 	 soup 	 soup
sepa 	 adjective 	 seventh 	 ordinal numbers seventh
oke 	 adverb 	 eighthly 	 eighthly
partio 	 noun 	 party 	 party
moldava 	 adjective 	 Moldavian 	 Moldavian
turkmena 	 adjective 	 Turkmen 	 Turkmen
duona 	 adjective 	 half 	 half
duona 	 adjective 	 double 	 gloss=double
haloo 	 noun 	 halo 	 halo
stilo 	 noun 	 style 	 style
kalva 	 adjective 	 bald 	 bald
abona 	 adjective 	 subscription 	 subscription-related
estona 	 adjective 	 Estonian 	 Estonian
karpo 	 noun 	 carp 	 carp
formuli 	 verb 	 formulate 	 to formulate
meteorologo 	 noun 	 meteorologist 	 meteorologist, weather forecaster
meteorologo 	 noun 	 weather forecaster 	 meteorologist, weather forecaster
kamela 	 adjective 	 cameline 	 cameline
geno 	 noun 	 gene 	 a gene
m. 	 verb 	 died 	 |died
savo 	 noun 	 salvation 	 salvation, salvage
savo 	 noun 	 salvage 	 salvation, salvage
aino 	 noun 	 Ainu 	 Ainu
kero 	 noun 	 hearts 	 The suit of hearts, marked with the symbol
kero 	 noun 	 suit 	 The suit of hearts, marked with the symbol
vadi 	 verb 	 wade 	 to wade
eto 	 noun 	 eta 	 eta
tineo 	 noun 	 moth 	 moth
apokalipse 	 adverb 	 apocalyptically 	 apocalyptically
geografo 	 noun 	 geographer 	 geographer
frisa 	 adjective 	 frieze 	 Of or pertaining to a frieze
frisa 	 adjective 	 Frisian 	 Frisian
friso 	 noun 	 frieze 	 frieze
friso 	 noun 	 Frisian 	 A Frisian person
maŭro 	 noun 	 Moor 	 Moor
ploro 	 noun 	 crying 	 crying
poeto 	 noun 	 poet 	 poet
tikli 	 verb 	 tickle 	 to tickle
tikli 	 verb 	 tickle 	 to rouse, to excite, to tickle
tikli 	 verb 	 rouse 	 to rouse, to excite, to tickle
tikli 	 verb 	 excite 	 to rouse, to excite, to tickle
reĝa 	 adjective 	 kingly 	 royal, regal, kingly
reĝa 	 adjective 	 royal 	 royal, regal, kingly
reĝa 	 adjective 	 regal 	 royal, regal, kingly
spektro 	 noun 	 spectrum 	 spectrum
amputi 	 verb 	 amputate 	 To amputate
tantalo 	 noun 	 tantalum 	 tantalum
sese 	 adverb 	 sixthly 	 sixthly
adepte 	 adverb 	 adeptly 	 adeptly
monstro 	 noun 	 monster 	 monster
simetria 	 adjective 	 symmetrical 	 symmetric, symmetrical
simetria 	 adjective 	 symmetric 	 symmetric, symmetrical
kolonia 	 adjective 	 colonial 	 colonial
astrologo 	 noun 	 astrologist 	 astrologer, astrologist
astrologo 	 noun 	 astrologer 	 astrologer, astrologist
promeni 	 verb 	 walk around 	 to go for a walk; to stroll; to walk around
promeni 	 verb 	 walk 	 to go for a walk; to stroll; to walk around
promeni 	 verb 	 stroll 	 to go for a walk; to stroll; to walk around
neŭtrino 	 noun 	 neutrino 	 neutrino
cefalopodo 	 noun 	 cephalopod 	 cephalopod
haŭto 	 noun 	 skin 	 skin
neŭra 	 adjective 	 neural crest 	 neural, as in neural crest
neŭra 	 adjective 	 neural 	 neural, as in neural crest
paci 	 verb 	 at 	 to be at peace
paci 	 verb 	 peace 	 to be at peace
paci 	 verb 	 be 	 to be at peace
cin 	 pronoun 	 thee 	 thee, you
cin 	 pronoun 	 you 	 thee, you
voĉi 	 verb 	 voice 	 to voice
voĉi 	 verb 	 vote 	 to vote
perspektiva 	 adjective 	 perspective 	 Of or relating to  perspective
amfibia 	 adjective 	 amphibian 	 amphibian
amfibia 	 adjective 	 amphibious 	 by extension amphibious
formaldehido 	 noun 	 formaldehyde 	 formaldehyde
sinteza 	 adjective 	 synthetic 	 synthetic
antisemitismo 	 noun 	 antisemitism 	 antisemitism
mediti 	 verb 	 think 	 to meditate, think to oneself
mediti 	 verb 	 oneself 	 to meditate, think to oneself
mediti 	 verb 	 to 	 to meditate, think to oneself
mediti 	 verb 	 meditate 	 to meditate, think to oneself
orbito 	 noun 	 orbit 	 orbit
ekstra 	 adjective 	 extra 	 extra
somero 	 noun 	 summer 	 summer
kasko 	 noun 	 helmet 	 helmet
fiaĉa 	 adjective 	 terrible 	 Thoroughly awful, terrible
fiaĉa 	 adjective 	 awful 	 Thoroughly awful, terrible
simio 	 noun 	 simian 	 simian, monkey
simio 	 noun 	 monkey 	 simian, monkey
epopea 	 adjective 	 epic 	 epic
kartografia 	 adjective 	 cartographic 	 cartographic
titano 	 noun 	 titan 	 titan
trista 	 adjective 	 sad 	 sad
aĉa 	 adjective 	 lousy 	 awful, terrible, lousy, horrendous, rotten, horrid, wretched
aĉa 	 adjective 	 horrendous 	 awful, terrible, lousy, horrendous, rotten, horrid, wretched
aĉa 	 adjective 	 rotten 	 awful, terrible, lousy, horrendous, rotten, horrid, wretched
aĉa 	 adjective 	 horrid 	 awful, terrible, lousy, horrendous, rotten, horrid, wretched
aĉa 	 adjective 	 terrible 	 awful, terrible, lousy, horrendous, rotten, horrid, wretched
aĉa 	 adjective 	 wretched 	 awful, terrible, lousy, horrendous, rotten, horrid, wretched
aĉa 	 adjective 	 awful 	 awful, terrible, lousy, horrendous, rotten, horrid, wretched
laika 	 adjective 	 lay 	 lay
dimensio 	 noun 	 dimension 	 dimension
aĉe 	 adverb 	 poorly 	 badly, poorly, terribly
aĉe 	 adverb 	 badly 	 badly, poorly, terribly
aĉe 	 adverb 	 terribly 	 badly, poorly, terribly
diplomo 	 noun 	 diploma 	 diploma
diplomo 	 noun 	 degree 	 degree
aĉulo 	 noun 	 jerk 	 jerk, scoundrel
aĉulo 	 noun 	 scoundrel 	 jerk, scoundrel
aĉulo 	 noun 	 w:Claude Piron 	 * 1983, Claude Piron, Gerda malaperis!, chapter 22
baroko 	 noun 	 Baroque 	 Baroque
rokoko 	 noun 	 rococo 	 rococo
gotika 	 adjective 	 Gothic 	 Gothic
ino 	 noun 	 female 	 a female
ino 	 noun 	 male 	 neologism gloss=a male
portalo 	 noun 	 portal 	 portal
kommando 	 noun 	 commando 	 commando
propagando 	 noun 	 publicity 	 propaganda, publicity
propagando 	 noun 	 propaganda 	 propaganda, publicity
libreto 	 noun 	 booklet 	 a booklet
libreto 	 noun 	 libretto 	 libretto
ciano 	 noun 	 cyanogen 	 cyanogen
filologo 	 noun 	 philologist 	 philologist
salamandra 	 adjective 	 salamander 	 related or pertaining to salamanders
salamandra 	 adjective 	 salamander 	 salamander
patologo 	 noun 	 pathologist 	 pathologist
tolo 	 noun 	 cloth 	 linen cloth
tolo 	 noun 	 linen 	 linen cloth
sendo 	 noun 	 sending 	 sending
etnografo 	 noun 	 ethnographer 	 ethnographer
tempesto 	 noun 	 tempest 	 storm, tempest
tempesto 	 noun 	 storm 	 storm, tempest
profeto 	 noun 	 prophet 	 prophet
multo 	 noun 	 sizeable 	 a sizeable quantity or number
multo 	 noun 	 quantity 	 a sizeable quantity or number
multo 	 noun 	 number 	 a sizeable quantity or number
fraŭlino 	 noun 	 woman 	 unmarried woman, spinster
fraŭlino 	 noun 	 spinster 	 unmarried woman, spinster
fraŭlino 	 noun 	 unmarried 	 unmarried woman, spinster
fraŭlino 	 noun 	 woman 	 young woman
fraŭlino 	 noun 	 young 	 young woman
fraŭlino 	 noun 	 Miss 	 Miss
giganto 	 noun 	 giant 	 giant
religio 	 noun 	 religion 	 religion
fonografo 	 noun 	 phonograph 	 phonograph
usona 	 adjective 	 United States of America 	 of the United States of America
kirli 	 verb 	 stir 	 to stir
palpi 	 verb 	 touch 	 to touch, feel
palpi 	 verb 	 feel 	 to touch, feel
propono 	 noun 	 proposal 	 proposal
satiro 	 noun 	 satire 	 satire
interesa 	 adjective 	 interesting 	 interesting
interese 	 adverb 	 interestingly 	 interestingly
jodo 	 noun 	 iodine 	 iodine
okupo 	 noun 	 occupation 	 occupation
pego 	 noun 	 woodpecker 	 woodpecker
monoteismo 	 noun 	 monotheism 	 monotheism
falo 	 noun 	 fall 	 fall
teologo 	 noun 	 theologian 	 theologian
ruino 	 noun 	 ruin 	 ruin
civilizo 	 noun 	 civilization 	 civilization
paralizo 	 noun 	 paralysis 	 paralysis
paralizo 	 noun 	 paraplegia 	 gloss=paraplegia
organiza 	 adjective 	 organizational 	 organizational
organizo 	 noun 	 organization 	 organization , organisation
organizo 	 noun 	 organisation 	 organization , organisation
analizo 	 noun 	 analysis 	 analysis
lupino 	 noun 	 she-wolf 	 she-wolf
lupino 	 noun 	 wolf 	 gloss=wolf
kaco 	 noun 	 prick 	 cock, prick, dick
kaco 	 noun 	 cock 	 cock, prick, dick
kaco 	 noun 	 dick 	 cock, prick, dick
piĉo 	 noun 	 pitch 	 pitch
piĉo 	 noun 	 cunt 	 pussy, cunt, twat
piĉo 	 noun 	 twat 	 pussy, cunt, twat
piĉo 	 noun 	 pussy 	 pussy, cunt, twat
berilo 	 noun 	 beryl 	 beryl gem
plago 	 noun 	 plague 	 plague
doktrina 	 adjective 	 doctrinal 	 doctrinal
duko 	 noun 	 duke 	 duke
tuso 	 noun 	 cough 	 cough
strio 	 noun 	 stripe 	 stripe
normo 	 noun 	 norm 	 norm
verba 	 adjective 	 verbal 	 verbal
aborta 	 adjective 	 abortive 	 abortive
honoro 	 noun 	 honor 	 honor
moke 	 adverb 	 mockingly 	 mockingly
amasa 	 adjective 	 mass 	 mass
anticipe 	 adverb 	 anticipation 	 in anticipation; in advance; beforehand, ahead of time
anticipe 	 adverb 	 beforehand 	 in anticipation; in advance; beforehand, ahead of time
anticipe 	 adverb 	 ahead of time 	 in anticipation; in advance; beforehand, ahead of time
anticipe 	 adverb 	 in advance 	 in anticipation; in advance; beforehand, ahead of time
inflamo 	 noun 	 inflammation 	 inflammation
gluta 	 adjective 	 swallowed 	 swallowed, swallowing
gluta 	 adjective 	 swallowing 	 swallowed, swallowing
inundo 	 noun 	 flood 	 flood
triangula 	 adjective 	 triangular 	 triangular
triangule 	 adverb 	 triangularly 	 triangularly
triangulo 	 noun 	 triangle 	 triangle
meza 	 adjective 	 middle 	 middle, central
meza 	 adjective 	 central 	 middle, central
meza 	 adjective 	 medium 	 medium
ermita 	 adjective 	 hermitic 	 hermitic
paralelo 	 noun 	 parallel 	 parallel
glacio 	 noun 	 ice 	 ice
tritio 	 noun 	 tritium 	 tritium
lante 	 adverb 	 slowly 	 slowly
ĵetanto 	 noun 	 pitcher 	 pitcher
ĵetanto 	 noun 	 thrower 	 thrower
esence 	 adverb 	 essentially 	 essentially
silka 	 adjective 	 silk 	 silk
mateo 	 noun 	 yerba mate 	 mate, yerba mate
mateo 	 noun 	 mate 	 mate, yerba mate
oftalmologo 	 noun 	 opthalmologist 	 opthalmologist
ideologo 	 noun 	 ideologue 	 ideologue
soldatiĝi 	 verb 	 join 	 to enlist , to join
soldatiĝi 	 verb 	 enlist 	 to enlist , to join
estimi 	 verb 	 regard 	 to esteem, regard highly
estimi 	 verb 	 esteem 	 to esteem, regard highly
dudek 	 numeral 	 twenty 	 cardinal numbers twenty
etnologo 	 noun 	 ethnologist 	 ethnologist
soldatigi 	 verb 	 conscript 	 to draft; to conscript
soldatigi 	 verb 	 draft 	 to draft; to conscript
malico 	 noun 	 malice 	 malice
malica 	 adjective 	 malicious 	 malicious
gamo 	 noun 	 gamut 	 gamut
gamo 	 noun 	 gamma 	 gamma
favo 	 noun 	 ringworm 	 ringworm, scurf
favo 	 noun 	 scurf 	 ringworm, scurf
filantropo 	 noun 	 philanthropist 	 philanthropist
sanga 	 adjective 	 bloody 	 bloody
industrio 	 noun 	 industry 	 industry
kapitalisme 	 adverb 	 capitalistically 	 capitalistically
arseno 	 noun 	 arsenic 	 arsenic
tuŝi 	 verb 	 touch 	 to touch
binara 	 adjective 	 binary 	 binary
lami 	 verb 	 limp 	 to limp
tensio 	 noun 	 tension 	 tension
tetano 	 noun 	 tetanus 	 tetanus
monolito 	 noun 	 monolith 	 monolith
tondi 	 verb 	 clip 	 to cut , clip
tondi 	 verb 	 cut 	 to cut , clip
paleontologo 	 noun 	 paleontologist 	 paleontologist
aĵo 	 noun 	 concrete 	 a concrete thing or manifestation
aĵo 	 noun 	 thing 	 a concrete thing or manifestation
aĵo 	 noun 	 manifestation 	 a concrete thing or manifestation
ejo 	 noun 	 place 	 a place designated for a purpose
telencefalo 	 noun 	 endbrain 	 Brain regions telencephalon; endbrain
telencefalo 	 noun 	 telencephalon 	 Brain regions telencephalon; endbrain
litografi 	 verb 	 lithograph 	 To lithograph
apatie 	 adverb 	 apathetically 	 apathetically
reva 	 adjective 	 dreamlike 	 dreamlike
iŝi 	 pronoun 	 they 	 they
filozofia 	 adjective 	 philosophical 	 philosophical
sero 	 noun 	 serum 	 serum
havo 	 noun 	 possession 	 possession
ĝia 	 determiner 	 its 	 its
onia 	 determiner 	 one's 	 one's
furo 	 noun 	 ferret 	 ferret
danco 	 noun 	 dance 	 dance
eĥo 	 noun 	 echo 	 echo
ĵurnalo 	 noun 	 newspaper 	 newspaper
poŝo 	 noun 	 pocket 	 pocket
seĝo 	 noun 	 chair 	 seat, chair
seĝo 	 noun 	 seat 	 seat, chair
plie 	 adverb 	 additionally 	 additionally
abrupte 	 adverb 	 abruptly 	 abruptly
ĝentila 	 adjective 	 courteous 	 courteous, polite, gallant, well-mannered
ĝentila 	 adjective 	 polite 	 courteous, polite, gallant, well-mannered
ĝentila 	 adjective 	 gallant 	 courteous, polite, gallant, well-mannered
ĝentila 	 adjective 	 well 	 courteous, polite, gallant, well-mannered
ĝentila 	 adjective 	 mannered 	 courteous, polite, gallant, well-mannered
plaĉi 	 verb 	 pleasing 	 to please, to be pleasing to
plaĉi 	 verb 	 please 	 to please, to be pleasing to
ĉokolada 	 adjective 	 chocolate 	 chocolate
ameli 	 verb 	 starch 	 to starch
pupo 	 noun 	 doll 	 doll
pupo 	 noun 	 hand puppet 	 hand puppet
pupo 	 noun 	 pupa 	 pupa
sangi 	 verb 	 bleed 	 to bleed
pafi 	 verb 	 shoot 	 to shoot, to fire
pafi 	 verb 	 fire 	 to shoot, to fire
opinio 	 noun 	 opinion 	 opinion
roziĝo 	 noun 	 blush 	 blush
roziĝi 	 verb 	 blush 	 to blush
bovido 	 noun 	 calf 	 calf
tage 	 adverb 	 by day 	 by day, during the day, in the daytime
kurta 	 adjective 	 short 	 short
poŝto 	 noun 	 mail 	 a public institution  to deliver mail, post
poŝto 	 noun 	 post 	 a public institution  to deliver mail, post
poŝto 	 noun 	 mail 	 mail distribution in general
poŝto 	 noun 	 distribution 	 mail distribution in general
unuiĝinta 	 adjective 	 united 	 united
ĉefe 	 adverb 	 mainly 	 mainly, chiefly
ĉefe 	 adverb 	 chiefly 	 mainly, chiefly
freŝa 	 adjective 	 fresh 	 fresh not stale
droni 	 verb 	 sink 	 to sink
droni 	 verb 	 drown 	 to drown
diabla 	 adjective 	 diabolic 	 satanic, diabolic
diabla 	 adjective 	 satanic 	 satanic, diabolic
erotika 	 adjective 	 erotic 	 erotic
trafe 	 adverb 	 accurately 	 accurately, on target, to the point
trafe 	 adverb 	 on target 	 accurately, on target, to the point
neĝi 	 verb 	 snow 	 to snow
vegeti 	 verb 	 vegetate 	 to vegetate
ĉina 	 adjective 	 Chinese 	 Chinese
ĉina 	 adjective 	 Cantonese 	 t=Cantonese
ĉina 	 adjective 	 Mandarin 	 t=Mandarin
kabo 	 noun 	 cab 	 cab
kabo 	 noun 	 headland 	 cape, headland
kabo 	 noun 	 cape 	 cape, headland
vulvo 	 noun 	 vulva 	 vulva
vulvo 	 noun 	 pussy 	 gloss=pussy vulgar
vulvo 	 noun 	 clitoris 	 gloss=clitoris
vulvo 	 noun 	 labium 	 gloss=labium
vulvo 	 noun 	 urethra 	 gloss=urethra
vulvo 	 noun 	 vagina 	 gloss=vagina
predo 	 noun 	 prey 	 prey
vori 	 verb 	 consume 	 to devour, to consume
vori 	 verb 	 devour 	 to devour, to consume
italo 	 noun 	 Italian 	 an Italian
glate 	 adverb 	 smoothly 	 smoothly
itale 	 adverb 	 language 	 in the Italian language
itale 	 adverb 	 Italian 	 in the Italian language
itale 	 adverb 	 Italian 	 in the manner of an Italian person
tedi 	 verb 	 bore 	 to bore
vango 	 noun 	 cheek 	 cheek
laŭta 	 adjective 	 loud 	 loud of a sound
pravi 	 verb 	 correct 	 to be correct, be right
pravi 	 verb 	 right 	 to be correct, be right
skandale 	 adverb 	 scandalously 	 scandalously
alcedo 	 noun 	 halcyon 	 halcyon, kingfisher
alcedo 	 noun 	 kingfisher 	 halcyon, kingfisher
metropolita 	 adjective 	 metropolitan 	 metropolitan
manko 	 noun 	 lack 	 lack
cervino 	 noun 	 doe 	 a female deer, doe
cervino 	 noun 	 deer 	 a female deer, doe
cervino 	 noun 	 female 	 a female deer, doe
hermafrodita 	 adjective 	 hermaphroditic 	 hermaphroditic
liro 	 noun 	 lyre 	 lyre
liro 	 noun 	 lira 	 lira
heroa 	 adjective 	 heroic 	 heroic
tigro 	 noun 	 tiger 	 tiger
tigro 	 noun 	 panther 	 gloss=a panther
tigro 	 noun 	 male 	 |male tiger idiomatic
tigro 	 noun 	 tiger cub 	 |tiger cub
tigro 	 noun 	 female 	 |tigress, female tiger
tigro 	 noun 	 tigress 	 |tigress, female tiger
tigro 	 noun 	 tiger 	 |tiger meat
tigro 	 noun 	 meat 	 |tiger meat
tigro 	 noun 	 streak 	 |a streak of tigers
dek unu 	 numeral 	 eleven 	 cardinal numbers eleven
dek du 	 numeral 	 twelve 	 cardinal numbers twelve
dek tri 	 numeral 	 thirteen 	 cardinal numbers thirteen
dek kvar 	 numeral 	 fourteen 	 cardinal numbers fourteen
dek kvin 	 numeral 	 fifteen 	 cardinal numbers fifteen
dek ses 	 numeral 	 sixteen 	 cardinal numbers sixteen
dek sep 	 numeral 	 seventeen 	 cardinal numbers seventeen
dek ok 	 numeral 	 eighteen 	 cardinal numbers eighteen
dek naŭ 	 numeral 	 nineteen 	 cardinal numbers nineteen
epididimo 	 noun 	 epididymis 	 epididymis
lutra 	 adjective 	 lutrine 	 lutrine
lutra 	 adjective 	 mammalian 	 gloss=mammalian
moŝto 	 noun 	 majesty 	 an excellency; a majesty
moŝto 	 noun 	 excellency 	 an excellency; a majesty
eŭro 	 noun 	 euro 	 euro
stebi 	 verb 	 sew 	 to sew
juda 	 adjective 	 Jewish 	 Jewish
n.b. 	 phrase 	 bone 	 notu bone
n.b. 	 phrase 	 notu 	 notu bone
malvarmigi 	 verb 	 chill 	 to chill, make cold
malvarmigi 	 verb 	 cold 	 to chill, make cold
malvarmigi 	 verb 	 cool off 	 to cool down, cool off in the sense of reduce in temperature only
malvarmigi 	 verb 	 cool down 	 to cool down, cool off in the sense of reduce in temperature only
antonima 	 adjective 	 antonymic 	 antonymic
ŝviti 	 verb 	 perspire 	 to sweat, to perspire
ŝviti 	 verb 	 sweat 	 to sweat, to perspire
usona 	 adjective 	 United States of America 	 of or pertaining to the United States of America, US American
usona 	 adjective 	 US American 	 of or pertaining to the United States of America, US American
orta 	 adjective 	 right 	 right
antero 	 noun 	 anther 	 anther
katastrofa 	 adjective 	 catastrophic 	 catastrophic
grafito 	 noun 	 graphite 	 graphite
esperantista 	 adjective 	 Esperantist 	 Esperantist
acetilo 	 noun 	 acetyl 	 acetyl
aleno 	 noun 	 awl 	 awl
lms 	 adverb 	 AFAIK 	 |to my knowledge, AFAIK
lms 	 adverb 	 to my knowledge 	 |to my knowledge, AFAIK
aboco 	 noun 	 ABC 	 ABC, alphabet
aboco 	 noun 	 primer 	 primer
siringo 	 noun 	 lilac 	 lilac
pobo 	 noun 	 stern 	 the rear of a boat, stern
pobo 	 noun 	 prow 	 gloss=prow
spino 	 noun 	 spine 	 spine
telepatie 	 adverb 	 telepathically 	 telepathically
sonĝo 	 noun 	 dream 	 dream
foresto 	 noun 	 absence 	 absence
foresto 	 noun 	 w:L. L. Zamenhof 	 * 1915, L. L. Zamenhof , Malnova Testamento, Jesaja 34:16
danko 	 noun 	 gratitude 	 thanks, gratitude
danko 	 noun 	 thanks 	 thanks, gratitude
doktoro 	 noun 	 doctor 	 doctor
doktoro 	 noun 	 male 	 gloss=male doctor neologism
doktoro 	 noun 	 doctor 	 gloss=male doctor neologism
doktoro 	 noun 	 doctress 	 gloss=doctress obsolete
