dictionary	dictiōnārium
g-string	tanga
g-string	colaless
g-string	colalé
g-string	zunga
pros and cons	pro et contra
doric	Doricus
doric	Dorica
seminary	sēminārium
hangout	dēsidiābulum
semi-deponent	verbum transgressivum
training	asportatio
training	disciplina
cooking	coctūra
lacking	dēlicuus
virgil	Vergilius
virgil	Virgilius
technocratic	technocraticus
plucked	vulsus
covered	tectus
hermit crab	pīnotērēs
kneel before	aggeniculor
midbrain	mesencephalon
charnel house	ossuārium
merciless	immisericors
our lady	Domina Nostra
amblyopic	amblyōpicus
sodomite	paedīcātor
sodomite	paedīcō
sodomite	cinaedus
sodomite	pathicus
sodomite	draucus
spoonbill	platalea
ritzy	opiparus
lupin	lupinus
adriatic sea	Mare Hadriaticum
adriatic sea	Mare Superum
heaped	acervālis
hebraic	hebraicus
cinder	favilla
jut	prōmineō
priesthood	sacerdōtium
crossbill	loxia
enrich	dītō
presage	ōminor
confectioner	crustulārius
confectioner	cuppēdinārius
confectioner	dulciārius
confectioner	panchrestārius
elude	ēlūdō
mountainous	montōsus
glutinous	viscidus
overconfident	praefīdens
enlargement	prōlātiō
linden	tilia
lawman	lagemannus
at death's door	moribundus
at death's door	capulāris
loathsome	taeter
lecher	sellārius
ligature	ligatura
lycian	Lycius
look at	spectō
look at	speciō
look at	conspiciō
look at	viso
look at	video
look at	specto
look at	aspicio
look at	specio
novelty	novitas
catamite	catamītus
catamite	pathicus
catamite	delicium
catamite	glaber
textbook	līber definitivus
harquebus	arquebusum
handicapped	mancus
handicapped	claudus
preside	praesum
preside	sedeō
darius	Darius
rejuvenation	reiuvenatio
rejuvenation	reiuvenescentia
laziness	pigritia
truffle	tūber
truffle	tertufulus
ideological	ideologicus
wryneck	iynx
woodcock	attagēna
woodcock	scolopax
timothy	Timotheus
decurion	decuriō
hummingbird	colibris
bullfinch	pyrrhula
manwhore	spintria
remaining	cēterus
remaining	reliquus
remaining	residuus
redstart	phoenicurus
ceramics	fictilia
agrarian	agrārius
air hole	spiramentum
substantia nigra	substantia nigra
thorny	spīnifer
thorny	spīnōsus
toilsome	laboriosus
trousseau	ashugar
basement	basis
a little	paulum
a little	sub-
golden age	aetas aurea
gobble up	tuburcinor
goatherd	caprārius
goatherd	caprāria
trefoil	trifolium
hoodlum	grassātor
coming	venturus
cudgel	caia
cudgel	fūstis
doggy style	coitus mōre ferārum
collected	conductus
verily	vērē
diachrony	diachronia
dumbfound	obstupefaciō
situation comedy	comoedia situationis
malevolence	malevolentia
dobra	dobra
by no means	nullo modo
by no means	minimē
by no means	haud
by all means	quam maxime
by all means	quoquomodo
copyist	librarius
copyist	librariolus
isosceles	īsoscelēs
disagreement	dissensus
go over	descisco
every man for himself	proximus egomet mihi
hijra	hegira
midriff	praecordia
climate change	climatis mutatio
call back	revocō
gregorian	Gregorianus
consolable	consolabilis
isomorphic	isomorpha
indecent	indecēns
blackthorn	güven
blackthorn	spīnus
blackthorn	tȑnjina
blackthorn	tr̀nina
blackthorn	cȓnī tȓn
fistfight	pugna
feathered	pennātus
feathered	penniger
hindrance	ōbex
hindrance	obiectus
hindrance	impedīmentum
peristyle	peristȳlum
peristyle	peristȳlium
poplar	pōpulus
ordered	ordinātus
finished	effectus
finished	finitus
finished	terminatus
occupied	occupātus
established	fundātus
established	ratus
established	statutus
distinguished	ēgregius
distinguished	amplus
distinguished	notātus
carefully	curiose
carefully	caute
commentary	comentārium
commentary	commentārium
myrtle	myrtus
myrtle	mȑča
myrtle	mȋrta
assorted	miscellāneus
assorted	miscellus
rome wasn't built in a day	Roma non uno die aedificata est
manliness	virtus
manliness	animus virilis
service tree	sorbus
pitiless	torvus
pitiless	immisericors
slinger	fundibalarius
slinger	funditor
thunderbolt	fulmen
starlight	lūx stēllāris
starlight	lūx stēllārum
unafraid	interritus
remains	reliquiae
harlot	scortum
harlot	meretrix
luminary	lux
instability	instabilitas
lamentations	Lamentationes
late latin	sēra Latīnitās
uneasiness	scrūpus
tyrannical	imperiōsus
apheresis	aphaeresis
apheresis	ablatio
israelite	Israelita
lamina	lāmina
cognizant	conscius
swineherd	subulcus
swineherd	porcarius
myrrh	murra
myrrh	myrrha
heedless	indīligens
heedless	temerārius
heedless	inconsīderātus
go out	exeō
go out	ēgredior
go out	exeo
go out	egredior
exhaustion	dēfatīgātiō
intercede	intercēdō
assessment	taxātiō
assessment	aestimātiō
bad luck	res adversae
bad luck	fortuna mala
bad luck	res mala
bad luck	adversa
chervil	caerefolium
chervil	scandix
untalkative	taciturnus
isolated	sēcrētus
pile driver	fistūca
compound interest	anatocismus
nutshell	naucum
approximately	circiter
approximately	plus minus
approximately	P.M.
approximately	fere
connected	cōnexus
recognized	nōtus
pork rind	callōsa
lumberjack	lignātor
second-rate	secundārius
sorority	sororitas
soaked	madidus
mulled wine	vinum defrutum
murderous	internecīvus
stormy	procellōsus
stormy	turbulentus
half-moon	luna dimidiata
motherland	patria
motherland	mater
motherland	altrix
fatherland	patria
procuress	lēna
anchorage	Ancoraria
preordained	fātālis
preferable	potior
demijohn	demìžāna
poniard	sīca
orogenesis	orogenesis
hospitable	hospitālis
brazier	vatillum
brazier	foculus
shudder	tremō
shudder	trepidō
lazarus	אֶלְעָזָר
lazarus	Lazarus
proverbs	Proverbia
muscular dystrophy	dystrophia musculorum progressiva
calvary	Calvarium
legally	lēge
pleasantly	amoenē
apple tree	malus
strangle	angō
strangle	strangulō
strangle	suffōcō
strangle	offōcō
strangulation	angor
remoteness	longinquitās
remoteness	distantia
grave accent	kratkouzlazni naglasak
philanthropy	phĭlanthrōpĭa
smatter	blaterō
needy	egens
needy	inops
blue screen of death	umbraculum caeruleum mortis
porcelain	porcellanus
clemency	clēmentia
viscid	viscidus
exhausted	effētus
esculent	ēsculentus
balls	cōleī
outer ear	auris externa
inner ear	auris interna
eardrum	tympanum
cure-all	panacea
earlier	prius
deliberately	consultō
beating	paliza
beating	golpiza
by the way	obiter
noah's ark	Arca Noë
bookshelf	foruli
bookshelf	pluteus
organized	ordinātus
changeableness	mōbilitas
changeableness	inconstantia
entrails	a=aeilnrst
debatable	contrōversus
thrift	frūgālitās
thrift	parsimonia
unfamiliar	aliēnus
secretly	clam
secretly	furtim
secretly	latenter
refinement	urbānitās
gregorian chant	Cantus Gregorianus
gregorian chant	Canthus Gregorianus
townspeople	oppidānī
trappist	Trappista
inhospitable	inhospitālis
numbness	torpor
art for art's sake	ars gratiā artis
shameful	pudibundus
shameful	dēfōrmis
old norse	lingua Nordica antiqua
inducement	incitamentum
pastille	pastillus
classical latin	bahasa Latin Klasik
classical latin	Latin Klasik
pilot fish	pompilus
controlled	moderātus
separated	dīvīsus
trained	doctus
restricted	conclūsus
excessively	excessive
excessively	nimium
reasoning	ratiocinatio
miser	avarus
miser	avara
reconnoiter	speculor
dusky	creper
aedile	aedīlis
aedile	aidilis
flatterer	palpātor
flatterer	palpō
flatterer	adūlātor
flatterer	laskavac
menacing	minax
menacing	minitābundus
detected	detectus
let down	summittō
preceding	prior
garter	genuālia
shellfish	concha
scallop	striāta
scallop	pecten
fracture	fractūrā
think over	dēlīberō
thistle	carduus
thornbush	veprēs
thornbush	sentis
thoughtlessness	temeritās
selected	optīvus
parched	āridus
feverish	febriculentus
emblem	insigne
senseless	excors
wooer	procus
extravagantly	affluenter
draw back	retrahō
draw back	recēdō
varied	varius
incompetent	inscitus
impaired	accīsus
calends	kalendae
sanctuary	tūtum
sanctuary	sacrarium
sanctuary	fanum
scapular	scapulare
scapular	scapularus
seven deadly sins	saligia
seven deadly sins	septem peccata mortalia
seven deadly sins	septem peccata capitalia
retaliate	retalio
alphabetical order	アルファベット順
alphabetical order	ABC順
alphabetical order	あいうえお順
alphabetical order	辞書順
alphabetical order	알파벳 순서
alphabetical order	한글의 순서
lunar phase	vicis lūnae
gibbous moon	luna in orbem insinuata
ash wednesday	Diēs Cinerum
savior	salvātor
savior	salvātrīx
savior	servātor
savior	servātrīx
amplitude modulation	modulātiō amplitūdinālis
phase modulation	modulatio phasium
invented	prōductus
invented	conglūtinātus
invented	excōgitātus
invented	commentus
invented	cōnfictus
invented	excōgitandus
invented	commenticius
unfriendly	hostilis
unfriendly	inimīcus
threadbare	rallus
three-cornered	triangulus
threefold	triplus
threefold	triplex
three-quarter	dodrans
sophisticated	urbānus
persistence	pervicācia
captivity	captīvitās
breathless	exanimis
phoenicia	Phoenīcia
fool around	dēsipiō
sidon	Sīdōn
city state	cīvitās
city state	urbs-civitas
seductive	pellax
seduction	inlectamentum
unfaithful	infidēlis
unfaithful	adulter
unformed	informis
unload	exonerō
unload	dēonerō
unyoke	abiungō
unyoke	disiungō
unyoke	abiugō
unyoke	dēiugō
unyoke	dēiungō
stocks	patibulum
forgiveness	venia
forgiveness	remissio
tombstone	lapillus
tombstone	lapis
motherless	ametor
dexterous	agilis
dexterous	pernix
altered	immūtātus
worried	anxius
unlucky	infēlix
radiance	iubar
radiance	candor
neglected	neglectus
neglected	omissus
bibulous	bibax
bibulous	escabiador
bibulous	escabio
bibulous	colloquial
fisherman	piscātor
fisherman	piscātrīx
sediment	faex
córdoba	Corduba
christmas island	Insula Christi Natalis
celia	Caelia
nosey parker	metomentodo
nosey parker	metiche
untamed	indomitus
interment	sepultūra
intercalary	préstupnī
untried	inexpertus
hackberry	kòprivić
hackberry	kòšćela
upwards	sūrsum
firmness	firmitās
familiarity	conversātiō
hardness	dūritās
solidify	induro
disastrous	calamitōsus
parasang	parasanga
cover up	obtegō
cover up	operiō
divinity	deitas
divinity	divinitas
bragging	iactantia
boasting	iactantia
tachycardia	tachycardia
insulting	insultans
insulting	iniuriosus
townsman	oppidānus
dedicated	dēditus
headlong	praeceps
boldness	audentia
boldness	audācia
deposition	conscriptum
tolerable	tolerābilis
shyness	verēcundia
conman	fraudātor
deferential	obsequiōsus
faker	dissimulātor
stubbornness	obstinātiō
disordered	inconditus
rescind	rescindō
easterly	orientalis
easterly	orientale
cavern	caverna
cavern	antrum
cavern	specus
entangle	obrētiō
entangle	illaqueō
bashful	pudens
bashful	verēcundus
repulse	repellō
repulse	prōturbō
twinkling	coruscus
infirmity	debilitas
infirmity	infirmitas
pimping	lēnōcinium
pimping	сво̏днӣштво
kosovo	Kosovia
corrupted	corruptus
corrupted	vitiōsus
philippine islands	Insulae Philippinae
philippine islands	Philippinae Insulae
kos	Cōs
kos	Cous
kos	Coos
nimbus	nimbus
tyr	Mārs
lydia	Lȳdia
bearable	tolerabilis
colander	cōlum
celestial sphere	nebeska sfera
litigious	lītigiōsus
madrilenian	Matritensis
magistracy	magistrātus
magnanimity	magnanimitas
jester	balatrō
disinherit	exhērēdō
disapprove	improbō
disapprove	abdīcō
rampart	agger
rampart	vallum
rampart	moene
shitter	cacātor
tailgate	insequi
levitation	levatio
rip-off	sablazo
rip-off	garrotazo
sarin	sarinum
adulterer	adulter
adulterer	adultera
unattainable	inaccessus
catalectic	catalecticus
catalectic	catalectus
catalectic	colobus
catalectic	colobos
caprice	arbitrium
lay waste	vastō
lay waste	dēvastō
lay waste	populor
disappearance	abitus
disappearance	fuga
steadfastly	firmiter
disturbing	aerumnābilis
disturbing	anxifer
old woman	vetula
old woman	anus
aerolite	āerolithus
sleepless	insomnis
sleepless	insopor
all-or-nothing	aut caesar aut nihil
at all	omnīnō
at all	haudquāquam
gardener	hortulānus
aposiopesis	praecīsiō
aposiopesis	reticentia
benthic	benthicus
as soon as	simulac
daytime	dies
country bumpkin	petrō
nanotechnology	nanotechnologia
gloucester	Glēvum
annulment	abolitiō
crupper	postilēna
brawny	torōsus
citizenship	cīvitās
disorganized	inconditus
disorganized	incompositus
impartiality	aequitās
impoverish	pauperō
inactivity	dēsidia
inactivity	ignavia
idleness	ōtium
idleness	dēsidia
superstitious	superstitiosus
latticework	transenna
reversion	reversiō
spontaneously	spontē
disdainful	fastōsus
hurrah	euax
hurrah	ēvax
hurrah	iō
hurrah	euge
regimen	diaeta
dacian	Dacus
dolichophallic	dolichophallicus
strenuous	strēnuus
portfolio	scrīnium
two hundred	ducentī
dizziness	shasheo
dizziness	vertīgō
incredulity	incredulitas
amyotrophic lateral sclerosis	sclerosis lateralis amyotrophica
durability	firmitudo
durability	firmitas
durability	dūrābilitās
andes	Andes
latex	latex
exeter	Isca Dumnōniōrum
exeter	modern
exeter	Exōnia
southampton	Hantonia
dorchester	Durnovaria
perspicaciously	perspicaciter
fuliginous	fūlīginōsus
fuliginous	fūlīginōsa
fuliginous	fūlīginōsum
ephraim	Ephraim
hamadryad	Ādryas
beat up	mulcō
fall out	excidō
fishmonger	bolonae
pay attention	animadverto
pay attention	aspecto
pay attention	attendō
pay attention	audio
hertzsprung-russell diagram	diagramma Hertzsprung-Russell
scaffold	pegma
halyard	anquina
coronavirus	vīrus corōnārium
mixed reaction	reactiones diversae
mixed reaction	receptio diversa
-ate	-atus
deal with	tractō
saleable	vendibilis
legate	lēgātus
carry out	perpetrō
carry out	ministrō
superintendent	curator
superintendent	curatrix
revere	revereor
throw away	abiciō
thunderstruck	attonitus
tiber	Tiberis
tiber	Thybris
cut up	dissecō
tidiness	munditia
tightrope	fūnis rectus
tightrope walker	fūnambulus
overseer	curator
overseer	curatrix
overseer	praefectus
overseer	praepositus
television program	programma televisionis
television program	emissio televisionis
tunic	tunica
timepiece	horologium
prussian	prussicus
spokesman	portparol
spokesman	glasnogovornik
spokeswoman	portparolka
spokeswoman	glasnogovornica
forceps	forceps
tittle-tattle	sermunculus
paraclete	paracletus
reverently	reverenter
excrescence	tūber
hellene	Hellenes
hyperkinetic	hyperkineticus
cartesian	Cartesiānus
antarctic circle	Circulus Antarcticus
arctic ocean	Oceanus Arcticus
fruitful	ferax
fruitful	fēcundus
toll booth	telōnium
distracted	districtus
contradictory	contrādictōrius
domineering	imperiōsus
prologue	praefātiō
tottering	cādūcus
foot-and-mouth disease	febris aphtosa
foot-and-mouth disease	aphtae epizooticae
skin and bones	cutis et ossa
skin and bones	pellis et ossa
sawdust	scobis
sawdust	lānūgō
saint mary	Sancta Maria
town hall	curia
zebedee	Zebedaeus
towrope	remulcum
porous	porōsus
porous	multicavus
courier	nūntius
courier	cursor
courier	angarius
courier	tabellārius
courier	mensajero
courier	estafeta
irish sea	Mare Hibernicum
irish sea	Mare Vergivium
clavichord	clavichordium
culpability	culpa
pincers	forceps
toxicology	toxicologia
traffic jam	zástoj
die out	emorior
raiment	vestītus
from the bottom of one's heart	ab īmō pectore
from the bottom of one's heart	ab īmō corde
bewitch	fascino
bewitch	effascino
bewitch	incanto
ingram	Ingelramnus
ingram	Ingelrannus
ecumenism	oecumenismus
lighthouse	pharus
mass media	media publica
consul	cōnsul
ephesians	Epistula ad Ephesios
shadowy	obscūrus
shadowy	umbrōsus
sunken	summersus
jude	Iudas
detestable	dētestābilis
cheerfulness	hilaritas
gladness	laetitia
continual	continens
continual	iūgis
adaptation	accommodātiō
scalpel	scalpellum
footpath	trāmes
footpath	sēmita
ascent	ascensus
solicitude	sollicitūdō
irreconcilable	dissociābilis
boisterous	bacchabundus
gratify	iuvo
gentleness	lēnitās
gentleness	lēnitūdō
gentleness	indulgentia
gentleness	pietās
gentleness	clēmentia
forearm	antebrachium
flooring	tabulātum
fawning	blandus
excretion	excretio
darkened	opācus
conceivable	comprehensibilis
conceivable	comprehensīvus
conceivable	cōgitābilis
micronation	mikronacija
thinkable	cōgitābilis
town twinning	coniunctio communium
analgesic	аnalgetik
prickly	spinifer
be able to	possum
be able to	scio
be able to	queo
wrongly	aliter
wrongly	perperam
forcefully	potenter
powerfully	potenter
powerfully	fortiter
necktie	fōcāle
necktie	fascia
spurn	spernō
stucco	tectōrium
missiology	missiologia
daylight saving time	hora aestiva
diseased	aeger
diseased	aegrōtus
soldiery	militia
grassy	grāmineus
grassy	herbosus
reddish	rubellus
reddish	surrūfus
rejection	reiectiō
rejection	repulsa
whiteness	albitūdō
concourse	turba
concourse	multitudo
loneliness	sōlitās
loneliness	sōlitūdō
faithfulness	fidelitas
ringleader	concitor
stipulation	stipulatio
sultan	sultanus
promenade	ambulacrum
loathing	fastīdium
treadle	insilia
tree trunk	truncus
untruthful	mendax
renunciation	abdicatio
triumphal arch	arcus triumphalis
undiscovered	irrepertus
undiscovered	indēprensus
scholasticism	scholastica
scurrilous	scurrīlis
cenotaph	cenotaphium
crosspiece	vibia
subscriber	subscrīptor
retract	retrahō
heteroclitic	heteroclitus
heteroclitic	heterocliticus
rinse	eluo
mastiff	canis villaticus
mastiff	canis Anglicus
illusory	illusorius
miller	molīnārius
asphalt	bitūmen
asphalt	asphaltum
punic	lingua punica
spello	Hispellum
hagiographer	hagiographus
hallow	consecrō
stratospheric	stratosphericus
stentorian	stentorianus
iliad	Ilias
turning point	discrīmen
crossroads	trivium
crossroads	compita
tweezers	volsella
twinkle	micō
two-way	bivius
calvin	Calvinus
briefcase	scrīnium
ferocity	ferōcitās
ferocity	saevitia
hideaway	latebra
appellant	apellātor
leinster	Lagenia
inelegant	incomptus
gangrene	gangraena
stroma	stroma
stomp	calcō
itchy	scaber
coition	coitus
demiurge	dēmiūrgus
