указ 	 noun 	 ukase 	 enactment, ordinance, decree, edict, ukase
пломба 	 noun 	 inlay 	 filling, stopping, inlay, plug
пломба 	 noun 	 plug 	 filling, stopping, inlay, plug
пломба 	 noun 	 stopping 	 filling, stopping, inlay, plug
пломба 	 noun 	 filling 	 filling, stopping, inlay, plug
диктатура 	 noun 	 dictatorship 	 dictatorship
комедия 	 noun 	 comedy 	 comedy, farce
комедия 	 noun 	 farce 	 comedy, farce
критика 	 noun 	 criticism 	 criticism
критика 	 noun 	 critique 	 critique
силан 	 noun 	 silane 	 silane
стилистика 	 noun 	 stylistics 	 stylistics
тренинг 	 noun 	 training 	 training
овчар 	 noun 	 shepherd 	 shepherd
тихо 	 adverb 	 silently 	 quietly, softly, gently, faintly, silently
тихо 	 adverb 	 gently 	 quietly, softly, gently, faintly, silently
тихо 	 adverb 	 quietly 	 quietly, softly, gently, faintly, silently
тихо 	 adverb 	 faintly 	 quietly, softly, gently, faintly, silently
тихо 	 adverb 	 softly 	 quietly, softly, gently, faintly, silently
тихо 	 adverb 	 calmly 	 quietly, calmly, peacefully
тихо 	 adverb 	 peacefully 	 quietly, calmly, peacefully
тихо 	 adverb 	 quietly 	 quietly, calmly, peacefully
тихо 	 adverb 	 slowly 	 slowly
тихо 	 interjection 	 quiet 	 be quiet!
тихо 	 interjection 	 be 	 be quiet!
геном 	 noun 	 genome 	 genome
чудесно 	 adverb 	 miraculously 	 miraculously, by  miracle
чудесно 	 adverb 	 miracle 	 miraculously, by  miracle
чудесно 	 adverb 	 by 	 miraculously, by  miracle
чудесно 	 adverb 	 wonderful 	 wonderfully, wonderful
чудесно 	 adverb 	 wonderfully 	 wonderfully, wonderful
чудесно 	 interjection 	 wonderful 	 wonderful!, marvelous!
чудесно 	 interjection 	 marvelous 	 wonderful!, marvelous!
сервер 	 noun 	 server 	 server
лексика 	 noun 	 vocabulary 	 vocabulary
шут 	 noun 	 fool 	 jester, fool
шут 	 noun 	 jester 	 jester, fool
шут 	 noun 	 clown 	 clown, buffoon
шут 	 noun 	 buffoon 	 clown, buffoon
кули 	 noun 	 coolie 	 coolie
прокурор 	 noun 	 district attorney 	 prosecutor, district attorney
прокурор 	 noun 	 prosecutor 	 prosecutor, district attorney
волчица 	 noun 	 she-wolf 	 she-wolf
морфема 	 noun 	 morpheme 	 morpheme
горизонтальный 	 adjective 	 level 	 horizontal, level
горизонтальный 	 adjective 	 horizontal 	 horizontal, level
оратор 	 noun 	 speaker 	 orator, speaker
оратор 	 noun 	 orator 	 orator, speaker
интерфейс 	 noun 	 interface 	 interface
трагедия 	 noun 	 tragedy 	 tragedy
жиголо 	 noun 	 gigolo 	 gigolo
младенец 	 noun 	 baby 	 infant, baby
младенец 	 noun 	 infant 	 infant, baby
дукат 	 noun 	 ducat 	 ducat
узбек 	 noun 	 Uzbek 	 Uzbek
драма 	 noun 	 drama 	 drama
агония 	 noun 	 pangs 	 agony, death pangs
агония 	 noun 	 death 	 agony, death pangs
агония 	 noun 	 agony 	 agony, death pangs
энтропия 	 noun 	 entropy 	 entropy
алим 	 noun 	 alim 	 alim
сани 	 noun 	 sledge 	 sledge, sleigh, sled a vehicle on runners, used for conveying loads over the snow or ice
сани 	 noun 	 sled 	 sledge, sleigh, sled a vehicle on runners, used for conveying loads over the snow or ice
сани 	 noun 	 sleigh 	 sledge, sleigh, sled a vehicle on runners, used for conveying loads over the snow or ice
сани 	 noun 	 luge 	 luge a racing sled
шарлатан 	 noun 	 quack 	 charlatan, quack
шарлатан 	 noun 	 charlatan 	 charlatan, quack
арена 	 noun 	 arena 	 arena
укор 	 noun 	 reproach 	 reproach
светло 	 adverb 	 brightly 	 brightly
светло 	 adverb 	 kindness 	 warmly, with kindness
светло 	 adverb 	 warmly 	 warmly, with kindness
опак 	 adverb 	 back 	 back, backwards, the other way round
опак 	 adverb 	 the other way round 	 back, backwards, the other way round
опак 	 adverb 	 backwards 	 back, backwards, the other way round
опак 	 noun 	 opaque 	 opaque
призвук 	 noun 	 overtone 	 overtone
ребус 	 noun 	 rebus 	 rebus
адъютант 	 noun 	 aide-de-camp 	 aide-de-camp, adjutant, aide
адъютант 	 noun 	 adjutant 	 aide-de-camp, adjutant, aide
адъютант 	 noun 	 aide 	 aide-de-camp, adjutant, aide
галоген 	 noun 	 halogen 	 halogen
антитело 	 noun 	 antibody 	 antibody
сенокосец 	 noun 	 harvestman 	 harvestman, daddy longlegs
сенокосец 	 noun 	 daddy longlegs 	 harvestman, daddy longlegs
ат 	 noun 	 att 	 att '
ледник 	 noun 	 glacier 	 glacier
ледник 	 noun 	 icehouse 	 icehouse, icebox
ледник 	 noun 	 icebox 	 icehouse, icebox
оцелот 	 noun 	 ocelot 	 ocelot
графема 	 noun 	 grapheme 	 grapheme
спам 	 noun 	 spam 	 spam
г-н 	 noun 	 sir 	 господи́н: Mr., Mister, sir
г-н 	 noun 	 Mr. 	 господи́н: Mr., Mister, sir
г-н 	 noun 	 Mister 	 господи́н: Mr., Mister, sir
матрица 	 noun 	 matrix 	 matrix
в/ч 	 noun 	 military unit 	 |military unit
в.ч. 	 noun 	 military unit 	 |military unit
ч. п. 	 noun 	 accident 	 emergency, accident
ч. п. 	 noun 	 emergency 	 emergency, accident
ч. п. 	 noun 	 accident 	 emergency, accident
ч. п. 	 noun 	 emergency 	 emergency, accident
б/у 	 adjective 	 secondhand 	 |secondhand
б.у. 	 adjective 	 secondhand 	 |secondhand
посредник 	 noun 	 intermediary 	 mediator, intermediary, negotiator
посредник 	 noun 	 negotiator 	 mediator, intermediary, negotiator
посредник 	 noun 	 mediator 	 mediator, intermediary, negotiator
посредник 	 noun 	 agent 	 agent, broker, middleman
посредник 	 noun 	 middleman 	 agent, broker, middleman
посредник 	 noun 	 broker 	 agent, broker, middleman
посредник 	 noun 	 umpire 	 umpire
койот 	 noun 	 coyote 	 coyote
дюна 	 noun 	 dune 	 dune
стетоскоп 	 noun 	 stethoscope 	 stethoscope
бунт 	 noun 	 riot 	 riot, mutiny, rebellion
бунт 	 noun 	 mutiny 	 riot, mutiny, rebellion
бунт 	 noun 	 rebellion 	 riot, mutiny, rebellion
бунт 	 noun 	 bale 	 bale, packet, bundle
бунт 	 noun 	 packet 	 bale, packet, bundle
бунт 	 noun 	 bundle 	 bale, packet, bundle
аккумулятор 	 noun 	 battery 	 accumulator,  battery
аккумулятор 	 noun 	 accumulator 	 accumulator,  battery
фарерский 	 adjective 	 Faroese 	 Faroese
фарерский 	 noun 	 Faroese 	 Faroese
травма 	 noun 	 injury 	 trauma, injury
травма 	 noun 	 trauma 	 trauma, injury
цезура 	 noun 	 caesura 	 caesura
хлад 	 noun 	 cold 	 cold
магма 	 noun 	 magma 	 magma
извести 	 verb 	 spend 	 to use up, to spend
извести 	 verb 	 use up 	 to use up, to spend
извести 	 verb 	 exterminate 	 to exterminate
извести 	 verb 	 exhaust 	 to exhaust
извести 	 verb 	 oneself 	 to overwork oneself
извести 	 verb 	 overwork 	 to overwork oneself
извести 	 verb 	 torment 	 to torment
извести 	 verb 	 bait 	 to bait
извести 	 verb 	 vex 	 to vex, to exasperate
извести 	 verb 	 exasperate 	 to vex, to exasperate
прах 	 noun 	 dust 	 dust, earth
прах 	 noun 	 earth 	 dust, earth
прах 	 noun 	 ashes 	 ashes, remains
прах 	 noun 	 remains 	 ashes, remains
нежно 	 adverb 	 dearly 	 dearly, fondly, gently
нежно 	 adverb 	 gently 	 dearly, fondly, gently
нежно 	 adverb 	 fondly 	 dearly, fondly, gently
нега 	 noun 	 luxury 	 luxury, comfort, prosperity
нега 	 noun 	 comfort 	 luxury, comfort, prosperity
нега 	 noun 	 prosperity 	 luxury, comfort, prosperity
нега 	 noun 	 bliss 	 bliss, delight, contentment, languor
нега 	 noun 	 contentment 	 bliss, delight, contentment, languor
нега 	 noun 	 delight 	 bliss, delight, contentment, languor
нега 	 noun 	 languor 	 bliss, delight, contentment, languor
упад 	 noun 	 drop 	 till one drop; till one is quite exhausted
упад 	 noun 	 quite 	 till one drop; till one is quite exhausted
упад 	 noun 	 exhausted 	 till one drop; till one is quite exhausted
упад 	 noun 	 till 	 till one drop; till one is quite exhausted
упад 	 noun 	 one 	 till one drop; till one is quite exhausted
упад 	 noun 	 is 	 till one drop; till one is quite exhausted
зоолог 	 noun 	 zoologist 	 zoologist
синяк 	 noun 	 bruise 	 bruise
синяк 	 noun 	 Boraginaceae 	 Echium, a genus of flowering plant in the family Boraginaceae
синяк 	 noun 	 genus 	 Echium, a genus of flowering plant in the family Boraginaceae
синяк 	 noun 	 Echium 	 Echium, a genus of flowering plant in the family Boraginaceae
синяк 	 noun 	 drunkard 	 a hard drinking person, drunkard
ковбой 	 noun 	 cowboy 	 cowboy
эсперанто 	 noun 	 Esperanto 	 Esperanto
сорт 	 noun 	 sort 	 sort, kind, variety
сорт 	 noun 	 variety 	 sort, kind, variety
сорт 	 noun 	 kind 	 sort, kind, variety
сорт 	 noun 	 grade 	 quality, grade
сорт 	 noun 	 quality 	 quality, grade
сорт 	 noun 	 brand 	 brand
сорт 	 noun 	 cultivar 	 cultivar
скала 	 noun 	 cliff 	 rock, cliff, crag
скала 	 noun 	 crag 	 rock, cliff, crag
скала 	 noun 	 rock 	 rock, cliff, crag
афазия 	 noun 	 aphasia 	 aphasia
глоссарий 	 noun 	 glossary 	 glossary
ярмо 	 noun 	 yoke 	 yoke wooden bar
ярмо 	 noun 	 burden 	 burden
декан 	 noun 	 dean 	 dean
декан 	 noun 	 decane 	 decane
турбина 	 noun 	 turbine 	 turbine
игумен 	 noun 	 Father Superior 	 Father Superior, hegumen, abbot
игумен 	 noun 	 hegumen 	 Father Superior, hegumen, abbot
игумен 	 noun 	 abbot 	 Father Superior, hegumen, abbot
сестрин 	 adjective 	 sister 	 sister’s
дуэт 	 noun 	 duet 	 duet
вариант 	 noun 	 choice 	 variant, reading, version, choice
вариант 	 noun 	 reading 	 variant, reading, version, choice
вариант 	 noun 	 version 	 variant, reading, version, choice
вариант 	 noun 	 variant 	 variant, reading, version, choice
тройка 	 noun 	 three 	 the number three
тройка 	 noun 	 grade 	 grade of three corresponds to American C grade
тройка 	 noun 	 three 	 three, trey
тройка 	 noun 	 trey 	 three, trey
тройка 	 noun 	 troika 	 troika Russian carriage drawn by a team of three horses abreast
конус 	 noun 	 cone 	 cone
майко 	 noun 	 maiko 	 maiko
мачо 	 noun 	 macho 	 macho
хмель 	 noun 	 hop 	 hop '
хмель 	 noun 	 hops 	 hops '
хмель 	 noun 	 drunkenness 	 drunkenness, intoxication
хмель 	 noun 	 intoxication 	 drunkenness, intoxication
отделять 	 verb 	 part 	 to separate, to detach, to part
отделять 	 verb 	 detach 	 to separate, to detach, to part
отделять 	 verb 	 separate 	 to separate, to detach, to part
отделять 	 verb 	 disjoint 	 to disjoint, to divorce, to separate off
отделять 	 verb 	 separate off 	 to disjoint, to divorce, to separate off
отделять 	 verb 	 divorce 	 to disjoint, to divorce, to separate off
отделять 	 verb 	 serve 	 to divide, to serve as boundary
отделять 	 verb 	 boundary 	 to divide, to serve as boundary
отделять 	 verb 	 as 	 to divide, to serve as boundary
отделять 	 verb 	 divide 	 to divide, to serve as boundary
отделять 	 verb 	 secrete 	 to secrete
монархия 	 noun 	 monarchy 	 monarchy
галерея 	 noun 	 gallery 	 Rooms gallery
овал 	 noun 	 oval 	 oval
петарда 	 noun 	 petard 	 detonator, petard, squib
петарда 	 noun 	 squib 	 detonator, petard, squib
петарда 	 noun 	 detonator 	 detonator, petard, squib
низина 	 noun 	 hollow 	 hollow, lowland
низина 	 noun 	 lowland 	 hollow, lowland
брадобрей 	 noun 	 barber 	 barber
клён 	 noun 	 maple 	 maple
кураж 	 noun 	 spirit 	 boldness, spirit
кураж 	 noun 	 boldness 	 boldness, spirit
угодно 	 particle 	 anyone 	 anyone, anybody, whomever one likes
угодно 	 particle 	 whomever 	 anyone, anybody, whomever one likes
угодно 	 particle 	 like 	 anyone, anybody, whomever one likes
угодно 	 particle 	 one 	 anyone, anybody, whomever one likes
угодно 	 particle 	 anybody 	 anyone, anybody, whomever one likes
нагло 	 adverb 	 impudently 	 impertinently, impudently
нагло 	 adverb 	 impertinently 	 impertinently, impudently
полиглот 	 noun 	 polyglot 	 polyglot
критерий 	 noun 	 guideline 	 criterion, guideline
критерий 	 noun 	 criterion 	 criterion, guideline
фермент 	 noun 	 enzyme 	 enzyme
череп 	 noun 	 skull 	 Body parts skull, cranium
череп 	 noun 	 cranium 	 Body parts skull, cranium
череп 	 noun 	 crust 	 crust
население 	 noun 	 inhabitants 	 population, inhabitants
население 	 noun 	 population 	 population, inhabitants
население 	 noun 	 peopling 	 peopling, settling
население 	 noun 	 settling 	 peopling, settling
цирк 	 noun 	 circus 	 circus
цирк 	 noun 	 cirque 	 cirque
бункер 	 noun 	 underground shelter 	 bunker, underground shelter
бункер 	 noun 	 bunker 	 bunker, underground shelter
холестерин 	 noun 	 cholesterol 	 cholesterol
вика 	 noun 	 tare 	 vetch, tare
вика 	 noun 	 vetch 	 vetch, tare
сечение 	 noun 	 section 	 section, cut, sectional view
сечение 	 noun 	 sectional view 	 section, cut, sectional view
сечение 	 noun 	 cut 	 section, cut, sectional view
сечение 	 noun 	 circumcise 	 circumcise
сечение 	 noun 	 circular section 	 circular section
сечение 	 noun 	 circumcision 	 circumcision
сечение 	 noun 	 profile 	 profile
сечение 	 noun 	 golden section 	 golden section
сечение 	 noun 	 Cesarean section 	 Cesarean section
сечение 	 noun 	 midship 	 midship
самовластие 	 noun 	 autocracy 	 autocracy, absolute rule
самовластие 	 noun 	 absolute 	 autocracy, absolute rule
самовластие 	 noun 	 rule 	 autocracy, absolute rule
припасти 	 verb 	 prepare 	 to lay in store, to lay up, to prepare, to provide
припасти 	 verb 	 provide 	 to lay in store, to lay up, to prepare, to provide
припасти 	 verb 	 in 	 to lay in store, to lay up, to prepare, to provide
припасти 	 verb 	 store 	 to lay in store, to lay up, to prepare, to provide
припасти 	 verb 	 lay up 	 to lay in store, to lay up, to prepare, to provide
припасти 	 verb 	 lay 	 to lay in store, to lay up, to prepare, to provide
утайка 	 noun 	 concealment 	 concealment
утайка 	 noun 	 frankly 	 frankly
секвойя 	 noun 	 redwood 	 redwood, sequoia
секвойя 	 noun 	 sequoia 	 redwood, sequoia
носач 	 noun 	 animal 	 long-nosed person or animal
