gratis 	 adverb 	 free 	 free, without charge, gratis
manade 	 noun 	 herd 	 herd
eldorado 	 noun 	 neverland 	 neverland
décliné 	 adjective 	 declined 	 declined
maréchal 	 noun 	 marshal 	 marshal
nominalisation 	 noun 	 nominalization 	 nominalization
espéranto 	 noun 	 Esperanto 	 Esperanto
mondialisation 	 noun 	 globalisation 	 globalisation
barbet 	 noun 	 English 	 barbet
posologie 	 noun 	 posology 	 posology
pourpre 	 noun 	 burgundy 	 burgundy
pourpre 	 noun 	 purple 	 purpure; purple color as used in heraldry
pourpre 	 noun 	 purpure 	 purpure; purple color as used in heraldry
pourpre 	 noun 	 power 	 power, authority
pourpre 	 noun 	 authority 	 power, authority
pourpre 	 adjective 	 burgundy 	 burgundy in color
coréen 	 noun 	 Korean 	 Korean
polyglotte 	 adjective 	 polyglot 	 polyglot
polyglotte 	 noun 	 polyglot 	 a polyglot
chevreuil 	 noun 	 roe deer 	 roe deer, roebuck
chevreuil 	 noun 	 roebuck 	 roe deer, roebuck
chevreuil 	 noun 	 white-tailed deer 	 white-tailed deer
indonésien 	 noun 	 Indonesian 	 Indonesian
ce que 	 pronoun 	 what 	 what
ce que 	 pronoun 	 what 	 what
étal 	 noun 	 stall 	 stall
étal 	 noun 	 block 	 butcher's block
greffe 	 noun 	 office 	 court clerk's office, court registrar's office
greffe 	 noun 	 registrar 	 court clerk, court registrar
greffe 	 noun 	 clerk 	 court clerk, court registrar
greffe 	 noun 	 scion 	 graft, scion
greffe 	 noun 	 graft 	 graft, scion
greffe 	 noun 	 transplant 	 organ transplant, autoplasty
greffe 	 noun 	 autoplasty 	 organ transplant, autoplasty
greffe 	 noun 	 graft 	 a piece of graft
verbalisation 	 noun 	 verbalization 	 verbalization, verbalisation
parallélépipède 	 noun 	 parallelepiped 	 parallelepiped
goémon 	 noun 	 wrack 	 wrack
goémon 	 noun 	 kelp 	 kelp
toundra 	 noun 	 tundra 	 tundra
pôle nord 	 noun 	 north pole 	 north pole
paner 	 verb 	 bread 	 to bread
buse 	 noun 	 hawk 	 hawk or buzzard
buse 	 noun 	 buzzard 	 hawk or buzzard
buse 	 noun 	 idiot 	 idiot, fool
buse 	 noun 	 fool 	 idiot, fool
buse 	 noun 	 fail 	 fail
buse 	 noun 	 nozzle 	 nozzle
buse 	 noun 	 conduit 	 pipe, conduit
buse 	 noun 	 pipe 	 pipe, conduit
altimètre 	 noun 	 altimeter 	 altimeter
goéland 	 noun 	 gull 	 gull, herring gull
goéland 	 noun 	 herring gull 	 gull, herring gull
naja 	 noun 	 cobra 	 cobra
hermine 	 noun 	 ermine 	 ermine
hermine 	 noun 	 ermine 	 ermine
hermine 	 noun 	 ermine 	 ermine
chrétien 	 noun 	 Christian 	 Christian
basané 	 adjective 	 dark-skinned 	 swarthy, dark-skinned
basané 	 adjective 	 swarthy 	 swarthy, dark-skinned
détenir 	 verb 	 detain 	 to detain
détenir 	 verb 	 hold 	 to possess, to have, to hold
détenir 	 verb 	 possess 	 to possess, to have, to hold
détenir 	 verb 	 have 	 to possess, to have, to hold
mythe 	 noun 	 myth 	 myth
poteau 	 noun 	 stake 	 post, pole, stake, stanchion, strut, standard, prop
poteau 	 noun 	 prop 	 post, pole, stake, stanchion, strut, standard, prop
poteau 	 noun 	 post 	 post, pole, stake, stanchion, strut, standard, prop
poteau 	 noun 	 strut 	 post, pole, stake, stanchion, strut, standard, prop
poteau 	 noun 	 pole 	 post, pole, stake, stanchion, strut, standard, prop
poteau 	 noun 	 stanchion 	 post, pole, stake, stanchion, strut, standard, prop
poteau 	 noun 	 standard 	 post, pole, stake, stanchion, strut, standard, prop
poteau 	 noun 	 goalpost 	 goalpost
poteau 	 noun 	 buddy 	 friend, buddy
poteau 	 noun 	 friend 	 friend, buddy
stratagème 	 noun 	 stratagem 	 stratagem
encoignure 	 noun 	 corner 	 corner
encoignure 	 noun 	 threshold 	 threshold
encoignure 	 noun 	 English 	 encoignure
fraudeur 	 noun 	 fraudster 	 fraudster
ragoût 	 noun 	 ragout 	 ragout
ragoût 	 noun 	 stew 	 stew
chiche 	 adjective 	 stingy 	 mean, stingy
chiche 	 adjective 	 mean 	 mean, stingy
chiche 	 adjective 	 stingy 	 scanty, meagre, stingy
chiche 	 adjective 	 meagre 	 scanty, meagre, stingy
chiche 	 adjective 	 scanty 	 scanty, meagre, stingy
chiche 	 adjective 	 capable 	 able, capable
chiche 	 adjective 	 able 	 able, capable
chiche 	 interjection 	 dare 	 I dare you!
tabatière 	 noun 	 snuffbox 	 snuffbox
tabatière 	 noun 	 skylight 	 skylight
spéculoos 	 noun 	 speculoos 	 speculoos
croisade 	 noun 	 crusade 	 crusade
isoprène 	 noun 	 isoprene 	 isoprene
perpétrer 	 verb 	 perpetrate 	 to commit, perpetrate
perpétrer 	 verb 	 commit 	 to commit, perpetrate
orogenèse 	 noun 	 orogenesis 	 orogenesis
poulain 	 noun 	 foal 	 foal
éloquence 	 noun 	 eloquence 	 eloquence
vietnamien 	 noun 	 Vietnamese 	 Vietnamese
miction 	 noun 	 urination 	 urination
séquence 	 noun 	 sequence 	 sequence
exécuter 	 verb 	 carry out 	 to execute; to carry out
exécuter 	 verb 	 execute 	 to execute; to carry out
exécuter 	 verb 	 execute 	 to execute
exécuter 	 verb 	 comply 	 to comply
exécuter 	 verb 	 perform 	 to perform
ordonnance 	 noun 	 prescription 	 prescription
ordonnance 	 noun 	 decree 	 order, decree
ordonnance 	 noun 	 order 	 order, decree
ordonnance 	 noun 	 ordinance 	 ordinance
colis 	 noun 	 parcel 	 parcel, package
colis 	 noun 	 package 	 parcel, package
colis 	 noun 	 baggage 	 baggage, luggage
colis 	 noun 	 luggage 	 baggage, luggage
kurde 	 adjective 	 Kurdish 	 Kurdish
kurde 	 noun 	 Kurdish 	 Kurdish
polyèdre 	 noun 	 polyhedron 	 polyhedron
phosphore 	 noun 	 phosphorus 	 phosphorus element
déclaration 	 noun 	 declaration 	 declaration
déduire 	 verb 	 deduce 	 to deduce; to work out
déduire 	 verb 	 work out 	 to deduce; to work out
déduire 	 verb 	 deduct 	 to deduct
vérifiable 	 adjective 	 verifiable 	 verifiable
arachnophobie 	 noun 	 arachnophobia 	 arachnophobia
martiniquais 	 noun 	 Martinican 	 A Martinican
tourbe 	 noun 	 peat 	 peat
américaniser 	 verb 	 Americanize 	 to Americanize
androïde 	 noun 	 android 	 android
binôme 	 noun 	 binomial 	 binomial
binôme 	 noun 	 binomial name 	 binomial name
binôme 	 noun 	 pair 	 pair
binôme 	 noun 	 partner 	 partner, teammate
binôme 	 noun 	 teammate 	 partner, teammate
kleptomanie 	 noun 	 kleptomania 	 kleptomania
ouzbek 	 noun 	 Uzbek 	 Uzbek
sud-coréen 	 noun 	 South Korean 	 South Korean
testamentaire 	 adjective 	 testamentary 	 testamentary
stérile 	 adjective 	 sterile 	 sterile, barren, unprolific, infertile
stérile 	 adjective 	 barren 	 sterile, barren, unprolific, infertile
stérile 	 adjective 	 unprolific 	 sterile, barren, unprolific, infertile
stérile 	 adjective 	 infertile 	 sterile, barren, unprolific, infertile
stérile 	 adjective 	 sterile 	 sterile, sterilized
stérile 	 adjective 	 sterilized 	 sterile, sterilized
stérile 	 adjective 	 pointless 	 vain, pointless
stérile 	 adjective 	 vain 	 vain, pointless
stérile 	 adjective 	 unproductive 	 unproductive
anesthésie 	 noun 	 anesthesia 	 anesthesia
anglicisme 	 noun 	 anglicism 	 anglicism
auréolé 	 adjective 	 bask 	 ~ de basking in the glory of
auréolé 	 adjective 	 glory 	 ~ de basking in the glory of
bourg 	 noun 	 market town 	 burg, market town
bourg 	 noun 	 burg 	 burg, market town
défenestration 	 noun 	 defenestration 	 defenestration
révélation 	 noun 	 revelation 	 revelation
révélation 	 noun 	 revelation 	 revelation
converger 	 verb 	 converge 	 to converge
courtois 	 adjective 	 courtly 	 courtly
courtois 	 adjective 	 courteous 	 courteous
délit 	 noun 	 crime 	 crime, offence
délit 	 noun 	 offence 	 crime, offence
londonien 	 adjective 	 London 	 of/from London
archipel 	 noun 	 archipelago 	 archipelago
suricate 	 noun 	 meerkat 	 meerkat
féliciter 	 verb 	 congratulate 	 to congratulate
dînette 	 noun 	 tea party 	 tea party
sifflet 	 noun 	 whistle 	 whistle
sifflet 	 noun 	 whistle 	 whistle
tâter 	 verb 	 feel 	 to feel
tâter 	 verb 	 feel 	 to get a feel for
roseau 	 noun 	 common reed 	 common reed
roseau 	 noun 	 reed 	 any reed
roseau 	 noun 	 quill 	 quill, feather pen
roseau 	 noun 	 feather pen 	 quill, feather pen
néfaste 	 adjective 	 harmful 	 harmful, toxic
néfaste 	 adjective 	 toxic 	 harmful, toxic
néfaste 	 adjective 	 saddening 	 saddening
mannois 	 noun 	 Manx 	 Manx
mannois 	 adjective 	 Isle of Man 	 of or relating to the Isle of Man
vacher 	 noun 	 cowherd 	 cowherd
la vache 	 interjection 	 holy cow 	 Exclamation of surprise or astonishment: crap!, dammit!, shucks! holy cow!
la vache 	 interjection 	 astonishment 	 Exclamation of surprise or astonishment: crap!, dammit!, shucks! holy cow!
la vache 	 interjection 	 crap 	 Exclamation of surprise or astonishment: crap!, dammit!, shucks! holy cow!
la vache 	 interjection 	 shucks 	 Exclamation of surprise or astonishment: crap!, dammit!, shucks! holy cow!
la vache 	 interjection 	 surprise 	 Exclamation of surprise or astonishment: crap!, dammit!, shucks! holy cow!
la vache 	 interjection 	 dammit 	 Exclamation of surprise or astonishment: crap!, dammit!, shucks! holy cow!
paranoïa 	 noun 	 paranoia 	 paranoia
adénine 	 noun 	 adenine 	 adenine
impérial 	 adjective 	 imperial 	 imperial
masochisme 	 noun 	 masochism 	 masochism
teckel 	 noun 	 dachshund 	 dachshund
prophète 	 noun 	 prophet 	 prophet
prophète 	 noun 	 magicien 	 Pour l'historien des religions, le prophète fait partie, avec le roi, le sorcier ou le prêtre, de ceux qui ont reçu le « mana », c'est-à-dire la puissance  certains traits de son activité l'apparentent aux devins, aux magiciens, aux derviches, aux chamanes, etc
prophète 	 noun 	 devin 	 Pour l'historien des religions, le prophète fait partie, avec le roi, le sorcier ou le prêtre, de ceux qui ont reçu le « mana », c'est-à-dire la puissance  certains traits de son activité l'apparentent aux devins, aux magiciens, aux derviches, aux chamanes, etc
prophète 	 noun 	 derviche 	 Pour l'historien des religions, le prophète fait partie, avec le roi, le sorcier ou le prêtre, de ceux qui ont reçu le « mana », c'est-à-dire la puissance  certains traits de son activité l'apparentent aux devins, aux magiciens, aux derviches, aux chamanes, etc
prophète 	 noun 	 chamane 	 Pour l'historien des religions, le prophète fait partie, avec le roi, le sorcier ou le prêtre, de ceux qui ont reçu le « mana », c'est-à-dire la puissance  certains traits de son activité l'apparentent aux devins, aux magiciens, aux derviches, aux chamanes, etc
hexadécimal 	 adjective 	 hexadecimal 	 hexadecimal
hexadécimal 	 noun 	 hexadecimal 	 hexadecimal
jazzer 	 verb 	 jazz 	 to jazz
pantin 	 noun 	 puppet 	 puppet
terroriser 	 verb 	 terrorize 	 to terrorize, terrify
terroriser 	 verb 	 terrify 	 to terrorize, terrify
déviant 	 adjective 	 deviant 	 deviant
rouget 	 noun 	 goatfish 	 red mullet , goatfish
rouget 	 noun 	 red mullet 	 red mullet , goatfish
rouget 	 noun 	 porcine 	 A porcine infectuous disease
rouget 	 noun 	 disease 	 A porcine infectuous disease
führer 	 noun 	 Führer 	 The Führer, the title of Adolf Hitler as ruler of Nazi Germany
führer 	 noun 	 Nazi 	 The Führer, the title of Adolf Hitler as ruler of Nazi Germany
führer 	 noun 	 w:Adolf Hitler 	 The Führer, the title of Adolf Hitler as ruler of Nazi Germany
déclassé 	 adjective 	 listed 	 stricken from the classification, no longer listed
déclassé 	 adjective 	 classification 	 stricken from the classification, no longer listed
déclassé 	 adjective 	 expelled 	 outcast, expelled
déclassé 	 adjective 	 outcast 	 outcast, expelled
déclassé 	 noun 	 pariah 	 An outcast, reject, pariah
déclassé 	 noun 	 reject 	 An outcast, reject, pariah
déclassé 	 noun 	 outcast 	 An outcast, reject, pariah
meq 	 noun 	 English 	 MEQ
virologie 	 noun 	 virology 	 virology
absurdement 	 adverb 	 absurdly 	 absurdly
dissoluble 	 adjective 	 dissolved 	 dissolvent, which can be dissolved
dissoluble 	 adjective 	 dissolvent 	 dissolvent, which can be dissolved
srb 	 noun 	 BRT 	 service rapide par bus BRT
doué 	 adjective 	 talented 	 talented; gifted
doué 	 adjective 	 gifted 	 talented; gifted
embarcadère 	 noun 	 pier 	 pier, wharf
embarcadère 	 noun 	 wharf 	 pier, wharf
plastination 	 noun 	 plastination 	 plastination
interfamilial 	 adjective 	 English 	 interfamilial
excéder 	 verb 	 exceed 	 to exceed
excéder 	 verb 	 anger 	 to annoy, to anger
excéder 	 verb 	 annoy 	 to annoy, to anger
mathématicien 	 noun 	 mathematician 	 mathematician
myxomatose 	 noun 	 myxomatosis 	 myxomatosis
prou 	 adverb 	 a lot 	 a lot
réapparaître 	 verb 	 reappear 	 to reappear
réapparaître 	 verb 	 respawn 	 to respawn
sacoche 	 noun 	 bag 	 bag
sacoche 	 noun 	 saddlebag 	 pannier, saddlebag
sacoche 	 noun 	 pannier 	 pannier, saddlebag
sacoche 	 noun 	 handbag 	 handbag
sacoche 	 noun 	 bumbag 	 bumbag
sacoche 	 noun 	 pouch 	 pouch
phoner 	 verb 	 ring 	 to ring, call, phone
phoner 	 verb 	 phone 	 to ring, call, phone
phoner 	 verb 	 call 	 to ring, call, phone
socialisme 	 noun 	 socialism 	 socialism
boutonnière 	 noun 	 boutonniere 	 A boutonniere
nationalisme 	 noun 	 nationalism 	 nationalism
statut 	 noun 	 status 	 status
statut 	 noun 	 statute 	 statute
retrait 	 noun 	 retreat 	 retreat
retrait 	 noun 	 withdrawal 	 withdrawal
retrait 	 noun 	 out 	 out
retrait 	 noun 	 dismissal 	 dismissal
retrait 	 noun 	 coitus interruptus 	 sex coitus interruptus
justement 	 adverb 	 exactly 	 precisely, exactly; accurately
justement 	 adverb 	 accurately 	 precisely, exactly; accurately
justement 	 adverb 	 precisely 	 precisely, exactly; accurately
justement 	 adverb 	 s:Qu'est-ce que le bolchévisme ? 	 Regardez de près ce qui s'est passé dans ces dernières années : presque tout le monde a fait justement ce qu'il fallait le moins faire. 1920, Mercure de France, t. 142  Qu'est-ce que le bolchévisme ?
justement 	 adverb 	 just 	 just , just then
justement 	 adverb 	 actually 	 actually, at that very moment
justement 	 adverb 	 justly 	 rightly, justly; fairly
justement 	 adverb 	 fairly 	 rightly, justly; fairly
justement 	 adverb 	 rightly 	 rightly, justly; fairly
restauration 	 noun 	 restoration 	 restoration
restauration 	 noun 	 restaurant 	 the restaurant industry
restauration 	 noun 	 restore 	 restore
représentation 	 noun 	 representation 	 representation
représentation 	 noun 	 show 	 the act or an instance of showing or presenting
représentation 	 noun 	 present 	 the act or an instance of showing or presenting
véritablement 	 adverb 	 really 	 really, truly
véritablement 	 adverb 	 truly 	 really, truly
rémunération 	 noun 	 remuneration 	 pay; remuneration
rémunération 	 noun 	 pay 	 pay; remuneration
optique 	 adjective 	 optical 	 optic, optical
optique 	 adjective 	 optic 	 optic, optical
optique 	 noun 	 optics 	 optics
optique 	 noun 	 point of view 	 point of view, perspective
optique 	 noun 	 perspective 	 point of view, perspective
considérable 	 adjective 	 considerable 	 considerable
stabilité 	 noun 	 stability 	 stability
considérablement 	 adverb 	 considerably 	 considerably
fêlé 	 adjective 	 cracked 	 cracked
forer 	 verb 	 bore 	 to bore; to drill
forer 	 verb 	 drill 	 to bore; to drill
colombien 	 noun 	 Colombian 	 Colombian
colonnes 	 noun 	 columns 	 columns
rainure 	 noun 	 groove 	 groove
paradoxer 	 verb 	 paradox 	 To create paradoxes
très bien 	 adverb 	 well 	 very good, very well
très bien 	 adverb 	 good 	 very good, very well
très bien 	 adverb 	 very 	 very good, very well
très bien 	 adverb 	 excellent 	 excellent
tutsi 	 adjective 	 Tutsi 	 Tutsi
cérumen 	 noun 	 earwax 	 earwax
industriel 	 adjective 	 industrial 	 industrial
industriel 	 noun 	 industrialist 	 industrialist
industriel 	 noun 	 industry 	 industry
révision 	 noun 	 revision 	 revision
définitif 	 adjective 	 final 	 definitive, conclusive, final
définitif 	 adjective 	 definitive 	 definitive, conclusive, final
définitif 	 adjective 	 conclusive 	 definitive, conclusive, final
définitif 	 adjective 	 permanent 	 permanent
compétence 	 noun 	 competence 	 competence, ability, skill
compétence 	 noun 	 skill 	 competence, ability, skill
compétence 	 noun 	 ability 	 competence, ability, skill
compétence 	 noun 	 talent 	 talent, capability
compétence 	 noun 	 capability 	 talent, capability
revendre 	 verb 	 resell 	 resell, sell again
résolument 	 adverb 	 determinedly 	 resolutely, determinedly
résolument 	 adverb 	 resolutely 	 resolutely, determinedly
lagon 	 noun 	 lagoon 	 lagoon
en avant 	 adverb 	 forward 	 forward
en avant 	 interjection 	 let's go 	 forward! let's go!
en avant 	 interjection 	 forward 	 forward! let's go!
anglo-saxon 	 noun 	 Anglo-Saxon 	 Anglo-Saxon
anglo-saxon 	 adjective 	 Anglo-Saxon 	 Anglo-Saxon
racler 	 verb 	 scratch 	 to scrape , to scratch
racler 	 verb 	 scrape 	 to scrape , to scratch
en tailleur 	 adverb 	 cross-legged 	 cross-legged
variété 	 noun 	 variety 	 variety
variété 	 noun 	 genre 	 type, genre
variété 	 noun 	 type 	 type, genre
variété 	 noun 	 manifold 	 manifold
supplément 	 noun 	 supplement 	 supplement
supplément 	 noun 	 supplement 	 supplement
visiblement 	 adverb 	 visibly 	 visibly
universitaire 	 adjective 	 university 	 university
universitaire 	 noun 	 student 	 University student or employee
universitaire 	 noun 	 employee 	 University student or employee
universitaire 	 noun 	 graduate 	 University graduate
médiocre 	 adjective 	 mediocre 	 mediocre
mentalité 	 noun 	 mentality 	 mentality
déclin 	 noun 	 decline 	 decline
crédible 	 adjective 	 credible 	 credible
monteur 	 noun 	 editor 	 editor
détour 	 noun 	 detour 	 detour
détour 	 noun 	 curve 	 curve
détour 	 noun 	 evasion 	 evasion
fondation 	 noun 	 foundation 	 foundation
fondation 	 noun 	 foundation 	 foundation
mixte 	 adjective 	 mixed 	 mixed; varied
mixte 	 adjective 	 varied 	 mixed; varied
constatation 	 noun 	 remark 	 remark
constatation 	 noun 	 notice 	 act of noticing something
rejet 	 noun 	 reject 	 reject, thing  that is rejected or thrown away
exonération 	 noun 	 exoneration 	 exoneration
imputer 	 verb 	 impute 	 to attribute, impute, put down to
imputer 	 verb 	 put down to 	 to attribute, impute, put down to
imputer 	 verb 	 attribute 	 to attribute, impute, put down to
imputer 	 verb 	 charge 	 to charge, allocate, settle
imputer 	 verb 	 settle 	 to charge, allocate, settle
