विश्व 	 adjective 	 every 	 all, every, every one; whole, entire, universal
संज्ञा 	 noun 	 standing 	 the name of anything thought of as standing by itself, any noun having a special meaning
संज्ञा 	 noun 	 special 	 the name of anything thought of as standing by itself, any noun having a special meaning
संज्ञा 	 noun 	 itself 	 the name of anything thought of as standing by itself, any noun having a special meaning
संज्ञा 	 noun 	 thought 	 the name of anything thought of as standing by itself, any noun having a special meaning
संज्ञा 	 noun 	 anything 	 the name of anything thought of as standing by itself, any noun having a special meaning
संज्ञा 	 noun 	 noun 	 the name of anything thought of as standing by itself, any noun having a special meaning
संज्ञा 	 noun 	 name 	 the name of anything thought of as standing by itself, any noun having a special meaning
संज्ञा 	 noun 	 technical 	 a technical expression
संज्ञा 	 noun 	 expression 	 a technical expression
संज्ञा 	 noun 	 perception 	 perception
जल 	 adjective 	 unintelligent 	 stupid, unintelligent, dumb
जल 	 adjective 	 dumb 	 stupid, unintelligent, dumb
जल 	 adjective 	 stupid 	 stupid, unintelligent, dumb
जल 	 noun 	 man 	 a stupid man, idiot
जल 	 noun 	 idiot 	 a stupid man, idiot
जल 	 noun 	 water 	 water
प्राथमिक 	 adjective 	 happening 	 belonging or relating to the first, occurring or happening for the first time, primary, initial, previous
प्राथमिक 	 adjective 	 time 	 belonging or relating to the first, occurring or happening for the first time, primary, initial, previous
प्राथमिक 	 adjective 	 occurring 	 belonging or relating to the first, occurring or happening for the first time, primary, initial, previous
प्राथमिक 	 adjective 	 previous 	 belonging or relating to the first, occurring or happening for the first time, primary, initial, previous
प्राथमिक 	 adjective 	 belonging 	 belonging or relating to the first, occurring or happening for the first time, primary, initial, previous
प्राथमिक 	 adjective 	 initial 	 belonging or relating to the first, occurring or happening for the first time, primary, initial, previous
प्राथमिक 	 adjective 	 relating 	 belonging or relating to the first, occurring or happening for the first time, primary, initial, previous
प्राथमिक 	 adjective 	 primary 	 belonging or relating to the first, occurring or happening for the first time, primary, initial, previous
प्राथमिक 	 adjective 	 first 	 belonging or relating to the first, occurring or happening for the first time, primary, initial, previous
हिंसा 	 noun 	 wrong 	 injury, mischief, wrong, harm, hurt
हिंसा 	 noun 	 mischief 	 injury, mischief, wrong, harm, hurt
हिंसा 	 noun 	 injury 	 injury, mischief, wrong, harm, hurt
हिंसा 	 noun 	 hurt 	 injury, mischief, wrong, harm, hurt
हिंसा 	 noun 	 harm 	 injury, mischief, wrong, harm, hurt
हिंसा 	 noun 	 violence 	 killing, slaying, destruction, violence
हिंसा 	 noun 	 slaying 	 killing, slaying, destruction, violence
हिंसा 	 noun 	 killing 	 killing, slaying, destruction, violence
हिंसा 	 noun 	 destruction 	 killing, slaying, destruction, violence
हिंसा 	 noun 	 robbery 	 robbery, plunder
हिंसा 	 noun 	 plunder 	 robbery, plunder
नड 	 noun 	 tropical reed 	 tropical reed
नड 	 noun 	 Naishidha 	 name of a prince with the patronymic Naishidha
नड 	 noun 	 nāga 	 name of a nāga
नड 	 noun 	 tribe 	 name of a particular tribe whose employment is making a sort of glass bracelet
मेथि 	 noun 	 post 	 a pillar, post
मेथि 	 noun 	 pillar 	 a pillar, post
मेथि 	 noun 	 shed 	 cattle-shed
मेथि 	 noun 	 cattle 	 cattle-shed
मेथि 	 noun 	 prop 	 a prop for supporting carriage-shafts
शस्ति 	 noun 	 praise 	 praise, a hymn
शस्ति 	 noun 	 hymn 	 praise, a hymn
शस्ति 	 noun 	 singer 	 a praiser, singer
शस्ति 	 noun 	 praiser 	 a praiser, singer
उक्ति 	 noun 	 word 	 sentence, proclamation, speech, expression, word
उक्ति 	 noun 	 expression 	 sentence, proclamation, speech, expression, word
उक्ति 	 noun 	 speech 	 sentence, proclamation, speech, expression, word
उक्ति 	 noun 	 proclamation 	 sentence, proclamation, speech, expression, word
उक्ति 	 noun 	 sentence 	 sentence, proclamation, speech, expression, word
उक्ति 	 noun 	 word 	 a worthy speech or word
उक्ति 	 noun 	 speech 	 a worthy speech or word
उक्त 	 adjective 	 spoken 	 uttered, said, spoken
उक्त 	 adjective 	 said 	 uttered, said, spoken
उक्त 	 adjective 	 uttered 	 uttered, said, spoken
उक्त 	 noun 	 word 	 word, sentence
उक्त 	 noun 	 sentence 	 word, sentence
उक्त 	 noun 	 stanza 	 a stanza of four lines
मृध 	 noun 	 battle 	 fight, battle, war
मृध 	 noun 	 fight 	 fight, battle, war
मृध 	 noun 	 war 	 fight, battle, war
संदेश 	 noun 	 order 	 communication of intelligence, message, information, errand, direction, command, order to
संदेश 	 noun 	 message 	 communication of intelligence, message, information, errand, direction, command, order to
संदेश 	 noun 	 communication 	 communication of intelligence, message, information, errand, direction, command, order to
संदेश 	 noun 	 information 	 communication of intelligence, message, information, errand, direction, command, order to
संदेश 	 noun 	 command 	 communication of intelligence, message, information, errand, direction, command, order to
संदेश 	 noun 	 direction 	 communication of intelligence, message, information, errand, direction, command, order to
संदेश 	 noun 	 errand 	 communication of intelligence, message, information, errand, direction, command, order to
संदेश 	 noun 	 gift 	 present, gift
संदेश 	 noun 	 present 	 present, gift
संदेश 	 noun 	 sweetmeat 	 a particular kind of sweetmeat
कृप् 	 noun 	 appearance 	 beautiful appearance, beauty, splendour
कृप् 	 noun 	 beauty 	 beautiful appearance, beauty, splendour
कृप् 	 noun 	 splendour 	 beautiful appearance, beauty, splendour
कृप् 	 noun 	 beautiful 	 beautiful appearance, beauty, splendour
वज्र 	 noun 	 thunderbolt 	 "the hard or mighty one", a thunderbolt
वज्र 	 noun 	 hard 	 "the hard or mighty one", a thunderbolt
वज्र 	 noun 	 oneNoun 	 "the hard or mighty one", a thunderbolt
वज्र 	 noun 	 mighty 	 "the hard or mighty one", a thunderbolt
वज्र 	 noun 	 bolt 	 especially that of Indra, said to have been formed out of the bones of the rishi tr=dadhīca or दधीचि, and shaped like a circular discus, or in later times regarded as having the form of two transverse bolts crossing each other thus x
वज्र 	 noun 	 rishi 	 especially that of Indra, said to have been formed out of the bones of the rishi tr=dadhīca or दधीचि, and shaped like a circular discus, or in later times regarded as having the form of two transverse bolts crossing each other thus x
वज्र 	 noun 	 bones 	 especially that of Indra, said to have been formed out of the bones of the rishi tr=dadhīca or दधीचि, and shaped like a circular discus, or in later times regarded as having the form of two transverse bolts crossing each other thus x
वज्र 	 noun 	 Indra 	 especially that of Indra, said to have been formed out of the bones of the rishi tr=dadhīca or दधीचि, and shaped like a circular discus, or in later times regarded as having the form of two transverse bolts crossing each other thus x
वज्र 	 noun 	 discus 	 especially that of Indra, said to have been formed out of the bones of the rishi tr=dadhīca or दधीचि, and shaped like a circular discus, or in later times regarded as having the form of two transverse bolts crossing each other thus x
वज्र 	 noun 	 transverse 	 especially that of Indra, said to have been formed out of the bones of the rishi tr=dadhīca or दधीचि, and shaped like a circular discus, or in later times regarded as having the form of two transverse bolts crossing each other thus x
वज्र 	 noun 	 charm 	 sometimes also applied to similar weapons used by various gods or superhuman beings, or to any mythical weapon destructive of spells or charms, also to |wrath, RV or  to a jet of water AV etc
वज्र 	 noun 	 weapon 	 sometimes also applied to similar weapons used by various gods or superhuman beings, or to any mythical weapon destructive of spells or charms, also to |wrath, RV or  to a jet of water AV etc
वज्र 	 noun 	 superhuman 	 sometimes also applied to similar weapons used by various gods or superhuman beings, or to any mythical weapon destructive of spells or charms, also to |wrath, RV or  to a jet of water AV etc
वज्र 	 noun 	 mythical 	 sometimes also applied to similar weapons used by various gods or superhuman beings, or to any mythical weapon destructive of spells or charms, also to |wrath, RV or  to a jet of water AV etc
वज्र 	 noun 	 wrath 	 sometimes also applied to similar weapons used by various gods or superhuman beings, or to any mythical weapon destructive of spells or charms, also to |wrath, RV or  to a jet of water AV etc
वज्र 	 noun 	 spell 	 sometimes also applied to similar weapons used by various gods or superhuman beings, or to any mythical weapon destructive of spells or charms, also to |wrath, RV or  to a jet of water AV etc
वज्र 	 noun 	 being 	 sometimes also applied to similar weapons used by various gods or superhuman beings, or to any mythical weapon destructive of spells or charms, also to |wrath, RV or  to a jet of water AV etc
वज्र 	 noun 	 similar 	 sometimes also applied to similar weapons used by various gods or superhuman beings, or to any mythical weapon destructive of spells or charms, also to |wrath, RV or  to a jet of water AV etc
वज्र 	 noun 	 god 	 sometimes also applied to similar weapons used by various gods or superhuman beings, or to any mythical weapon destructive of spells or charms, also to |wrath, RV or  to a jet of water AV etc
वज्र 	 noun 	 destructive 	 sometimes also applied to similar weapons used by various gods or superhuman beings, or to any mythical weapon destructive of spells or charms, also to |wrath, RV or  to a jet of water AV etc
वज्र 	 noun 	 water 	 sometimes also applied to similar weapons used by various gods or superhuman beings, or to any mythical weapon destructive of spells or charms, also to |wrath, RV or  to a jet of water AV etc
वज्र 	 noun 	 in general 	 also applied to a thunderbolt in general, or to the lightning evolved from the centrifugal energy of the circular thunderbolt of Indra when launched at a foe
वज्र 	 noun 	 lightning 	 also applied to a thunderbolt in general, or to the lightning evolved from the centrifugal energy of the circular thunderbolt of Indra when launched at a foe
वज्र 	 noun 	 circular 	 also applied to a thunderbolt in general, or to the lightning evolved from the centrifugal energy of the circular thunderbolt of Indra when launched at a foe
वज्र 	 noun 	 centrifugal 	 also applied to a thunderbolt in general, or to the lightning evolved from the centrifugal energy of the circular thunderbolt of Indra when launched at a foe
वज्र 	 noun 	 energy 	 also applied to a thunderbolt in general, or to the lightning evolved from the centrifugal energy of the circular thunderbolt of Indra when launched at a foe
वज्र 	 noun 	 foe 	 also applied to a thunderbolt in general, or to the lightning evolved from the centrifugal energy of the circular thunderbolt of Indra when launched at a foe
वज्र 	 noun 	 launch 	 also applied to a thunderbolt in general, or to the lightning evolved from the centrifugal energy of the circular thunderbolt of Indra when launched at a foe
वज्र 	 noun 	 evolve 	 also applied to a thunderbolt in general, or to the lightning evolved from the centrifugal energy of the circular thunderbolt of Indra when launched at a foe
वज्र 	 noun 	 dumbbell 	 in Northern Buddhist countries, it is shaped like a dumbbell and called Dorje
वज्र 	 noun 	 diamond 	 a diamond
वज्र 	 noun 	 talc 	 a kind of talc
वज्र 	 noun 	 penance 	 a kind of penance
वज्र 	 noun 	 sour 	 sour gruel
वज्र 	 noun 	 gruel 	 sour gruel
वज्र 	 noun 	 military 	 a form of military array
वज्र 	 noun 	 array 	 a form of military array
